time,PM10,PM10_model
2022-01-27 01:00:00,21.8459,19.9375
2022-01-27 02:00:00,22.4475,18.5
2022-01-27 03:00:00,16.631,16.1875
2022-01-27 04:00:00,13.6422,13.21875
2022-01-27 05:00:00,14.44,11.75
2022-01-27 06:00:00,24.9847,12.25
2022-01-27 07:00:00,13.9778,13.71875
2022-01-27 08:00:00,22.2396,14.9375
2022-01-27 09:00:00,33.7701,15.6875
2022-01-27 10:00:00,38.5181,17.0
2022-01-27 11:00:00,33.0211,17.375
2022-01-27 12:00:00,33.0424,16.4375
2022-01-27 13:00:00,21.5925,14.0625
2022-01-27 14:00:00,30.8919,12.9375
2022-01-27 15:00:00,31.8114,11.84375
2022-01-27 16:00:00,28.6835,10.9375
2022-01-27 17:00:00,27.091,9.875
2022-01-27 18:00:00,27.0302,9.375
2022-01-27 19:00:00,16.1817,9.34375
2022-01-27 20:00:00,20.8419,9.34375
2022-01-27 21:00:00,23.9261,9.0
2022-01-27 22:00:00,21.204,7.96875
2022-01-27 23:00:00,19.5179,6.8125
2022-01-28 00:00:00,22.6286,6.0
2022-01-28 01:00:00,20.4211,4.96875
2022-01-28 02:00:00,15.2638,4.34375
2022-01-28 03:00:00,15.8468,4.015625
2022-01-28 04:00:00,10.6809,3.3046875
2022-01-28 05:00:00,9.60535,2.515625
2022-01-28 06:00:00,10.3283,1.875
2022-01-28 07:00:00,10.0439,1.6328125
2022-01-28 08:00:00,6.9621,1.875
2022-01-28 09:00:00,17.7446,2.234375
2022-01-28 10:00:00,19.5186,2.5078125
2022-01-28 11:00:00,15.6541,2.6484375
2022-01-28 12:00:00,21.5563,2.7890625
2022-01-28 13:00:00,24.6799,3.2421875
2022-01-28 14:00:00,24.5876,3.609375
2022-01-28 15:00:00,29.8845,3.5234375
2022-01-28 16:00:00,28.4503,3.1640625
2022-01-28 17:00:00,21.4567,2.8984375
2022-01-28 18:00:00,32.8176,3.0625
2022-01-28 19:00:00,20.6595,3.1640625
2022-01-28 20:00:00,15.3813,2.90625
2022-01-28 21:00:00,11.2308,2.8203125
2022-01-28 22:00:00,21.7289,3.3984375
2022-01-28 23:00:00,28.1723,4.84375
2022-01-29 00:00:00,22.4543,5.921875
2022-01-29 01:00:00,23.9648,5.671875
2022-01-29 02:00:00,28.8267,6.234375
2022-01-29 03:00:00,18.5498,7.3125
2022-01-29 04:00:00,16.3646,8.4375
2022-01-29 05:00:00,13.5331,9.28125
2022-01-29 06:00:00,20.4311,10.75
2022-01-29 07:00:00,24.8843,10.96875
2022-01-29 08:00:00,30.7744,9.84375
2022-01-29 09:00:00,15.0032,8.21875
2022-01-29 10:00:00,14.9357,5.40625
2022-01-29 11:00:00,12.1521,4.484375
2022-01-29 12:00:00,26.3573,4.171875
2022-01-29 13:00:00,19.3411,3.90625
2022-01-29 14:00:00,19.8246,3.765625
2022-01-29 15:00:00,15.3356,3.03125
2022-01-29 16:00:00,13.3511,2.4921875
2022-01-29 17:00:00,12.9561,2.3515625
2022-01-29 18:00:00,17.4345,2.3515625
2022-01-29 19:00:00,14.0927,1.8828125
2022-01-29 20:00:00,19.5598,1.421875
2022-01-29 21:00:00,9.83649,1.375
2022-01-29 22:00:00,18.0617,1.5507812
2022-01-29 23:00:00,6.29335,1.9609375
2022-01-30 00:00:00,4.91657,2.078125
2022-01-30 01:00:00,7.44851,1.3476562
2022-01-30 02:00:00,8.28132,1.2890625
2022-01-30 03:00:00,9.15567,1.0351562
2022-01-30 04:00:00,12.9552,0.7890625
2022-01-30 05:00:00,14.265,0.8574219
2022-01-30 06:00:00,14.9699,0.984375
2022-01-30 07:00:00,14.0321,1.0507812
