time,PM10,PM10_model
2022-01-27 01:00:00,40.6,17.5625
2022-01-27 02:00:00,39.8,16.6875
2022-01-27 03:00:00,35.9,16.5625
2022-01-27 04:00:00,30.5,16.125
2022-01-27 05:00:00,27.6,15.59375
2022-01-27 06:00:00,28.7,15.28125
2022-01-27 07:00:00,27.7,14.625
2022-01-27 08:00:00,27.8,13.5625
2022-01-27 09:00:00,30.6,12.8125
2022-01-27 10:00:00,32.9,12.625
2022-01-27 11:00:00,32.6,12.25
2022-01-27 12:00:00,37.4,11.21875
2022-01-27 13:00:00,32.6,9.6875
2022-01-27 14:00:00,25.8,7.5
2022-01-27 15:00:00,25.5,5.09375
2022-01-27 16:00:00,25.2,4.15625
2022-01-27 17:00:00,19.9,3.765625
2022-01-27 18:00:00,18.5,3.9296875
2022-01-27 19:00:00,17.7,4.578125
2022-01-27 20:00:00,16.6,5.78125
2022-01-27 21:00:00,21.6,7.65625
2022-01-27 22:00:00,23.6,9.40625
2022-01-27 23:00:00,23.5,9.90625
2022-01-28 00:00:00,22.6,10.4375
2022-01-28 01:00:00,20.7,7.84375
2022-01-28 02:00:00,14.8,8.34375
2022-01-28 03:00:00,11.2,9.53125
2022-01-28 04:00:00,10.3,10.9375
2022-01-28 05:00:00,9.9,12.9375
2022-01-28 06:00:00,8.6,19.0625
2022-01-28 07:00:00,9.3,28.8125
2022-01-28 08:00:00,11.3,36.875
2022-01-28 09:00:00,38.8,40.25
2022-01-28 10:00:00,21.8,36.25
2022-01-28 11:00:00,19.8,27.5625
2022-01-28 12:00:00,18.0,20.0
2022-01-28 13:00:00,16.8,13.5625
2022-01-28 14:00:00,23.4,11.84375
2022-01-28 15:00:00,25.5,10.96875
2022-01-28 16:00:00,27.0,10.59375
2022-01-28 17:00:00,17.4,12.09375
2022-01-28 18:00:00,26.9,15.4375
2022-01-28 19:00:00,26.5,18.9375
2022-01-28 20:00:00,28.6,19.3125
2022-01-28 21:00:00,27.4,15.5625
2022-01-28 22:00:00,20.1,8.40625
2022-01-28 23:00:00,15.3,6.640625
2022-01-29 00:00:00,14.7,6.8125
2022-01-29 01:00:00,13.8,6.0625
2022-01-29 02:00:00,11.5,5.375
2022-01-29 03:00:00,6.4,4.515625
2022-01-29 04:00:00,4.8,4.46875
2022-01-29 05:00:00,2.7,6.046875
2022-01-29 06:00:00,7.7,6.828125
2022-01-29 07:00:00,7.9,6.203125
2022-01-29 08:00:00,1.9,5.8125
2022-01-29 09:00:00,2.3,5.640625
2022-01-29 10:00:00,2.0,5.359375
2022-01-29 11:00:00,2.7,5.046875
2022-01-29 12:00:00,3.2,5.078125
2022-01-29 13:00:00,3.4,5.109375
2022-01-29 14:00:00,3.6,5.265625
2022-01-29 15:00:00,2.6,5.828125
2022-01-29 16:00:00,4.3,6.046875
2022-01-29 17:00:00,7.2,5.125
2022-01-29 18:00:00,7.7,4.53125
2022-01-29 19:00:00,9.2,4.640625
2022-01-29 20:00:00,12.5,5.28125
2022-01-29 21:00:00,17.0,5.15625
2022-01-29 22:00:00,18.3,4.796875
2022-01-29 23:00:00,11.6,4.984375
2022-01-30 00:00:00,11.3,4.90625
2022-01-30 01:00:00,13.0,4.609375
2022-01-30 02:00:00,16.2,4.890625
2022-01-30 03:00:00,16.6,4.6875
2022-01-30 04:00:00,13.5,4.796875
2022-01-30 05:00:00,12.3,5.921875
2022-01-30 06:00:00,10.8,9.625
2022-01-30 07:00:00,10.8,15.15625
2022-01-30 08:00:00,11.9,18.0
2022-01-30 09:00:00,13.0,18.1875
2022-01-30 10:00:00,13.9,17.875
2022-01-30 11:00:00,17.7,15.96875
2022-01-30 12:00:00,18.6,12.625
2022-01-30 13:00:00,15.9,6.640625
2022-01-30 14:00:00,16.1,6.046875
2022-01-30 15:00:00,15.2,6.015625
2022-01-30 16:00:00,14.2,6.609375
2022-01-30 17:00:00,15.7,7.390625
2022-01-30 18:00:00,17.7,8.34375
2022-01-30 19:00:00,19.4,9.40625
2022-01-30 20:00:00,20.1,9.71875
2022-01-30 21:00:00,27.4,10.09375
2022-01-30 22:00:00,24.0,9.65625
2022-01-30 23:00:00,17.5,9.34375
2022-01-31 00:00:00,15.8,9.34375
2022-01-31 01:00:00,15.2,9.15625
2022-01-31 02:00:00,13.2,6.875
2022-01-31 03:00:00,8.3,4.125
2022-01-31 04:00:00,9.0,3.25
2022-01-31 05:00:00,10.1,3.1484375
2022-01-31 06:00:00,9.6,2.859375
2022-01-31 07:00:00,12.6,2.78125
2022-01-31 08:00:00,12.8,2.46875
2022-01-31 09:00:00,14.2,2.0625
2022-01-31 10:00:00,13.3,1.5234375
2022-01-31 11:00:00,12.3,1.1953125
2022-01-31 12:00:00,9.7,1.0703125
2022-01-31 13:00:00,11.9,1.0507812
2022-01-31 14:00:00,12.2,1.0625
2022-01-31 15:00:00,14.3,1.0039062
2022-01-31 16:00:00,12.6,0.984375
2022-01-31 17:00:00,12.2,1.0117188
2022-01-31 18:00:00,12.9,1.0859375
2022-01-31 19:00:00,13.5,1.171875
2022-01-31 20:00:00,18.4,1.1953125
2022-01-31 21:00:00,23.6,1.2539062
2022-01-31 22:00:00,32.6,1.34375
2022-01-31 23:00:00,27.8,1.375
2022-02-01 00:00:00,31.1,1.6054688
2022-02-01 01:00:00,30.5,1.3632812
2022-02-01 02:00:00,28.5,1.3359375
2022-02-01 03:00:00,22.0,2.1015625
2022-02-01 04:00:00,17.3,2.546875
2022-02-01 05:00:00,15.0,2.6328125
2022-02-01 06:00:00,13.5,3.1640625
2022-02-01 07:00:00,15.9,3.6953125
2022-02-01 08:00:00,23.8,3.5625
2022-02-01 09:00:00,20.9,4.0
2022-02-01 10:00:00,20.7,4.390625
2022-02-01 11:00:00,29.9,5.171875
2022-02-01 12:00:00,25.7,5.59375
2022-02-01 13:00:00,12.5,6.328125
2022-02-01 14:00:00,10.5,6.390625
2022-02-01 15:00:00,12.1,5.84375
2022-02-01 16:00:00,10.8,5.6875
2022-02-01 17:00:00,9.5,6.125
2022-02-01 18:00:00,10.3,5.984375
2022-02-01 19:00:00,11.4,5.53125
2022-02-01 20:00:00,12.8,5.1875
2022-02-01 21:00:00,11.9,5.015625
2022-02-01 22:00:00,11.3,5.078125
2022-02-01 23:00:00,9.6,5.21875
2022-02-02 00:00:00,8.5,5.28125
2022-02-02 01:00:00,7.8,4.265625
2022-02-02 02:00:00,6.8,4.28125
2022-02-02 03:00:00,6.5,4.328125
2022-02-02 04:00:00,6.3,4.359375
2022-02-02 05:00:00,6.3,4.359375
2022-02-02 06:00:00,6.8,4.5
2022-02-02 07:00:00,6.2,4.671875
2022-02-02 08:00:00,4.6,4.5625
2022-02-02 09:00:00,5.6,4.453125
2022-02-02 10:00:00,6.1,4.109375
2022-02-02 11:00:00,5.3,3.6875
2022-02-02 12:00:00,7.9,3.1953125
2022-02-02 13:00:00,11.5,2.6328125
2022-02-02 14:00:00,15.5,2.328125
2022-02-02 15:00:00,20.0,2.3515625
2022-02-02 16:00:00,16.3,2.8828125
2022-02-02 17:00:00,11.1,3.859375
2022-02-02 18:00:00,10.0,5.34375
2022-02-02 19:00:00,10.9,6.65625
2022-02-02 20:00:00,11.1,6.875
2022-02-02 21:00:00,10.9,7.25
2022-02-02 22:00:00,12.7,7.53125
2022-02-02 23:00:00,14.4,7.046875
2022-02-03 00:00:00,16.0,6.078125
2022-02-03 01:00:00,12.8,7.015625
2022-02-03 02:00:00,11.0,6.9375
2022-02-03 03:00:00,9.8,6.96875
2022-02-03 04:00:00,10.3,6.71875
2022-02-03 05:00:00,11.6,6.96875
2022-02-03 06:00:00,13.5,8.5
2022-02-03 07:00:00,15.5,10.71875
2022-02-03 08:00:00,19.0,11.75
2022-02-03 09:00:00,18.6,10.75
2022-02-03 10:00:00,19.3,8.4375
2022-02-03 11:00:00,21.4,6.796875
2022-02-03 12:00:00,21.2,5.875
2022-02-03 13:00:00,17.9,5.21875
2022-02-03 14:00:00,17.2,4.8125
2022-02-03 15:00:00,15.3,4.609375
2022-02-03 16:00:00,15.2,4.59375
2022-02-03 17:00:00,13.8,4.859375
