time,O3,O3_model
2022-01-27 01:00:00,8.83,33.999996
2022-01-27 02:00:00,4.6,33.999996
2022-01-27 03:00:00,5.02,34.374996
2022-01-27 04:00:00,7.58,33.999996
2022-01-27 05:00:00,1.1,32.999996
2022-01-27 06:00:00,0.2,28.999998
2022-01-27 07:00:00,0.98,21.687498
2022-01-27 08:00:00,2.77,18.999998
2022-01-27 09:00:00,9.77,25.437498
2022-01-27 10:00:00,24.12,47.999996
2022-01-27 11:00:00,34.62,52.999996
2022-01-27 12:00:00,42.7,56.624996
2022-01-27 13:00:00,52.18,49.374996
2022-01-27 14:00:00,44.05,35.124996
2022-01-27 15:00:00,47.62,23.624998
2022-01-27 16:00:00,30.82,10.937499
2022-01-27 17:00:00,23.98,8.156249
2022-01-27 18:00:00,8.85,17.562498
2022-01-27 19:00:00,7.85,32.999996
2022-01-27 20:00:00,7.37,38.374996
2022-01-27 21:00:00,6.77,40.499996
2022-01-27 22:00:00,7.23,42.249996
2022-01-27 23:00:00,10.18,43.999996
2022-01-28 00:00:00,13.03,45.874996
2022-01-28 01:00:00,11.22,38.999996
2022-01-28 02:00:00,9.95,39.374996
2022-01-28 03:00:00,15.3,38.624996
2022-01-28 04:00:00,9.42,37.624996
2022-01-28 05:00:00,3.43,36.124996
2022-01-28 06:00:00,3.32,32.999996
2022-01-28 07:00:00,0.17,27.562498
2022-01-28 08:00:00,2.33,26.499998
2022-01-28 09:00:00,6.13,32.249996
2022-01-28 10:00:00,19.3,39.374996
2022-01-28 11:00:00,37.45,45.499996
2022-01-28 12:00:00,50.93,52.249996
2022-01-28 13:00:00,64.63,67.99999
2022-01-28 14:00:00,70.47,62.249996
2022-01-28 15:00:00,58.9,55.124996
2022-01-28 16:00:00,39.1,48.749996
2022-01-28 17:00:00,22.27,44.749996
2022-01-28 18:00:00,12.13,42.999996
2022-01-28 19:00:00,26.22,38.624996
2022-01-28 20:00:00,12.08,31.874998
2022-01-28 21:00:00,6.92,26.874998
2022-01-28 22:00:00,7.62,23.624998
2022-01-28 23:00:00,8.28,22.187498
2022-01-29 00:00:00,6.58,22.187498
2022-01-29 01:00:00,2.12,23.624998
2022-01-29 02:00:00,4.37,24.687498
2022-01-29 03:00:00,12.67,26.499998
2022-01-29 04:00:00,13.37,28.312498
2022-01-29 05:00:00,16.53,30.062498
2022-01-29 06:00:00,3.65,30.062498
2022-01-29 07:00:00,4.6,27.937498
2022-01-29 08:00:00,7.15,26.499998
2022-01-29 09:00:00,23.43,30.437498
2022-01-29 10:00:00,29.07,65.24999
2022-01-29 11:00:00,29.57,70.24999
2022-01-29 12:00:00,56.25,72.24999
2022-01-29 13:00:00,63.53,70.24999
2022-01-29 14:00:00,64.77,64.49999
2022-01-29 15:00:00,65.18,59.374996
2022-01-29 16:00:00,55.5,54.374996
2022-01-29 17:00:00,39.3,52.999996
2022-01-29 18:00:00,30.53,54.374996
2022-01-29 19:00:00,31.42,55.874996
2022-01-29 20:00:00,33.82,56.624996
2022-01-29 21:00:00,34.87,57.249996
2022-01-29 22:00:00,26.45,59.374996
2022-01-29 23:00:00,31.02,60.124996
2022-01-30 00:00:00,29.48,60.124996
2022-01-30 01:00:00,28.95,70.24999
2022-01-30 02:00:00,33.05,66.74999
2022-01-30 03:00:00,28.75,64.49999
2022-01-30 04:00:00,27.33,61.624996
2022-01-30 05:00:00,13.73,58.749996
2022-01-30 06:00:00,9.27,52.999996
2022-01-30 07:00:00,7.15,44.374996
2022-01-30 08:00:00,18.75,38.374996
2022-01-30 09:00:00,30.32,38.999996
2022-01-30 10:00:00,45.2,66.74999
2022-01-30 11:00:00,69.02,72.99999
2022-01-30 12:00:00,72.07,77.99999
2022-01-30 13:00:00,76.32,82.99999
2022-01-30 14:00:00,,82.99999
2022-01-30 15:00:00,77.67,80.24999
2022-01-30 16:00:00,65.02,67.99999
2022-01-30 17:00:00,47.97,54.374996
2022-01-30 18:00:00,26.85,46.499996
2022-01-30 19:00:00,21.18,42.999996
2022-01-30 20:00:00,17.88,41.499996
2022-01-30 21:00:00,25.35,40.499996
2022-01-30 22:00:00,17.65,38.624996
2022-01-30 23:00:00,5.67,36.874996
2022-01-31 00:00:00,2.7,35.874996
2022-01-31 01:00:00,5.03,25.437498
2022-01-31 02:00:00,4.17,25.749998
2022-01-31 03:00:00,2.97,26.499998
2022-01-31 04:00:00,0.93,27.562498
2022-01-31 05:00:00,1.03,27.187498
2022-01-31 06:00:00,0.37,23.624998
2022-01-31 07:00:00,0.3,17.374998
2022-01-31 08:00:00,1.72,14.312499
2022-01-31 09:00:00,5.62,18.437498
2022-01-31 10:00:00,13.1,37.624996
2022-01-31 11:00:00,19.85,37.249996
2022-01-31 12:00:00,8.15,33.374996
2022-01-31 13:00:00,8.43,31.499998
2022-01-31 14:00:00,,31.874998
2022-01-31 15:00:00,7.6,32.249996
2022-01-31 16:00:00,10.85,30.437498
2022-01-31 17:00:00,16.95,25.062498
2022-01-31 18:00:00,19.77,21.312498
2022-01-31 19:00:00,10.15,19.874998
2022-01-31 20:00:00,1.98,20.624998
2022-01-31 21:00:00,3.9,22.187498
2022-01-31 22:00:00,15.95,24.374998
2022-01-31 23:00:00,32.13,26.124998
2022-02-01 00:00:00,33.72,26.874998
2022-02-01 01:00:00,35.62,8.968749
2022-02-01 02:00:00,35.68,12.718749
2022-02-01 03:00:00,35.3,15.406249
2022-02-01 04:00:00,32.05,16.312498
2022-02-01 05:00:00,30.9,15.218749
2022-02-01 06:00:00,25.83,11.093749
2022-02-01 07:00:00,25.92,4.4843745
2022-02-01 08:00:00,20.65,2.9531248
2022-02-01 09:00:00,21.33,7.3437495
2022-02-01 10:00:00,24.3,19.187498
2022-02-01 11:00:00,29.77,33.999996
2022-02-01 12:00:00,41.72,39.374996
2022-02-01 13:00:00,53.8,42.249996
2022-02-01 14:00:00,59.92,42.999996
2022-02-01 15:00:00,,44.749996
2022-02-01 16:00:00,48.48,36.499996
2022-02-01 17:00:00,39.22,23.999998
2022-02-01 18:00:00,12.43,15.406249
2022-02-01 19:00:00,3.42,12.874999
2022-02-01 20:00:00,5.82,15.749999
2022-02-01 21:00:00,2.98,23.249998
2022-02-01 22:00:00,1.52,40.499996
2022-02-01 23:00:00,9.72,45.874996
2022-02-02 00:00:00,13.1,45.874996
2022-02-02 01:00:00,17.0,26.874998
2022-02-02 02:00:00,19.2,30.062498
2022-02-02 03:00:00,30.88,37.624996
2022-02-02 04:00:00,26.3,46.499996
2022-02-02 05:00:00,11.52,47.999996
2022-02-02 06:00:00,2.17,46.499996
2022-02-02 07:00:00,1.75,43.374996
2022-02-02 08:00:00,3.18,43.999996
2022-02-02 09:00:00,10.67,50.124996
2022-02-02 10:00:00,16.88,55.124996
2022-02-02 11:00:00,24.58,59.374996
2022-02-02 12:00:00,39.37,61.624996
2022-02-02 13:00:00,50.72,67.99999
2022-02-02 14:00:00,56.27,67.99999
2022-02-02 15:00:00,,67.24999
2022-02-02 16:00:00,48.78,65.24999
2022-02-02 17:00:00,22.3,61.624996
2022-02-02 18:00:00,12.68,60.124996
2022-02-02 19:00:00,9.32,55.124996
2022-02-02 20:00:00,5.08,48.749996
2022-02-02 21:00:00,2.47,43.374996
2022-02-02 22:00:00,3.03,39.374996
2022-02-02 23:00:00,6.15,37.624996
2022-02-03 00:00:00,7.47,35.499996
2022-02-03 01:00:00,5.02,18.999998
2022-02-03 02:00:00,8.57,19.187498
2022-02-03 03:00:00,3.35,19.499998
2022-02-03 04:00:00,8.52,19.187498
2022-02-03 05:00:00,5.17,18.249998
2022-02-03 06:00:00,0.48,15.406249
2022-02-03 07:00:00,0.52,9.656249
2022-02-03 08:00:00,4.85,9.312499
2022-02-03 09:00:00,13.48,13.062499
2022-02-03 10:00:00,8.6,55.124996
2022-02-03 11:00:00,13.92,60.124996
2022-02-03 12:00:00,18.1,62.999996
2022-02-03 13:00:00,46.9,64.49999
2022-02-03 14:00:00,61.17,62.999996
2022-02-03 15:00:00,65.67,61.624996
2022-02-03 16:00:00,,51.499996
2022-02-03 17:00:00,39.92,37.624996
2022-02-03 18:00:00,14.98,27.937498
2022-02-03 19:00:00,7.35,21.874998
2022-02-03 20:00:00,7.07,18.062498
2022-02-03 21:00:00,3.02,14.687499
2022-02-03 22:00:00,6.5,13.437499
2022-02-03 23:00:00,6.6,16.124998
2022-02-04 00:00:00,12.52,22.562498
2022-02-04 01:00:00,17.7,23.624998
2022-02-04 02:00:00,23.83,36.124996
2022-02-04 03:00:00,19.98,48.749996
2022-02-04 04:00:00,22.12,57.999996
2022-02-04 05:00:00,14.97,60.874996
2022-02-04 06:00:00,10.08,61.624996
2022-02-04 07:00:00,1.52,59.374996
2022-02-04 08:00:00,4.2,58.749996
2022-02-04 09:00:00,14.62,62.249996
2022-02-04 10:00:00,49.0,72.24999
2022-02-04 11:00:00,62.77,75.99999
2022-02-04 12:00:00,66.1,78.74999
2022-02-04 13:00:00,68.33,78.74999
