time,O3,O3_model
2022-01-27 01:00:00,40.5512,35.0
2022-01-27 02:00:00,39.6617,32.125
2022-01-27 03:00:00,36.6726,30.75
2022-01-27 04:00:00,33.7143,31.8125
2022-01-27 05:00:00,29.5144,32.5
2022-01-27 06:00:00,17.9827,31.4375
2022-01-27 07:00:00,5.79075,30.0
2022-01-27 08:00:00,6.24027,32.875
2022-01-27 09:00:00,24.008,38.875
2022-01-27 10:00:00,21.2185,39.625
2022-01-27 11:00:00,38.2408,37.5
2022-01-27 12:00:00,45.3854,37.125
2022-01-27 13:00:00,48.9471,40.75
2022-01-27 14:00:00,40.6946,44.625
2022-01-27 15:00:00,47.1909,47.125
2022-01-27 16:00:00,49.0442,47.875
2022-01-27 17:00:00,49.1697,47.875
2022-01-27 18:00:00,48.7963,45.75
2022-01-27 19:00:00,55.7348,42.125
2022-01-27 20:00:00,53.8289,37.875
2022-01-27 21:00:00,51.5094,33.5
2022-01-27 22:00:00,53.2868,30.375
2022-01-27 23:00:00,58.7588,30.75
2022-01-28 00:00:00,63.58,36.75
2022-01-28 01:00:00,74.3204,44.25
2022-01-28 02:00:00,79.3942,59.25
2022-01-28 03:00:00,79.1184,67.0
2022-01-28 04:00:00,78.3469,69.25
2022-01-28 05:00:00,78.5838,69.25
2022-01-28 06:00:00,77.5849,70.0
2022-01-28 07:00:00,75.5589,70.75
2022-01-28 08:00:00,73.3223,70.75
2022-01-28 09:00:00,73.2214,70.0
2022-01-28 10:00:00,71.3584,68.5
2022-01-28 11:00:00,71.2792,67.75
2022-01-28 12:00:00,69.4949,66.5
2022-01-28 13:00:00,69.5933,66.5
2022-01-28 14:00:00,68.7329,66.5
2022-01-28 15:00:00,68.3419,67.0
2022-01-28 16:00:00,67.4389,67.0
2022-01-28 17:00:00,67.6681,67.0
2022-01-28 18:00:00,66.6601,67.0
2022-01-28 19:00:00,64.8489,67.0
2022-01-28 20:00:00,63.6164,67.0
2022-01-28 21:00:00,61.4605,67.0
2022-01-28 22:00:00,57.9775,67.0
2022-01-28 23:00:00,56.0543,67.75
2022-01-29 00:00:00,58.0596,67.75
2022-01-29 01:00:00,64.4221,65.75
2022-01-29 02:00:00,72.043,66.5
2022-01-29 03:00:00,71.3545,67.75
2022-01-29 04:00:00,66.2649,70.0
2022-01-29 05:00:00,46.0508,70.0
2022-01-29 06:00:00,,65.75
2022-01-29 07:00:00,52.3971,60.75
2022-01-29 08:00:00,62.1877,54.25
2022-01-29 09:00:00,57.4934,46.375
2022-01-29 10:00:00,54.6348,40.75
2022-01-29 11:00:00,50.2262,40.75
2022-01-29 12:00:00,49.8638,45.75
2022-01-29 13:00:00,44.464,50.75
2022-01-29 14:00:00,36.3442,52.875
2022-01-29 15:00:00,44.7561,52.125
2022-01-29 16:00:00,48.6854,51.375
2022-01-29 17:00:00,50.1492,50.0
2022-01-29 18:00:00,53.3556,49.25
2022-01-29 19:00:00,50.3642,47.125
2022-01-29 20:00:00,45.8944,45.375
2022-01-29 21:00:00,51.0062,44.25
