time,O3,O3_model
2022-01-27 01:00:00,42.70798,62.125
2022-01-27 02:00:00,39.51486,66.5
2022-01-27 03:00:00,39.31529,67.75
2022-01-27 04:00:00,37.71873,68.5
2022-01-27 05:00:00,41.31099,70.75
2022-01-27 06:00:00,51.28949,72.0
2022-01-27 07:00:00,46.89895,73.5
2022-01-27 08:00:00,42.50841,72.75
2022-01-27 09:00:00,39.71443,72.75
2022-01-27 10:00:00,37.9183,72.0
2022-01-27 11:00:00,44.30454,71.5
2022-01-27 12:00:00,40.91185,70.75
2022-01-27 13:00:00,45.70153,70.0
2022-01-27 14:00:00,56.07917,68.5
2022-01-27 15:00:00,53.28519,65.75
2022-01-27 16:00:00,45.50196,53.625
2022-01-27 17:00:00,41.51056,40.75
2022-01-27 18:00:00,20.15657,32.125
2022-01-27 19:00:00,28.13937,26.8125
2022-01-27 20:00:00,10.77678,25.0
2022-01-27 21:00:00,3.19312,26.0625
2022-01-27 22:00:00,3.19312,27.125
2022-01-27 23:00:00,0.99785,26.8125
2022-01-28 00:00:00,1.19742,28.25
2022-01-28 01:00:00,1.59656,34.25
2022-01-28 02:00:00,7.78323,32.875
2022-01-28 03:00:00,3.59226,32.125
2022-01-28 04:00:00,5.58796,32.5
2022-01-28 05:00:00,1.79613,32.875
2022-01-28 06:00:00,1.59656,31.8125
2022-01-28 07:00:00,0.79828,26.0625
2022-01-28 08:00:00,0.59871,14.125
2022-01-28 09:00:00,1.19742,4.59375
2022-01-28 10:00:00,1.79613,6.609375
2022-01-28 11:00:00,1.59656,10.4375
2022-01-28 12:00:00,2.39484,16.0625
2022-01-28 13:00:00,4.98925,44.625
2022-01-28 14:00:00,17.76173,54.25
2022-01-28 15:00:00,39.71443,57.125
2022-01-28 16:00:00,43.70583,57.125
2022-01-28 17:00:00,38.91615,55.0
2022-01-28 18:00:00,31.73163,49.25
2022-01-28 19:00:00,47.8968,46.375
2022-01-28 20:00:00,51.8882,50.75
2022-01-28 21:00:00,58.67358,56.5
2022-01-28 22:00:00,60.27014,60.0
2022-01-28 23:00:00,60.46971,65.0
2022-01-29 00:00:00,54.28304,70.75
2022-01-29 01:00:00,55.8796,72.0
2022-01-29 02:00:00,64.86025,70.75
2022-01-29 03:00:00,63.26369,69.25
2022-01-29 04:00:00,63.8624,68.5
2022-01-29 05:00:00,61.46756,68.5
2022-01-29 06:00:00,62.86455,68.5
2022-01-29 07:00:00,66.05767,69.25
2022-01-29 08:00:00,66.25724,70.75
2022-01-29 09:00:00,59.47186,72.0
2022-01-29 10:00:00,63.66283,72.75
2022-01-29 11:00:00,59.47186,73.5
2022-01-29 12:00:00,61.8667,74.25
2022-01-29 13:00:00,62.26584,74.25
2022-01-29 14:00:00,63.26369,75.0
2022-01-29 15:00:00,63.26369,75.0
2022-01-29 16:00:00,59.871,75.0
2022-01-29 17:00:00,57.07702,74.25
2022-01-29 18:00:00,54.48261,73.5
2022-01-29 19:00:00,57.47616,72.0
2022-01-29 20:00:00,56.47831,70.0
2022-01-29 21:00:00,44.50411,67.0
2022-01-29 22:00:00,17.56216,56.5
2022-01-29 23:00:00,1.39699,43.875
2022-01-30 00:00:00,0.99785,37.125
2022-01-30 01:00:00,0.79828,32.875
2022-01-30 02:00:00,0.79828,30.75
2022-01-30 03:00:00,0.39914,30.375
2022-01-30 04:00:00,0.59871,30.0
2022-01-30 05:00:00,2.39484,29.625
2022-01-30 06:00:00,8.58151,30.0
2022-01-30 07:00:00,3.19312,29.625
2022-01-30 08:00:00,1.19742,26.4375
2022-01-30 09:00:00,2.79398,21.8125
2022-01-30 10:00:00,8.18237,20.875
2022-01-30 11:00:00,2.79398,25.0
2022-01-30 12:00:00,7.78323,29.3125
2022-01-30 13:00:00,23.15012,73.5
2022-01-30 14:00:00,24.74668,74.25
2022-01-30 15:00:00,59.07272,76.5
2022-01-30 16:00:00,67.05552,77.75
2022-01-30 17:00:00,67.25509,74.25
2022-01-30 18:00:00,64.86025,70.75
2022-01-30 19:00:00,61.66713,68.5
2022-01-30 20:00:00,59.07272,62.875
2022-01-30 21:00:00,60.46971,69.25
2022-01-30 22:00:00,63.8624,78.5
2022-01-30 23:00:00,67.45466,83.5
2022-01-31 00:00:00,68.45251,82.25
2022-01-31 01:00:00,69.8495,85.75
2022-01-31 02:00:00,73.44176,86.5
2022-01-31 03:00:00,74.83875,85.75
2022-01-31 04:00:00,71.24649,85.0
2022-01-31 05:00:00,71.24649,84.25
2022-01-31 06:00:00,69.45036,84.25
2022-01-31 07:00:00,67.65423,83.5
2022-01-31 08:00:00,62.26584,83.5
2022-01-31 09:00:00,62.86455,82.75
2022-01-31 10:00:00,62.46541,82.25
2022-01-31 11:00:00,64.66068,80.75
2022-01-31 12:00:00,64.86025,80.0
2022-01-31 13:00:00,65.45896,80.75
2022-01-31 14:00:00,63.8624,80.75
2022-01-31 15:00:00,60.86885,80.0
2022-01-31 16:00:00,57.07702,79.25
2022-01-31 17:00:00,54.08347,76.5
2022-01-31 18:00:00,53.48476,74.25
