time,O3,O3_model
2022-01-27 01:00:00,44.9,55.75
2022-01-27 02:00:00,47.3,57.125
2022-01-27 03:00:00,46.4,62.125
2022-01-27 04:00:00,45.5,68.5
2022-01-27 05:00:00,47.7,70.0
2022-01-27 06:00:00,47.4,70.0
2022-01-27 07:00:00,44.3,70.0
2022-01-27 08:00:00,41.7,70.0
2022-01-27 09:00:00,36.6,70.0
2022-01-27 10:00:00,39.8,71.5
2022-01-27 11:00:00,42.8,73.5
2022-01-27 12:00:00,49.2,77.0
2022-01-27 13:00:00,55.8,80.75
2022-01-27 14:00:00,61.7,82.75
2022-01-27 15:00:00,66.7,84.25
2022-01-27 16:00:00,68.5,81.5
2022-01-27 17:00:00,67.6,79.25
2022-01-27 18:00:00,57.0,78.5
2022-01-27 19:00:00,52.1,77.75
2022-01-27 20:00:00,46.1,77.75
2022-01-27 21:00:00,49.8,78.5
2022-01-27 22:00:00,48.9,80.75
2022-01-27 23:00:00,47.4,82.25
2022-01-28 00:00:00,46.9,82.75
2022-01-28 01:00:00,47.3,68.5
2022-01-28 02:00:00,52.0,65.0
2022-01-28 03:00:00,55.8,63.625
2022-01-28 04:00:00,53.9,64.25
2022-01-28 05:00:00,57.4,65.0
2022-01-28 06:00:00,60.5,65.0
2022-01-28 07:00:00,58.7,64.25
2022-01-28 08:00:00,54.7,63.625
2022-01-28 09:00:00,46.5,63.625
2022-01-28 10:00:00,46.0,64.25
2022-01-28 11:00:00,46.9,66.5
2022-01-28 12:00:00,54.7,72.75
2022-01-28 13:00:00,61.3,85.0
2022-01-28 14:00:00,69.0,90.75
2022-01-28 15:00:00,75.0,92.75
2022-01-28 16:00:00,75.4,92.75
2022-01-28 17:00:00,73.9,91.5
2022-01-28 18:00:00,63.7,87.75
2022-01-28 19:00:00,55.0,86.5
2022-01-28 20:00:00,48.4,87.25
2022-01-28 21:00:00,48.2,87.75
2022-01-28 22:00:00,64.1,88.5
2022-01-28 23:00:00,62.2,87.75
2022-01-29 00:00:00,58.6,86.5
2022-01-29 01:00:00,57.1,78.5
2022-01-29 02:00:00,54.0,78.5
2022-01-29 03:00:00,55.7,80.0
2022-01-29 04:00:00,58.9,79.25
2022-01-29 05:00:00,65.8,73.5
2022-01-29 06:00:00,63.8,70.75
2022-01-29 07:00:00,62.2,69.25
2022-01-29 08:00:00,58.5,70.0
