time,PM25,PM25_model
2022-01-27 01:00:00,1.63,0.89062494
2022-01-27 02:00:00,0.91,1.0039061
2022-01-27 03:00:00,0.72,1.0976561
2022-01-27 04:00:00,0.61,1.2421874
2022-01-27 05:00:00,0.53,1.7382811
2022-01-27 06:00:00,1.27,2.2343748
2022-01-27 07:00:00,2.51,2.7812498
2022-01-27 08:00:00,3.0,3.2265623
2022-01-27 09:00:00,3.33,3.4765623
2022-01-27 10:00:00,4.24,3.5078123
2022-01-27 11:00:00,4.43,3.2968748
2022-01-27 12:00:00,3.63,2.9140623
2022-01-27 13:00:00,2.87,2.4609373
2022-01-27 14:00:00,2.1,2.3281248
2022-01-27 15:00:00,2.72,2.2656248
2022-01-27 16:00:00,3.42,2.3749998
2022-01-27 17:00:00,3.05,2.5624998
2022-01-27 18:00:00,9.06,2.7187498
2022-01-27 19:00:00,13.78,3.0468748
2022-01-27 20:00:00,16.92,3.4062498
2022-01-27 21:00:00,18.44,3.5937498
2022-01-27 22:00:00,17.22,3.7656248
2022-01-27 23:00:00,19.12,3.6093748
2022-01-28 00:00:00,22.63,3.0234373
2022-01-28 01:00:00,19.59,4.2499995
2022-01-28 02:00:00,13.75,3.9765623
2022-01-28 03:00:00,5.13,3.6874998
2022-01-28 04:00:00,3.31,3.3593748
2022-01-28 05:00:00,3.18,3.1484373
2022-01-28 06:00:00,2.71,3.1015623
2022-01-28 07:00:00,2.53,3.3046873
2022-01-28 08:00:00,3.24,3.5937498
2022-01-28 09:00:00,3.47,3.1874998
2022-01-28 10:00:00,3.04,2.6249998
2022-01-28 11:00:00,1.82,2.0546873
2022-01-28 12:00:00,1.36,1.7265624
2022-01-28 13:00:00,1.56,1.4453124
2022-01-28 14:00:00,1.47,1.5078124
2022-01-28 15:00:00,1.41,1.5937499
2022-01-28 16:00:00,1.85,1.7187499
2022-01-28 17:00:00,2.85,1.6484374
2022-01-28 18:00:00,4.28,1.5156249
2022-01-28 19:00:00,5.21,1.3828124
2022-01-28 20:00:00,4.73,1.2617186
2022-01-28 21:00:00,4.09,1.2187499
2022-01-28 22:00:00,3.65,1.2304686
2022-01-28 23:00:00,2.26,1.1249999
2022-01-29 00:00:00,1.79,0.95507807
2022-01-29 01:00:00,0.97,0.7714843
2022-01-29 02:00:00,1.25,0.9101562
2022-01-29 03:00:00,3.38,1.0585936
2022-01-29 04:00:00,5.26,1.2109374
2022-01-29 05:00:00,4.98,1.2109374
2022-01-29 06:00:00,4.75,1.1210936
2022-01-29 07:00:00,5.71,1.0390624
2022-01-29 08:00:00,5.07,1.0156249
2022-01-29 09:00:00,2.17,1.1640624
2022-01-29 10:00:00,2.75,1.4492186
2022-01-29 11:00:00,11.3,1.8164061
2022-01-29 12:00:00,12.14,2.0937498
2022-01-29 13:00:00,10.54,2.3749998
2022-01-29 14:00:00,8.14,2.6328123
2022-01-29 15:00:00,8.5,2.4687498
2022-01-29 16:00:00,8.06,2.1406248
2022-01-29 17:00:00,8.85,1.9218749
2022-01-29 18:00:00,13.05,1.8046874
2022-01-29 19:00:00,12.19,1.7890624
2022-01-29 20:00:00,16.38,1.8164061
2022-01-29 21:00:00,18.91,1.8007811
2022-01-29 22:00:00,18.21,1.9414061
2022-01-29 23:00:00,16.38,2.0859373
2022-01-30 00:00:00,16.09,1.9960936
2022-01-30 01:00:00,13.97,2.1718748
2022-01-30 02:00:00,12.84,2.2265623
2022-01-30 03:00:00,11.76,2.3203123
2022-01-30 04:00:00,10.19,2.3906248
2022-01-30 05:00:00,9.54,2.4296873
2022-01-30 06:00:00,9.35,2.5078123
2022-01-30 07:00:00,9.56,2.8437498
2022-01-30 08:00:00,10.2,3.1406248
2022-01-30 09:00:00,10.45,2.9765623
2022-01-30 10:00:00,7.15,2.3593748
2022-01-30 11:00:00,6.31,2.0546873
2022-01-30 12:00:00,6.33,1.9062499
2022-01-30 13:00:00,6.6,1.8593749
2022-01-30 14:00:00,6.22,2.1953123
2022-01-30 15:00:00,3.8,2.4999998
2022-01-30 16:00:00,3.29,2.1093748
2022-01-30 17:00:00,3.16,1.7617186
2022-01-30 18:00:00,3.54,1.7421874
2022-01-30 19:00:00,5.59,1.5546874
2022-01-30 20:00:00,6.55,1.4960936
2022-01-30 21:00:00,7.51,1.4570311
2022-01-30 22:00:00,7.93,1.3554686
2022-01-30 23:00:00,7.58,1.2617186
2022-01-31 00:00:00,6.61,1.2031249
2022-01-31 01:00:00,7.02,1.0429686
2022-01-31 02:00:00,6.76,0.9667968
2022-01-31 03:00:00,6.51,0.93164057
2022-01-31 04:00:00,6.14,0.9042968
2022-01-31 05:00:00,6.46,0.90039057
2022-01-31 06:00:00,6.27,0.94726557
2022-01-31 07:00:00,5.63,1.0664061
2022-01-31 08:00:00,6.02,1.1992186
2022-01-31 09:00:00,5.72,1.2617186
2022-01-31 10:00:00,6.24,1.2734374
2022-01-31 11:00:00,6.34,1.2382811
2022-01-31 12:00:00,5.21,1.2851561
2022-01-31 13:00:00,4.9,1.3437499
2022-01-31 14:00:00,6.27,1.4492186
2022-01-31 15:00:00,8.29,1.5312499
2022-01-31 16:00:00,9.06,1.6953124
2022-01-31 17:00:00,9.6,1.9062499
2022-01-31 18:00:00,9.17,2.0546873
2022-01-31 19:00:00,11.83,2.0624998
2022-01-31 20:00:00,12.46,1.9335936
2022-01-31 21:00:00,11.57,1.9218749
2022-01-31 22:00:00,9.81,2.0156248
2022-01-31 23:00:00,9.97,2.0937498
2022-02-01 00:00:00,8.98,2.1484373
2022-02-01 01:00:00,8.1,1.9609374
2022-02-01 02:00:00,8.07,2.0234373
2022-02-01 03:00:00,5.84,2.1640623
2022-02-01 04:00:00,2.8,2.4062498
2022-02-01 05:00:00,1.76,2.7109373
2022-02-01 06:00:00,1.89,2.8046873
2022-02-01 07:00:00,1.11,2.7578123
2022-02-01 08:00:00,0.98,2.6171873
2022-02-01 09:00:00,1.36,2.4453123
2022-02-01 10:00:00,1.42,2.3046873
2022-02-01 11:00:00,1.24,2.2265623
2022-02-01 12:00:00,1.31,2.2343748
2022-02-01 13:00:00,1.06,2.1328123
2022-02-01 14:00:00,1.27,2.0703123
2022-02-01 15:00:00,1.18,2.0859373
2022-02-01 16:00:00,1.76,2.0312498
2022-02-01 17:00:00,2.72,1.9218749
2022-02-01 18:00:00,3.09,1.8398436
2022-02-01 19:00:00,4.07,1.8203124
2022-02-01 20:00:00,4.93,1.7109374
2022-02-01 21:00:00,4.93,1.5195311
2022-02-01 22:00:00,3.91,1.4023436
2022-02-01 23:00:00,3.27,1.4296874
2022-02-02 00:00:00,2.28,1.4492186
2022-02-02 01:00:00,1.87,1.6289061
2022-02-02 02:00:00,1.42,1.8437499
2022-02-02 03:00:00,2.01,2.1796873
2022-02-02 04:00:00,3.27,2.3359373
2022-02-02 05:00:00,3.11,2.4687498
2022-02-02 06:00:00,4.52,2.5468748
2022-02-02 07:00:00,5.69,2.7031248
2022-02-02 08:00:00,6.91,2.8906248
2022-02-02 09:00:00,8.43,3.0312498
2022-02-02 10:00:00,9.3,3.0781248
2022-02-02 11:00:00,8.23,2.9999998
2022-02-02 12:00:00,7.36,2.8828123
2022-02-02 13:00:00,6.26,2.6328123
2022-02-02 14:00:00,5.1,2.6328123
2022-02-02 15:00:00,6.55,2.7265623
2022-02-02 16:00:00,5.85,2.7734373
2022-02-02 17:00:00,7.1,2.5937498
2022-02-02 18:00:00,7.81,2.3437498
2022-02-02 19:00:00,7.05,2.2265623
2022-02-02 20:00:00,6.38,2.0859373
2022-02-02 21:00:00,7.06,1.8515624
2022-02-02 22:00:00,7.32,1.6210936
2022-02-02 23:00:00,4.01,1.3554686
2022-02-03 00:00:00,4.04,1.1249999
2022-02-03 01:00:00,4.85,1.3867186
2022-02-03 02:00:00,5.1,1.2929686
2022-02-03 03:00:00,4.61,1.3671874
2022-02-03 04:00:00,3.23,1.5273436
2022-02-03 05:00:00,2.3,1.6054686
2022-02-03 06:00:00,1.56,1.5703124
2022-02-03 07:00:00,1.5,1.5937499
2022-02-03 08:00:00,1.92,1.5976561
2022-02-03 09:00:00,1.78,1.5703124
2022-02-03 10:00:00,2.01,1.4374999
2022-02-03 11:00:00,2.46,1.2695311
2022-02-03 12:00:00,2.4,1.1015624
2022-02-03 13:00:00,2.55,0.84570307
2022-02-03 14:00:00,2.23,0.6621093
2022-02-03 15:00:00,2.49,0.55468744
2022-02-03 16:00:00,4.44,0.52539057
2022-02-03 17:00:00,7.19,0.5429687
2022-02-03 18:00:00,7.42,0.70507807
2022-02-03 19:00:00,7.34,1.0351561
2022-02-03 20:00:00,8.51,1.2382811
2022-02-03 21:00:00,4.14,1.3398436
2022-02-03 22:00:00,3.65,1.3320311
2022-02-03 23:00:00,3.86,0.8398437
2022-02-04 00:00:00,3.89,0.50195307
2022-02-04 01:00:00,4.12,0.50195307
2022-02-04 02:00:00,5.19,0.62499994
2022-02-04 03:00:00,5.46,0.75195307
2022-02-04 04:00:00,5.14,0.84570307
2022-02-04 05:00:00,4.73,0.84374994
2022-02-04 06:00:00,4.44,0.8242187
2022-02-04 07:00:00,4.39,0.9121093
2022-02-04 08:00:00,3.76,0.9667968
2022-02-04 09:00:00,3.16,0.9492187
2022-02-04 10:00:00,3.24,0.88476557
2022-02-04 11:00:00,3.83,0.8496093
2022-02-04 12:00:00,3.36,0.86718744
2022-02-04 13:00:00,3.13,0.8398437
2022-02-04 14:00:00,2.64,0.7851562
2022-02-04 15:00:00,1.95,0.67187494
2022-02-04 16:00:00,2.27,0.63476557
2022-02-04 17:00:00,3.68,0.71093744
2022-02-04 18:00:00,6.11,0.81445307
2022-02-04 19:00:00,8.68,0.9414062
2022-02-04 20:00:00,12.74,1.0468749
2022-02-04 21:00:00,11.08,1.0898436
2022-02-04 22:00:00,11.39,1.1132811
2022-02-04 23:00:00,8.38,1.0859374
2022-02-05 00:00:00,6.79,0.9980468
2022-02-05 01:00:00,5.38,1.1249999
2022-02-05 02:00:00,4.43,0.95507807
2022-02-05 03:00:00,4.25,0.8945312
2022-02-05 04:00:00,4.26,0.93164057
2022-02-05 05:00:00,4.01,1.0468749
2022-02-05 06:00:00,3.99,1.0507811
2022-02-05 07:00:00,3.56,1.1328124
2022-02-05 08:00:00,2.99,1.3281249
2022-02-05 09:00:00,3.17,1.6992186
2022-02-05 10:00:00,4.05,2.0624998
2022-02-05 11:00:00,5.86,1.9023436
2022-02-05 12:00:00,6.41,1.5703124
2022-02-05 13:00:00,6.04,1.4765624
2022-02-05 14:00:00,5.1,1.4179686
2022-02-05 15:00:00,4.6,1.4062499
2022-02-05 16:00:00,5.16,1.4453124
2022-02-05 17:00:00,4.93,1.4804686
2022-02-05 18:00:00,6.53,1.5976561
2022-02-05 19:00:00,6.66,1.7031249
2022-02-05 20:00:00,4.95,1.8632811
2022-02-05 21:00:00,4.35,1.7343749
2022-02-05 22:00:00,2.99,1.2617186
2022-02-05 23:00:00,2.5,0.96289057
2022-02-06 00:00:00,2.39,0.7949218
2022-02-06 01:00:00,2.02,1.4335936
2022-02-06 02:00:00,1.76,1.3632811
2022-02-06 03:00:00,0.88,1.1757811
2022-02-06 04:00:00,1.11,0.8867187
2022-02-06 05:00:00,1.84,0.6835937
2022-02-06 06:00:00,1.82,0.6523437
2022-02-06 07:00:00,3.03,0.7851562
2022-02-06 08:00:00,3.23,1.0429686
2022-02-06 09:00:00,3.34,1.2499999
2022-02-06 10:00:00,3.95,1.3867186
2022-02-06 11:00:00,5.1,1.4023436
2022-02-06 12:00:00,4.02,1.4921874
2022-02-06 13:00:00,3.33,1.4687499
2022-02-06 14:00:00,4.23,1.3710936
2022-02-06 15:00:00,4.85,1.2148436
2022-02-06 16:00:00,6.82,1.1328124
2022-02-06 17:00:00,8.46,1.2812499
2022-02-06 18:00:00,10.41,1.6484374
2022-02-06 19:00:00,11.81,1.9335936
2022-02-06 20:00:00,13.25,2.0390623
2022-02-06 21:00:00,13.32,2.1015623
2022-02-06 22:00:00,11.82,2.2890623
2022-02-06 23:00:00,11.07,2.4609373
2022-02-07 00:00:00,8.91,2.4999998
2022-02-07 01:00:00,8.29,1.8593749
2022-02-07 02:00:00,7.53,1.8124999
2022-02-07 03:00:00,7.11,1.7578124
2022-02-07 04:00:00,6.87,1.7382811
2022-02-07 05:00:00,6.24,1.7421874
2022-02-07 06:00:00,6.94,1.8046874
2022-02-07 07:00:00,5.95,2.1171873
2022-02-07 08:00:00,1.78,2.2421873
2022-02-07 09:00:00,0.76,1.9492186
2022-02-07 10:00:00,0.74,2.0312498
2022-02-07 11:00:00,0.89,2.7187498
2022-02-07 12:00:00,1.45,3.0312498
2022-02-07 13:00:00,2.83,2.3046873
2022-02-07 14:00:00,2.2,1.9843749
2022-02-07 15:00:00,4.69,1.6757811
2022-02-07 16:00:00,5.5,1.3359374
2022-02-07 17:00:00,5.74,1.2187499
2022-02-07 18:00:00,5.81,1.2929686
2022-02-07 19:00:00,5.83,1.4296874
2022-02-07 20:00:00,6.07,1.6132811
2022-02-07 21:00:00,5.96,1.7968749
2022-02-07 22:00:00,6.11,1.9999999
2022-02-07 23:00:00,4.12,2.1328123
2022-02-08 00:00:00,3.16,2.1562498
2022-02-08 01:00:00,3.51,1.9648436
2022-02-08 02:00:00,2.6,1.9140624
2022-02-08 03:00:00,2.01,1.8203124
2022-02-08 04:00:00,2.07,1.9023436
2022-02-08 05:00:00,3.12,2.0468748
2022-02-08 06:00:00,2.35,2.2656248
2022-02-08 07:00:00,1.94,2.4609373
2022-02-08 08:00:00,1.36,2.5624998
2022-02-08 09:00:00,0.8,2.6328123
2022-02-08 10:00:00,0.85,2.5703123
2022-02-08 11:00:00,0.72,2.4374998
2022-02-08 12:00:00,0.8,2.3203123
2022-02-08 13:00:00,,2.2421873
2022-02-08 14:00:00,1.39,2.1953123
2022-02-08 15:00:00,1.4,2.1718748
2022-02-08 16:00:00,2.46,2.2187498
2022-02-08 17:00:00,3.56,2.2578123
2022-02-08 18:00:00,5.61,2.2890623
2022-02-08 19:00:00,6.02,2.3593748
2022-02-08 20:00:00,8.22,2.3359373
2022-02-08 21:00:00,5.98,2.2031248
2022-02-08 22:00:00,4.63,1.9609374
2022-02-08 23:00:00,2.31,1.5507811
2022-02-09 00:00:00,1.02,1.0078124
2022-02-09 01:00:00,0.92,0.9121093
2022-02-09 02:00:00,0.94,0.9042968
2022-02-09 03:00:00,1.79,0.9277343
2022-02-09 04:00:00,2.39,0.99218744
2022-02-09 05:00:00,3.29,1.1132811
2022-02-09 06:00:00,4.1,1.2539061
2022-02-09 07:00:00,3.66,1.4140624
2022-02-09 08:00:00,3.55,1.5312499
2022-02-09 09:00:00,4.82,1.5937499
2022-02-09 10:00:00,5.41,1.6132811
2022-02-09 11:00:00,4.76,1.4999999
2022-02-09 12:00:00,4.97,1.3007811
2022-02-09 13:00:00,5.33,0.93164057
2022-02-09 14:00:00,5.36,0.70312494
2022-02-09 15:00:00,4.12,0.57812494
2022-02-09 16:00:00,4.52,0.54882807
2022-02-09 17:00:00,6.23,0.6054687
2022-02-09 18:00:00,10.52,0.74414057
2022-02-09 19:00:00,9.33,0.88281244
