time,PM25,PM25_model
2022-01-27 01:00:00,28.0,17.625
2022-01-27 02:00:00,24.0,16.9375
2022-01-27 03:00:00,24.0,16.4375
2022-01-27 04:00:00,23.0,15.84375
2022-01-27 05:00:00,24.0,15.5625
2022-01-27 06:00:00,22.0,16.75
2022-01-27 07:00:00,22.0,18.75
2022-01-27 08:00:00,25.0,20.6875
2022-01-27 09:00:00,24.0,22.375
2022-01-27 10:00:00,29.0,24.375
2022-01-27 11:00:00,34.0,29.125
2022-01-27 12:00:00,36.0,36.0
2022-01-27 13:00:00,38.0,25.9375
2022-01-27 14:00:00,34.0,23.125
2022-01-27 15:00:00,26.0,19.3125
2022-01-27 16:00:00,26.0,16.6875
2022-01-27 17:00:00,20.0,17.3125
2022-01-27 18:00:00,14.0,19.5
2022-01-27 19:00:00,12.0,21.9375
2022-01-27 20:00:00,10.0,22.125
2022-01-27 21:00:00,13.0,20.5
2022-01-27 22:00:00,10.0,18.25
2022-01-27 23:00:00,12.0,14.09375
2022-01-28 00:00:00,15.0,9.96875
2022-01-28 01:00:00,18.0,13.875
2022-01-28 02:00:00,18.0,14.6875
2022-01-28 03:00:00,20.0,15.65625
2022-01-28 04:00:00,21.0,15.6875
2022-01-28 05:00:00,23.0,14.9375
2022-01-28 06:00:00,20.0,14.84375
2022-01-28 07:00:00,22.0,15.21875
2022-01-28 08:00:00,22.0,15.03125
2022-01-28 09:00:00,17.0,13.78125
2022-01-28 10:00:00,14.0,10.65625
2022-01-28 11:00:00,12.0,9.6875
2022-01-28 12:00:00,9.0,8.5
2022-01-28 13:00:00,13.0,5.59375
2022-01-28 14:00:00,15.0,3.484375
2022-01-28 15:00:00,12.0,2.40625
2022-01-28 16:00:00,10.0,2.15625
2022-01-28 17:00:00,8.0,2.65625
2022-01-28 18:00:00,10.0,3.421875
2022-01-28 19:00:00,11.0,6.875
2022-01-28 20:00:00,7.0,12.28125
2022-01-28 21:00:00,8.0,15.3125
2022-01-28 22:00:00,11.0,15.125
2022-01-28 23:00:00,14.0,13.78125
2022-01-29 00:00:00,15.0,12.90625
2022-01-29 01:00:00,14.0,11.09375
2022-01-29 02:00:00,12.0,10.28125
2022-01-29 03:00:00,15.0,8.90625
2022-01-29 04:00:00,18.0,6.515625
2022-01-29 05:00:00,15.0,6.859375
2022-01-29 06:00:00,15.0,8.0
2022-01-29 07:00:00,18.0,9.46875
2022-01-29 08:00:00,17.0,10.03125
2022-01-29 09:00:00,16.0,9.59375
2022-01-29 10:00:00,19.0,8.8125
2022-01-29 11:00:00,19.0,8.59375
2022-01-29 12:00:00,20.0,9.375
2022-01-29 13:00:00,20.0,7.5625
2022-01-29 14:00:00,19.0,8.375
2022-01-29 15:00:00,22.0,9.15625
2022-01-29 16:00:00,24.0,10.53125
2022-01-29 17:00:00,23.0,13.375
2022-01-29 18:00:00,22.0,17.5
2022-01-29 19:00:00,25.0,21.8125
2022-01-29 20:00:00,28.0,24.5625
2022-01-29 21:00:00,31.0,25.875
2022-01-29 22:00:00,32.0,25.0
2022-01-29 23:00:00,32.0,22.9375
2022-01-30 00:00:00,34.0,21.6875
2022-01-30 01:00:00,34.0,15.5625
2022-01-30 02:00:00,32.0,15.40625
2022-01-30 03:00:00,32.0,15.84375
2022-01-30 04:00:00,31.0,16.0
2022-01-30 05:00:00,24.0,16.1875
2022-01-30 06:00:00,23.0,17.3125
2022-01-30 07:00:00,21.0,19.125
2022-01-30 08:00:00,21.0,20.625
2022-01-30 09:00:00,26.0,21.0
2022-01-30 10:00:00,30.0,19.625
2022-01-30 11:00:00,29.0,17.8125
2022-01-30 12:00:00,28.0,14.8125
2022-01-30 13:00:00,28.0,5.453125
2022-01-30 14:00:00,27.0,3.515625
2022-01-30 15:00:00,29.0,2.4765625
2022-01-30 16:00:00,26.0,2.578125
2022-01-30 17:00:00,25.0,3.6171875
2022-01-30 18:00:00,22.0,5.078125
2022-01-30 19:00:00,23.0,6.21875
2022-01-30 20:00:00,23.0,6.046875
2022-01-30 21:00:00,21.0,4.796875
2022-01-30 22:00:00,20.0,3.421875
2022-01-30 23:00:00,14.0,3.046875
2022-01-31 00:00:00,10.0,3.15625
2022-01-31 01:00:00,5.0,11.96875
2022-01-31 02:00:00,3.0,11.5625
2022-01-31 03:00:00,6.0,11.09375
2022-01-31 04:00:00,6.0,7.75
2022-01-31 05:00:00,6.0,6.359375
2022-01-31 06:00:00,5.0,5.765625
2022-01-31 07:00:00,2.0,5.59375
2022-01-31 08:00:00,7.0,4.578125
2022-01-31 09:00:00,10.0,2.9765625
2022-01-31 10:00:00,11.0,1.46875
2022-01-31 11:00:00,10.0,1.21875
2022-01-31 12:00:00,5.0,1.0546875
2022-01-31 13:00:00,4.0,0.6425781
2022-01-31 14:00:00,2.0,0.59765625
2022-01-31 15:00:00,3.0,0.7558594
2022-01-31 16:00:00,3.0,0.9199219
2022-01-31 17:00:00,8.0,0.9375
2022-01-31 18:00:00,5.0,1.1875
2022-01-31 19:00:00,3.0,1.9804688
2022-01-31 20:00:00,6.0,2.3671875
2022-01-31 21:00:00,5.0,1.9375
2022-01-31 22:00:00,9.0,1.5585938
2022-01-31 23:00:00,7.0,1.4101562
2022-02-01 00:00:00,7.0,1.4414062
2022-02-01 01:00:00,6.0,1.3007812
2022-02-01 02:00:00,5.0,1.2109375
2022-02-01 03:00:00,7.0,1.0507812
2022-02-01 04:00:00,5.0,0.921875
2022-02-01 05:00:00,5.0,0.9472656
2022-02-01 06:00:00,4.0,1.1953125
2022-02-01 07:00:00,4.0,1.4492188
2022-02-01 08:00:00,3.0,1.4765625
2022-02-01 09:00:00,6.0,1.4023438
2022-02-01 10:00:00,5.0,1.3046875
