,SO2,NO2,CO,O3,PM10,PM2.5,CO_model,NO2_model,SO2_model,O3_model,PM2.5_model,PM10_model
2021-10-18 13:00:00,1.0,17.2,210.0,47.3,6.9,1.0,313.9999694824219,5.406249523162842,2.742187261581421,60.12499618530274,1.4765623807907104,2.328124761581421
2021-10-18 14:00:00,0.7,13.3,190.0,49.8,6.9,1.0,330.9999694824219,8.249999046325684,3.3124997615814213,54.37499618530274,2.289062261581421,3.5468747615814213
2021-10-18 15:00:00,0.8,16.8,200.0,48.6,8.9,2.0,350.9999694824219,10.906249046325684,3.757812261581421,49.37499618530274,3.1874997615814213,4.906249523162842
2021-10-18 16:00:00,1.0,21.3,210.0,45.6,10.9,3.0,393.9999694824219,12.687499046325685,4.359374523162842,45.49999618530274,5.187499523162842,7.734374523162843
2021-10-18 17:00:00,0.7,29.3,270.0,39.1,10.9,3.0,447.9999694824219,14.062499046325685,4.828124523162842,41.874996185302734,7.937499523162843,11.593749046325685
2021-10-18 18:00:00,0.7,26.0,250.0,39.2,14.9,4.0,480.9999694824219,14.406249046325685,5.140624523162842,40.499996185302734,9.374999046325684,13.562499046325685
2021-10-18 19:00:00,0.6,24.8,230.0,40.7,18.8,5.0,507.9999694824219,15.937499046325685,5.609374523162842,38.999996185302734,11.062499046325684,15.749999046325685
2021-10-18 20:00:00,0.6,18.7,210.0,45.0,18.8,5.0,527.9999389648439,17.687498092651367,6.031249523162843,36.499996185302734,11.812499046325685,16.624998092651367
2021-10-18 21:00:00,0.5,14.0,210.0,48.6,15.4,4.0,473.9999694824219,17.687498092651367,6.265624523162843,36.124996185302734,8.937499046325684,12.499999046325685
2021-10-18 22:00:00,0.7,12.0,190.0,50.5,11.9,3.0,440.9999694824219,18.187498092651367,7.874999523162843,35.12499618530273,7.359374523162843,10.343749046325684
2021-10-18 23:00:00,0.5,4.6,170.0,56.7,11.9,3.0,453.9999694824219,20.937498092651367,11.343749046325685,31.87499809265137,8.562499046325684,11.874999046325685
2021-10-19 00:00:00,0.4,3.4,160.0,57.7,10.9,2.0,494.9999694824219,25.37499809265137,14.812499046325685,26.49999809265137,11.312499046325685,15.499999046325685
2021-10-19 01:00:00,0.5,2.8,160.0,59.0,9.9,1.0,330.9999694824219,8.156249046325684,3.5468747615814213,50.12499618530274,1.9062498807907104,2.8515622615814213
2021-10-19 02:00:00,0.5,0.9,150.0,61.5,9.9,1.0,353.9999694824219,9.343749046325684,3.5468747615814213,46.49999618530274,2.9921872615814213,4.453124523162842
2021-10-19 03:00:00,0.3,0.9,160.0,60.0,7.4,2.5,390.9999694824219,11.312499046325685,4.593749523162842,42.624996185302734,4.749999523162842,7.031249523162843
2021-10-19 04:00:00,0.5,0.6,150.0,61.5,5.0,4.0,521.9999389648439,18.374998092651367,7.874999523162843,34.37499618530273,11.406249046325685,16.312498092651367
2021-10-19 05:00:00,0.6,2.8,150.0,63.3,5.0,4.0,681.9999389648438,29.49999809265137,10.156249046325684,22.187498092651367,20.374998092651367,28.68749809265137
2021-10-19 06:00:00,0.4,3.2,160.0,63.1,4.0,3.0,795.9999389648438,37.749996185302734,11.343749046325685,12.718749046325685,26.93749809265137,38.124996185302734
2021-10-19 07:00:00,0.4,8.2,200.0,59.5,3.0,2.0,867.9999389648438,38.499996185302734,9.906249046325684,9.124999046325684,31.31249809265137,44.624996185302734
2021-10-19 08:00:00,0.8,24.3,220.0,46.9,3.0,2.0,881.9999389648438,34.37499618530273,9.437499046325684,10.937499046325684,33.12499618530273,47.37499618530274
2021-10-19 09:00:00,0.7,36.3,240.0,35.6,6.0,3.0,835.9999389648438,30.56249809265137,10.374999046325684,14.499999046325685,30.68749809265137,43.999996185302734
2021-10-19 10:00:00,1.0,34.4,240.0,37.9,8.9,4.0,407.9999694824219,14.593749046325685,7.874999523162843,47.99999618530274,6.234374523162843,9.499999046325684
2021-10-19 11:00:00,1.0,30.0,230.0,42.2,8.9,4.0,347.9999694824219,9.343749046325684,5.249999523162842,54.37499618530274,3.2343747615814213,5.624999523162842
2021-10-19 12:00:00,1.3,29.5,250.0,42.2,15.4,4.0,323.9999694824219,6.859374523162843,4.062499523162842,57.24999618530274,2.007812261581421,4.359374523162842
2021-10-19 13:00:00,0.9,27.0,220.0,48.2,21.8,4.0,313.9999694824219,6.687499523162843,3.4609372615814213,55.87499618530274,1.6132811307907104,3.882812261581421
2021-10-19 14:00:00,0.9,24.2,230.0,50.4,21.8,4.0,313.9999694824219,6.953124523162843,3.1953122615814213,53.74999618530274,1.5937498807907104,3.749999761581421
2021-10-19 15:00:00,0.7,23.7,200.0,50.9,19.3,5.0,313.9999694824219,6.687499523162843,2.773437261581421,52.24999618530274,1.6210936307907104,3.640624761581421
2021-10-19 16:00:00,1.3,42.2,260.0,37.1,16.9,6.0,313.9999694824219,5.749999523162843,2.414062261581421,51.49999618530274,1.7304686307907104,3.812499761581421
2021-10-19 17:00:00,1.2,54.5,300.0,23.3,16.9,6.0,310.9999694824219,4.374999523162842,1.9999998807907104,52.24999618530274,1.5390623807907104,3.5624997615814213
2021-10-19 18:00:00,0.9,60.3,280.0,15.8,20.3,5.5,303.9999694824219,3.5624997615814213,1.6406248807907104,53.74999618530274,1.3085936307907104,3.0624997615814213
2021-10-19 19:00:00,0.9,53.7,260.0,18.0,23.8,5.0,300.9999694824219,3.3906247615814213,1.3124998807907104,54.37499618530274,1.2304686307907104,2.406249761581421
2021-10-19 20:00:00,0.4,33.0,220.0,32.3,23.8,5.0,297.9999694824219,3.3906247615814213,1.1484373807907104,55.12499618530274,1.1406248807907104,1.8945311307907104
2021-10-19 21:00:00,0.3,11.5,180.0,46.9,19.3,5.0,290.9999694824219,3.1328122615814213,1.0156248807907104,56.62499618530274,0.9804686903953552,1.3945311307907104
2021-10-19 22:00:00,0.3,5.5,170.0,51.6,14.9,5.0,283.9999694824219,2.8281247615814213,0.9687499403953552,57.99999618530274,1.0234373807907104,1.2851561307907104
2021-10-19 23:00:00,0.2,3.2,150.0,53.1,14.9,5.0,283.9999694824219,2.8281247615814213,1.0898436307907104,57.24999618530274,1.4414061307907104,1.6718748807907104
2021-10-20 00:00:00,0.6,1.8,150.0,54.0,8.9,3.5,283.9999694824219,3.3437497615814213,1.2382811307907104,53.74999618530274,2.414062261581421,2.632812261581421
2021-10-20 01:00:00,0.3,0.9,150.0,54.4,3.0,2.0,290.9999694824219,2.617187261581421,1.4023436307907104,57.99999618530274,0.8007811903953552,1.0820311307907104
2021-10-20 02:00:00,0.4,1.2,150.0,52.2,3.0,2.0,287.9999694824219,2.234374761581421,1.1328123807907104,61.62499618530274,0.7187499403953552,0.9433593153953552
2021-10-20 03:00:00,0.3,1.1,150.0,53.0,3.0,1.0,290.9999694824219,2.296874761581421,0.9550780653953552,60.87499618530274,0.6914061903953552,0.9238280653953552
2021-10-20 04:00:00,0.3,0.5,150.0,51.7,3.0,0.0,297.9999694824219,3.3046872615814213,1.0312498807907104,57.24999618530274,1.0468748807907104,1.5429686307907104
2021-10-20 05:00:00,0.2,0.8,150.0,50.6,3.0,0.0,297.9999694824219,3.3906247615814213,1.0585936307907104,55.12499618530274,1.1484373807907104,1.8593748807907104
2021-10-20 06:00:00,0.3,1.1,150.0,49.5,3.0,0.5,297.9999694824219,3.2187497615814213,1.1640623807907104,54.37499618530274,1.3515623807907104,2.140624761581421
2021-10-20 07:00:00,0.2,2.0,150.0,46.8,3.0,2.0,297.9999694824219,3.3046872615814213,1.2968748807907104,52.99999618530274,1.5742186307907104,2.382812261581421
2021-10-20 08:00:00,0.3,6.6,170.0,41.7,3.0,2.0,300.9999694824219,3.773437261581421,1.4765623807907104,50.87499618530274,1.8476561307907104,2.632812261581421
2021-10-20 09:00:00,0.4,10.7,170.0,36.8,3.0,2.5,303.9999694824219,4.593749523162842,1.6718748807907104,47.99999618530274,2.249999761581421,2.9999997615814213
2021-10-20 10:00:00,0.4,10.0,180.0,34.9,3.0,3.0,300.9999694824219,4.499999523162842,1.6718748807907104,46.49999618530274,2.726562261581421,3.2890622615814213
2021-10-20 11:00:00,0.7,11.0,180.0,31.9,3.0,3.0,297.9999694824219,4.468749523162842,1.6406248807907104,43.374996185302734,3.4374997615814213,3.921874761581421
2021-10-20 12:00:00,0.4,10.9,190.0,29.3,2.5,2.5,300.9999694824219,5.015624523162842,1.5078123807907104,38.624996185302734,4.328124523162842,4.734374523162842
2021-10-20 13:00:00,0.5,10.9,200.0,27.3,2.0,2.0,300.9999694824219,5.828124523162843,1.2851561307907104,31.49999809265137,4.499999523162842,4.874999523162842
2021-10-20 14:00:00,0.7,17.5,230.0,19.1,2.0,2.0,283.9999694824219,6.781249523162843,1.0585936307907104,25.06249809265137,3.5859372615814213,3.898437261581421
2021-10-20 15:00:00,0.9,22.4,250.0,14.0,2.5,2.0,273.99996948242193,7.546874523162843,0.9687499403953552,23.99999809265137,2.499999761581421,2.796874761581421
2021-10-20 16:00:00,1.2,29.4,250.0,10.0,3.0,2.0,277.99996948242193,8.249999046325684,1.0468748807907104,25.74999809265137,2.390624761581421,2.734374761581421
2021-10-20 17:00:00,0.9,26.5,210.0,15.3,3.0,2.0,273.99996948242193,7.468749523162843,0.9687499403953552,32.62499618530273,2.171874761581421,2.554687261581421
2021-10-20 18:00:00,0.6,23.1,230.0,18.5,3.5,2.5,267.99996948242193,5.578124523162842,0.8359374403953552,40.124996185302734,1.5898436307907104,1.9374998807907104
2021-10-20 19:00:00,0.7,17.9,270.0,18.8,4.0,3.0,257.99996948242193,4.031249523162842,0.7753905653953552,48.74999618530274,1.2460936307907104,1.6328123807907104
2021-10-20 20:00:00,0.7,10.6,210.0,25.0,4.0,3.0,253.9999847412109,3.3906247615814213,0.7617186903953552,53.74999618530274,1.5781248807907104,2.015624761581421
2021-10-20 21:00:00,0.6,10.1,210.0,28.4,3.0,2.5,247.4999847412109,2.9999997615814213,0.7539061903953552,55.87499618530274,2.593749761581421,3.0937497615814213
2021-10-20 22:00:00,0.4,10.1,190.0,33.2,2.0,2.0,243.9999847412109,2.789062261581421,0.8046874403953552,55.12499618530274,3.3437497615814213,3.804687261581421
2021-10-20 23:00:00,0.5,6.8,170.0,39.8,2.0,2.0,247.4999847412109,2.789062261581421,0.8867186903953552,54.37499618530274,3.5312497615814213,3.968749761581421
2021-10-21 00:00:00,0.5,5.0,150.0,45.3,1.0,0.5,247.4999847412109,2.8281247615814213,0.9550780653953552,54.37499618530274,3.4765622615814213,3.898437261581421
2021-10-21 01:00:00,0.5,3.5,130.0,54.2,0.0,-1.0,230.4999847412109,1.9296873807907104,0.8124999403953552,59.37499618530274,2.335937261581421,2.8749997615814213
2021-10-21 02:00:00,0.6,2.2,130.0,56.8,0.0,-1.0,230.4999847412109,1.8867186307907104,0.8496093153953552,62.24999618530274,2.601562261581421,3.4374997615814213
2021-10-21 03:00:00,0.6,1.9,130.0,55.9,0.0,-1.0,233.9999847412109,2.062499761581421,0.9179686903953552,62.24999618530274,2.789062261581421,3.6015622615814213
2021-10-21 04:00:00,0.5,2.3,130.0,56.4,0.0,-1.0,240.4999847412109,2.593749761581421,1.0898436307907104,59.37499618530274,3.1953122615814213,3.835937261581421
2021-10-21 05:00:00,0.5,1.9,130.0,56.0,0.0,-1.0,243.9999847412109,3.2578122615814213,1.2851561307907104,55.12499618530274,2.789062261581421,3.3515622615814213
2021-10-21 06:00:00,0.4,1.9,130.0,54.4,1.0,1.0,247.4999847412109,3.4296872615814213,1.3593748807907104,51.49999618530274,2.414062261581421,2.9374997615814213
2021-10-21 07:00:00,0.5,4.2,130.0,54.0,2.0,3.0,247.4999847412109,3.2187497615814213,1.2851561307907104,50.12499618530274,1.8828123807907104,2.328124761581421
2021-10-21 08:00:00,0.4,8.9,150.0,53.5,2.0,3.0,247.4999847412109,3.2187497615814213,1.2539061307907104,47.24999618530274,1.5976561307907104,1.9726561307907104
2021-10-21 09:00:00,0.7,15.3,160.0,49.5,4.0,3.5,250.4999847412109,3.5624997615814213,1.2695311307907104,44.749996185302734,1.4609373807907104,1.7929686307907104
2021-10-21 10:00:00,0.6,13.0,150.0,52.9,6.0,4.0,250.4999847412109,3.906249761581421,1.1328123807907104,41.499996185302734,1.0546873807907104,1.3398436307907104
2021-10-21 11:00:00,0.7,11.6,150.0,56.3,6.0,4.0,253.9999847412109,3.906249761581421,1.0468748807907104,40.874996185302734,0.8730468153953552,1.1249998807907104
2021-10-21 12:00:00,0.7,8.8,150.0,62.3,6.9,3.0,253.9999847412109,4.078124523162842,1.0585936307907104,40.874996185302734,0.6992186903953552,0.9218749403953552
2021-10-21 13:00:00,0.6,11.2,150.0,58.5,7.9,2.0,253.9999847412109,4.499999523162842,1.2226561307907104,40.874996185302734,0.7382811903953552,1.0078123807907104
2021-10-21 14:00:00,0.5,17.4,160.0,50.5,7.9,2.0,260.99996948242193,5.578124523162842,1.6249998807907104,39.749996185302734,1.0039061307907104,1.4179686307907104
2021-10-21 15:00:00,0.8,25.0,160.0,43.8,9.9,4.0,280.99996948242193,7.296874523162843,2.242187261581421,37.999996185302734,1.4765623807907104,2.078124761581421
2021-10-21 16:00:00,0.5,26.9,160.0,50.5,11.9,6.0,303.9999694824219,8.156249046325684,2.8359372615814213,37.999996185302734,2.109374761581421,2.9765622615814213
2021-10-21 17:00:00,0.7,20.2,160.0,56.0,11.9,6.0,317.9999694824219,7.890624523162843,3.1953122615814213,42.999996185302734,2.312499761581421,3.2968747615814213
2021-10-21 18:00:00,0.6,25.2,190.0,43.1,12.9,5.0,317.9999694824219,7.640624523162843,3.5781247615814213,50.12499618530274,1.9374998807907104,2.718749761581421
2021-10-21 19:00:00,0.6,23.4,180.0,36.5,13.9,4.0,317.9999694824219,7.546874523162843,3.640624761581421,52.99999618530274,1.6679686307907104,2.289062261581421
2021-10-21 20:00:00,0.5,10.2,190.0,56.5,13.9,4.0,310.9999694824219,6.859374523162843,3.3124997615814213,50.87499618530274,1.2851561307907104,1.7421873807907104
2021-10-21 21:00:00,0.6,7.2,190.0,64.3,11.4,3.5,297.9999694824219,6.343749523162843,3.0156247615814213,49.37499618530274,0.7304686903953552,0.9570311903953552
2021-10-21 22:00:00,0.6,3.5,160.0,69.5,8.9,3.0,293.9999694824219,5.406249523162842,2.656249761581421,52.99999618530274,0.5175780653953552,0.6894530653953552
2021-10-21 23:00:00,0.5,1.4,140.0,78.5,8.9,3.0,290.9999694824219,4.468749523162842,2.359374761581421,57.24999618530274,0.5019530653953552,0.6601561903953552
2021-10-22 00:00:00,0.4,1.7,140.0,78.6,6.4,2.5,287.9999694824219,3.5156247615814213,1.9687498807907104,59.37499618530274,0.5019530653953552,0.6503905653953552
2021-10-22 01:00:00,0.6,1.3,130.0,81.6,4.0,2.0,267.99996948242193,3.734374761581421,1.5820311307907104,43.749996185302734,0.7519530653953552,0.9999999403953552
2021-10-22 02:00:00,0.5,0.4,130.0,79.9,4.0,2.0,270.99996948242193,3.3046872615814213,1.5078123807907104,46.49999618530274,0.6992186903953552,0.9648436903953552
2021-10-22 03:00:00,0.3,0.4,140.0,68.6,3.0,1.5,273.99996948242193,2.9140622615814213,1.5078123807907104,52.24999618530274,0.7558593153953552,1.1249998807907104
2021-10-22 04:00:00,0.5,0.2,140.0,72.4,2.0,1.0,287.9999694824219,3.5156247615814213,1.7460936307907104,55.87499618530274,1.1562498807907104,1.9179686307907104
2021-10-22 05:00:00,0.5,0.8,140.0,73.7,2.0,1.0,290.9999694824219,4.671874523162842,1.8945311307907104,53.74999618530274,1.5195311307907104,2.609374761581421
2021-10-22 06:00:00,0.5,1.6,140.0,59.3,1.5,2.0,293.9999694824219,5.656249523162843,2.093749761581421,46.49999618530274,1.8867186307907104,3.0156247615814213
2021-10-22 07:00:00,0.6,2.5,150.0,60.7,1.0,3.0,293.9999694824219,5.281249523162842,2.117187261581421,45.12499618530274,1.9023436307907104,3.0078122615814213
2021-10-22 08:00:00,0.4,5.2,150.0,59.3,1.0,3.0,290.9999694824219,4.593749523162842,2.062499761581421,46.49999618530274,1.7578123807907104,2.734374761581421
2021-10-22 09:00:00,0.4,9.9,160.0,58.2,2.5,2.5,287.9999694824219,3.906249761581421,1.8203123807907104,47.99999618530274,1.5703123807907104,2.374999761581421
2021-10-22 10:00:00,0.5,7.7,160.0,63.3,4.0,2.0,287.9999694824219,3.3046872615814213,1.4921873807907104,50.87499618530274,1.2265623807907104,1.8867186307907104
2021-10-22 11:00:00,0.2,7.1,160.0,65.3,4.0,2.0,287.9999694824219,3.3437497615814213,1.4179686307907104,53.74999618530274,1.0195311307907104,1.6523436307907104
2021-10-22 12:00:00,0.3,6.9,160.0,65.0,6.0,0.0,280.99996948242193,3.4296872615814213,1.3437498807907104,57.24999618530274,0.8730468153953552,1.4882811307907104
2021-10-22 13:00:00,0.3,7.8,160.0,63.4,7.9,-2.0,280.99996948242193,3.4296872615814213,1.3124998807907104,59.37499618530274,0.8437499403953552,1.3984373807907104
2021-10-22 14:00:00,0.4,6.9,150.0,65.3,7.9,-2.0,283.9999694824219,3.859374761581421,1.4765623807907104,57.24999618530274,0.8242186903953552,1.2617186307907104
2021-10-22 15:00:00,0.3,8.0,160.0,64.9,9.4,-1.0,293.9999694824219,4.937499523162842,1.7148436307907104,43.999996185302734,0.9121093153953552,1.3398436307907104
2021-10-22 16:00:00,0.3,6.4,150.0,67.3,10.9,0.0,313.9999694824219,6.093749523162843,2.031249761581421,39.374996185302734,1.3749998807907104,1.9687498807907104
2021-10-22 17:00:00,0.3,7.2,160.0,67.1,10.9,0.0,313.9999694824219,5.109374523162842,2.031249761581421,50.87499618530274,1.4335936307907104,2.226562261581421
2021-10-22 18:00:00,0.5,8.0,170.0,66.3,10.9,0.5,303.9999694824219,4.546874523162842,2.117187261581421,66.74999237060547,1.3906248807907104,2.265624761581421
2021-10-22 19:00:00,0.7,9.2,180.0,64.3,10.9,1.0,317.9999694824219,5.578124523162842,2.687499761581421,67.99999237060547,2.093749761581421,3.4062497615814213
2021-10-22 20:00:00,0.3,7.0,180.0,65.3,10.9,1.0,333.9999694824219,7.296874523162843,3.1015622615814213,60.12499618530274,2.679687261581421,4.406249523162842
2021-10-22 21:00:00,0.4,5.1,160.0,65.2,9.4,-1.5,317.9999694824219,7.968749523162843,2.9843747615814213,53.74999618530274,1.9999998807907104,3.4453122615814213
2021-10-22 22:00:00,0.4,3.8,150.0,62.4,7.9,-4.0,297.9999694824219,6.515624523162843,2.507812261581421,50.87499618530274,1.2499998807907104,2.273437261581421
2021-10-22 23:00:00,0.4,4.1,150.0,53.8,7.9,-4.0,293.9999694824219,5.578124523162842,2.328124761581421,48.74999618530274,1.0156248807907104,1.8593748807907104
2021-10-23 00:00:00,0.3,3.7,150.0,41.5,6.0,-3.5,293.9999694824219,5.656249523162843,2.359374761581421,47.99999618530274,1.0312498807907104,1.8984373807907104
2021-10-23 01:00:00,0.4,1.4,150.0,41.1,4.0,-3.0,290.9999694824219,5.281249523162842,2.9218747615814213,55.12499618530274,0.9511718153953552,1.5468748807907104
2021-10-23 02:00:00,0.5,1.2,150.0,41.4,4.0,-3.0,293.9999694824219,5.656249523162843,2.8671872615814213,51.49999618530274,1.0859373807907104,1.7734373807907104
2021-10-23 03:00:00,0.6,1.4,150.0,41.3,3.0,-2.0,303.9999694824219,6.609374523162843,2.804687261581421,47.99999618530274,1.3124998807907104,2.164062261581421
2021-10-23 04:00:00,0.4,2.8,180.0,37.0,2.0,-1.0,330.9999694824219,8.062499046325684,2.8984372615814213,45.12499618530274,2.234374761581421,3.6015622615814213
2021-10-23 05:00:00,0.7,3.8,170.0,35.7,2.0,-1.0,347.9999694824219,9.343749046325684,2.9843747615814213,42.999996185302734,3.0624997615814213,4.906249523162842
2021-10-23 06:00:00,0.6,2.6,180.0,37.6,1.0,-0.5,350.9999694824219,9.687499046325684,2.9531247615814213,42.624996185302734,3.1874997615814213,5.093749523162842
2021-10-23 07:00:00,0.7,2.7,180.0,38.0,0.0,0.0,343.9999694824219,8.656249046325684,2.9843747615814213,44.374996185302734,2.8984372615814213,4.687499523162842
2021-10-23 08:00:00,0.8,5.9,190.0,36.4,0.0,0.0,337.9999694824219,7.546874523162843,3.1953122615814213,46.49999618530274,2.554687261581421,4.093749523162842
2021-10-23 09:00:00,0.7,7.0,190.0,38.1,0.5,0.0,320.9999694824219,6.093749523162843,3.0468747615814213,50.12499618530274,1.8945311307907104,2.9999997615814213
2021-10-23 10:00:00,0.7,11.1,180.0,36.4,1.0,0.0,303.9999694824219,4.031249523162842,2.242187261581421,55.12499618530274,1.0312498807907104,1.5976561307907104
2021-10-23 11:00:00,0.8,13.9,190.0,35.1,1.0,0.0,307.9999694824219,4.421874523162842,2.507812261581421,55.12499618530274,1.0429686307907104,1.5624998807907104
2021-10-23 12:00:00,1.0,19.5,200.0,33.9,1.5,-0.5,307.9999694824219,5.484374523162842,3.0468747615814213,54.37499618530274,1.1679686307907104,1.6953123807907104
2021-10-23 13:00:00,1.1,21.7,200.0,33.6,2.0,-1.0,320.9999694824219,8.656249046325684,3.999999761581421,48.74999618530274,2.007812261581421,2.8593747615814213
2021-10-23 14:00:00,1.0,20.7,200.0,35.5,2.0,-1.0,343.9999694824219,12.687499046325685,4.421874523162842,38.999996185302734,3.2499997615814213,4.609374523162842
2021-10-23 15:00:00,1.0,23.4,210.0,35.7,2.5,-1.0,363.9999694824219,14.937499046325685,4.421874523162842,31.12499809265137,4.249999523162842,5.968749523162843
2021-10-23 16:00:00,1.0,25.5,200.0,36.1,3.0,-1.0,387.9999694824219,14.937499046325685,4.718749523162842,27.18749809265137,5.359374523162842,7.374999523162843
2021-10-23 17:00:00,1.0,19.7,220.0,43.0,3.0,-1.0,400.9999694824219,14.062499046325685,5.140624523162842,25.74999809265137,5.968749523162843,8.093749046325684
2021-10-23 18:00:00,0.9,21.1,220.0,40.2,3.0,-2.0,397.9999694824219,13.562499046325685,5.374999523162842,25.74999809265137,5.749999523162843,7.765624523162843
2021-10-23 19:00:00,0.7,16.2,200.0,45.9,3.0,-3.0,393.9999694824219,14.062499046325685,5.734374523162843,24.68749809265137,5.421874523162842,7.421874523162843
2021-10-23 20:00:00,0.6,13.7,190.0,48.9,3.0,-3.0,373.9999694824219,14.062499046325685,5.671874523162843,23.99999809265137,4.281249523162842,6.031249523162843
2021-10-23 21:00:00,0.9,13.6,200.0,47.0,3.0,-3.0,340.9999694824219,12.531249046325685,5.015624523162842,25.06249809265137,2.546874761581421,3.703124761581421
2021-10-23 22:00:00,0.7,11.8,170.0,48.4,3.0,-3.0,320.9999694824219,9.968749046325684,4.124999523162842,27.18749809265137,1.5624998807907104,2.343749761581421
2021-10-23 23:00:00,0.5,10.5,170.0,50.5,3.0,-3.0,310.9999694824219,8.312499046325684,3.703124761581421,34.37499618530273,1.2304686307907104,1.8710936307907104
2021-10-24 00:00:00,0.5,8.7,170.0,53.1,3.0,0.0,300.9999694824219,7.124999523162843,3.3437497615814213,43.374996185302734,0.9707030653953552,1.5312498807907104
2021-10-24 01:00:00,0.8,6.6,170.0,56.2,3.0,3.0,293.9999694824219,4.546874523162842,2.8359372615814213,67.99999237060547,0.7226561903953552,1.2890623807907104
2021-10-24 02:00:00,0.8,3.9,160.0,59.3,3.0,3.0,297.9999694824219,4.499999523162842,2.8671872615814213,67.24999237060547,0.7402343153953552,1.2578123807907104
2021-10-24 03:00:00,0.5,3.0,160.0,61.2,3.5,3.0,300.9999694824219,4.718749523162842,3.0468747615814213,65.99999237060547,0.8867186903953552,1.4609373807907104
2021-10-24 04:00:00,0.6,2.0,160.0,62.6,4.0,3.0,317.9999694824219,6.093749523162843,3.609374761581421,62.99999618530274,1.6562498807907104,2.570312261581421
2021-10-24 05:00:00,0.4,3.5,160.0,60.6,4.0,3.0,343.9999694824219,8.406249046325684,4.234374523162842,60.12499618530274,2.734374761581421,4.124999523162842
2021-10-24 06:00:00,0.4,5.9,160.0,57.9,4.5,1.5,357.9999694824219,9.968749046325684,4.593749523162842,58.74999618530274,3.4687497615814213,5.203124523162842
2021-10-24 07:00:00,0.6,4.1,190.0,58.6,5.0,0.0,367.9999694824219,10.374999046325684,5.015624523162842,57.99999618530274,3.812499761581421,5.781249523162843
2021-10-24 08:00:00,0.4,5.8,200.0,58.9,5.0,0.0,353.9999694824219,8.843749046325684,4.890624523162842,59.37499618530274,3.1484372615814213,4.921874523162842
2021-10-24 09:00:00,0.8,13.7,240.0,54.9,4.5,0.5,333.9999694824219,6.609374523162843,4.296874523162842,62.99999618530274,2.101562261581421,3.4296872615814213
2021-10-24 10:00:00,0.9,19.8,240.0,48.9,4.0,1.0,307.9999694824219,4.296874523162842,2.8671872615814213,68.74999237060547,1.0742186307907104,1.8593748807907104
2021-10-24 11:00:00,0.5,16.2,240.0,54.5,4.0,1.0,303.9999694824219,5.656249523162843,3.3984372615814213,70.24999237060547,1.0234373807907104,1.7031248807907104
2021-10-24 12:00:00,0.7,16.7,230.0,55.6,6.0,1.0,303.9999694824219,7.296874523162843,3.999999761581421,71.74999237060547,1.0820311307907104,1.7148436307907104
2021-10-24 13:00:00,0.8,10.7,200.0,60.4,7.9,1.0,360.9999694824219,14.062499046325685,5.187499523162842,61.62499618530274,3.812499761581421,5.531249523162842
2021-10-24 14:00:00,0.7,13.3,200.0,55.1,7.9,1.0,460.9999694824219,25.37499809265137,6.203124523162843,42.249996185302734,8.874999046325684,12.656249046325685
2021-10-24 15:00:00,0.7,12.0,190.0,51.2,8.9,1.5,535.9999389648439,32.62499618530273,7.453124523162843,28.62499809265137,12.906249046325685,18.812498092651367
2021-10-24 16:00:00,0.6,8.9,170.0,52.0,9.9,2.0,575.9999389648438,32.24999618530273,8.968749046325684,24.68749809265137,15.562499046325685,23.49999809265137
2021-10-24 17:00:00,0.8,9.7,180.0,49.0,9.9,2.0,547.9999389648439,24.68749809265137,6.687499523162843,28.99999809265137,13.937499046325685,22.499998092651367
2021-10-24 18:00:00,0.5,7.6,180.0,49.0,8.4,2.0,447.9999694824219,15.281249046325685,4.234374523162842,40.499996185302734,8.656249046325684,15.968749046325685
2021-10-24 19:00:00,0.8,9.1,190.0,44.8,6.9,2.0,353.9999694824219,8.999999046325684,3.2187497615814213,53.74999618530274,3.804687261581421,8.499999046325684
2021-10-24 20:00:00,0.6,8.2,190.0,46.5,6.9,2.0,327.9999694824219,7.374999523162843,2.8671872615814213,55.87499618530274,2.367187261581421,5.984374523162843
2021-10-24 21:00:00,0.6,5.8,190.0,48.1,6.4,2.0,303.9999694824219,5.656249523162843,2.445312261581421,57.99999618530274,1.1992186307907104,3.3359372615814213
2021-10-24 22:00:00,0.6,4.8,170.0,45.5,6.0,2.0,293.9999694824219,4.156249523162842,2.117187261581421,60.87499618530274,0.7851561903953552,1.8945311307907104
2021-10-24 23:00:00,0.6,3.6,170.0,44.3,6.0,2.0,297.9999694824219,3.687499761581421,1.9101561307907104,60.87499618530274,0.7539061903953552,1.5664061307907104
2021-10-25 00:00:00,0.7,2.4,170.0,43.8,6.0,1.0,297.9999694824219,3.4296872615814213,1.7304686307907104,60.12499618530274,0.7656249403953552,1.5039061307907104
2021-10-25 01:00:00,0.8,1.5,160.0,47.7,6.0,0.0,287.9999694824219,2.468749761581421,1.4023436307907104,65.24999237060547,0.5019530653953552,0.9726561903953552
2021-10-25 02:00:00,0.8,1.6,160.0,52.3,6.0,0.0,283.9999694824219,2.468749761581421,1.4179686307907104,65.24999237060547,0.5019530653953552,0.9492186903953552
2021-10-25 03:00:00,0.7,1.9,150.0,57.1,5.5,0.0,283.9999694824219,2.531249761581421,1.4335936307907104,65.24999237060547,0.5624999403953552,1.0429686307907104
2021-10-25 04:00:00,0.7,1.5,150.0,59.4,5.0,0.0,290.9999694824219,3.0859372615814213,1.5820311307907104,65.24999237060547,0.9472655653953552,1.6835936307907104
