time,NO2,NO2_model
2022-01-27 01:00:00,13.3875,11.625
2022-01-27 02:00:00,11.66625,9.0625
2022-01-27 03:00:00,8.98875,7.625
2022-01-27 04:00:00,8.415,6.765625
2022-01-27 05:00:00,6.69375,6.5
2022-01-27 06:00:00,7.2675,7.1875
2022-01-27 07:00:00,9.945,11.8125
2022-01-27 08:00:00,13.005,17.125
2022-01-27 09:00:00,14.535,19.3125
2022-01-27 10:00:00,14.72625,19.1875
2022-01-27 11:00:00,15.3,18.125
2022-01-27 12:00:00,21.8025,16.25
2022-01-27 13:00:00,25.245,12.84375
2022-01-27 14:00:00,12.6225,12.5
2022-01-27 15:00:00,9.945,13.875
2022-01-27 16:00:00,13.19625,18.625
2022-01-27 17:00:00,17.78625,27.75
2022-01-27 18:00:00,30.02625,35.25
2022-01-27 19:00:00,39.015,39.0
2022-01-27 20:00:00,32.13,36.625
2022-01-27 21:00:00,37.8675,31.1875
2022-01-27 22:00:00,55.08,27.75
2022-01-27 23:00:00,50.68125,24.625
2022-01-28 00:00:00,36.52875,19.5
2022-01-28 01:00:00,32.32125,20.375
2022-01-28 02:00:00,29.64375,20.6875
2022-01-28 03:00:00,21.42,21.5625
2022-01-28 04:00:00,17.40375,22.5625
2022-01-28 05:00:00,17.02125,25.0
2022-01-28 06:00:00,18.7425,30.125
2022-01-28 07:00:00,28.49625,40.75
2022-01-28 08:00:00,33.2775,45.125
2022-01-28 09:00:00,56.80125,47.25
2022-01-28 10:00:00,58.71375,45.125
2022-01-28 11:00:00,43.03125,42.75
2022-01-28 12:00:00,27.73125,40.0
2022-01-28 13:00:00,24.67125,37.25
2022-01-28 14:00:00,19.69875,27.375
2022-01-28 15:00:00,14.1525,22.25
2022-01-28 16:00:00,15.10875,20.6875
2022-01-28 17:00:00,23.715,25.0
2022-01-28 18:00:00,38.6325,29.4375
2022-01-28 19:00:00,38.6325,32.125
2022-01-28 20:00:00,23.3325,30.125
2022-01-28 21:00:00,16.065,25.0
2022-01-28 22:00:00,13.005,21.5625
2022-01-28 23:00:00,10.3275,17.9375
2022-01-29 00:00:00,9.75375,13.1875
2022-01-29 01:00:00,8.22375,7.28125
2022-01-29 02:00:00,8.415,5.90625
2022-01-29 03:00:00,4.59,5.171875
2022-01-29 04:00:00,4.01625,4.625
2022-01-29 05:00:00,3.4425,4.28125
2022-01-29 06:00:00,3.825,4.625
2022-01-29 07:00:00,4.59,7.109375
2022-01-29 08:00:00,4.9725,9.40625
2022-01-29 09:00:00,5.7375,9.84375
2022-01-29 10:00:00,6.12,9.15625
2022-01-29 11:00:00,5.7375,7.953125
2022-01-29 12:00:00,5.54625,6.59375
2022-01-29 13:00:00,5.92875,5.90625
2022-01-29 14:00:00,7.65,5.90625
2022-01-29 15:00:00,7.45875,6.078125
2022-01-29 16:00:00,9.18,6.84375
2022-01-29 17:00:00,7.65,8.625
2022-01-29 18:00:00,8.60625,10.28125
2022-01-29 19:00:00,12.24,11.8125
2022-01-29 20:00:00,10.13625,12.5
2022-01-29 21:00:00,8.60625,11.96875
2022-01-29 22:00:00,10.51875,12.65625
2022-01-29 23:00:00,9.37125,13.53125
2022-01-30 00:00:00,11.28375,11.625
2022-01-30 01:00:00,11.475,10.28125
2022-01-30 02:00:00,13.57875,9.9375
2022-01-30 03:00:00,10.13625,10.0
2022-01-30 04:00:00,13.19625,10.34375
2022-01-30 05:00:00,10.90125,11.28125
2022-01-30 06:00:00,14.9175,13.875
2022-01-30 07:00:00,23.52375,25.0
2022-01-30 08:00:00,26.58375,40.75
2022-01-30 09:00:00,28.49625,44.5
2022-01-30 10:00:00,29.07,39.0
