time,NO2,NO2_model
2022-01-27 01:00:00,20.40945,15.781249
2022-01-27 02:00:00,20.82245,16.124998
2022-01-27 03:00:00,17.86105,15.437499
2022-01-27 04:00:00,17.15505,13.906249
2022-01-27 05:00:00,15.4953,11.843749
2022-01-27 06:00:00,15.3962,10.124999
2022-01-27 07:00:00,15.79005,8.656249
2022-01-27 08:00:00,14.7812,7.7187495
2022-01-27 09:00:00,14.40535,7.1249995
2022-01-27 10:00:00,12.52095,7.0312495
2022-01-27 11:00:00,13.3974,7.5468745
2022-01-27 12:00:00,12.4708,8.156249
2022-01-27 13:00:00,11.60035,9.531249
2022-01-27 14:00:00,13.78375,11.843749
2022-01-27 15:00:00,15.72955,14.249999
2022-01-27 16:00:00,16.99925,16.624998
2022-01-27 17:00:00,18.2874,18.687498
2022-01-27 18:00:00,18.35405,19.562498
2022-01-27 19:00:00,17.22685,17.187498
2022-01-27 20:00:00,18.4824,11.656249
2022-01-27 21:00:00,7.21698,7.8124995
2022-01-27 22:00:00,7.1196,5.5781245
2022-01-27 23:00:00,6.2028,4.2968745
2022-01-28 00:00:00,5.343895,3.7343748
2022-01-28 01:00:00,4.94646,2.2968748
2022-01-28 02:00:00,4.42049,2.0156248
2022-01-28 03:00:00,4.620635,1.8007811
2022-01-28 04:00:00,4.535185,1.6953124
2022-01-28 05:00:00,5.14129,1.8007811
2022-01-28 06:00:00,5.7881,2.5546873
2022-01-28 07:00:00,7.197565,3.4296873
2022-01-28 08:00:00,7.20403,3.7734373
2022-01-28 09:00:00,8.182055,3.7343748
2022-01-28 10:00:00,7.55817,3.5156248
2022-01-28 11:00:00,7.25721,3.3046873
2022-01-28 12:00:00,6.303095,3.1328123
2022-01-28 13:00:00,7.26465,3.1718748
2022-01-28 14:00:00,6.971465,3.8593748
2022-01-28 15:00:00,8.007375,4.9374995
2022-01-28 16:00:00,10.06906,6.4374995
2022-01-28 17:00:00,11.44665,7.8124995
2022-01-28 18:00:00,12.4236,8.062499
2022-01-28 19:00:00,14.4211,7.6406245
2022-01-28 20:00:00,18.24535,7.0312495
2022-01-28 21:00:00,18.12395,7.2031245
2022-01-28 22:00:00,13.6476,7.2031245
2022-01-28 23:00:00,12.54855,6.7812495
2022-01-29 00:00:00,14.00415,7.3749995
2022-01-29 01:00:00,12.00295,9.093749
2022-01-29 02:00:00,11.5977,10.218749
2022-01-29 03:00:00,11.8161,9.874999
2022-01-29 04:00:00,11.48875,8.937499
2022-01-29 05:00:00,10.2718,8.656249
2022-01-29 06:00:00,9.02568,7.8906245
2022-01-29 07:00:00,8.92651,6.9531245
2022-01-29 08:00:00,8.680955,6.4374995
2022-01-29 09:00:00,8.998975,6.3437495
2022-01-29 10:00:00,8.021615,6.7812495
2022-01-29 11:00:00,7.732015,7.6406245
2022-01-29 12:00:00,7.60075,8.406249
2022-01-29 13:00:00,7.267075,8.749999
2022-01-29 14:00:00,7.818165,8.999999
2022-01-29 15:00:00,8.32077,9.343749
2022-01-29 16:00:00,7.669955,9.624999
2022-01-29 17:00:00,7.83774,9.624999
2022-01-29 18:00:00,8.53881,9.624999
2022-01-29 19:00:00,8.46372,9.187499
2022-01-29 20:00:00,7.54701,7.9687495
2022-01-29 21:00:00,4.34136,5.8281245
2022-01-29 22:00:00,3.31992,4.0312495
2022-01-29 23:00:00,2.759625,2.7890623
2022-01-30 00:00:00,2.274255,2.1249998
2022-01-30 01:00:00,3.87964,1.4570311
2022-01-30 02:00:00,3.57309,1.3085936
2022-01-30 03:00:00,3.25075,1.1914061
2022-01-30 04:00:00,3.226815,1.1249999
2022-01-30 05:00:00,3.17133,1.1054686
2022-01-30 06:00:00,3.03945,1.3281249
2022-01-30 07:00:00,3.18886,1.6523436
2022-01-30 08:00:00,3.4498,1.8242186
2022-01-30 09:00:00,3.61301,1.8242186
2022-01-30 10:00:00,3.798285,1.7578124
2022-01-30 11:00:00,3.874315,1.7382811
2022-01-30 12:00:00,4.22601,1.8242186
2022-01-30 13:00:00,4.24577,1.9101561
2022-01-30 14:00:00,4.5991,2.0781248
2022-01-30 15:00:00,4.710725,2.2343748
2022-01-30 16:00:00,5.250245,2.5312498
2022-01-30 17:00:00,5.329335,2.8749998
2022-01-30 18:00:00,5.12474,3.2187498
2022-01-30 19:00:00,5.076315,3.5624998
2022-01-30 20:00:00,4.291655,3.7343748
2022-01-30 21:00:00,3.87469,3.9062498
2022-01-30 22:00:00,3.89941,4.0312495
2022-01-30 23:00:00,3.99988,3.6874998
2022-01-31 00:00:00,5.61892,4.0781245
2022-01-31 01:00:00,5.80409,4.9843745
2022-01-31 02:00:00,7.284575,6.2656245
2022-01-31 03:00:00,8.47123,6.9531245
2022-01-31 04:00:00,12.5043,7.2031245
2022-01-31 05:00:00,12.4783,7.7187495
2022-01-31 06:00:00,17.65605,8.656249
2022-01-31 07:00:00,20.62895,9.531249
2022-01-31 08:00:00,21.85815,8.999999
2022-01-31 09:00:00,21.5346,8.312499
2022-01-31 10:00:00,20.85165,6.6874995
2022-01-31 11:00:00,22.4074,6.1718745
2022-01-31 12:00:00,27.88565,6.9531245
2022-01-31 13:00:00,14.5463,7.9687495
2022-01-31 14:00:00,14.1403,9.874999
