time,NO2,NO2_model
2022-01-27 01:00:00,11.7141,23.687498
2022-01-27 02:00:00,8.5151,23.687498
2022-01-27 03:00:00,6.6768,23.999998
2022-01-27 04:00:00,5.4728,24.687498
2022-01-27 05:00:00,5.4159,25.749998
2022-01-27 06:00:00,7.3042,29.187498
2022-01-27 07:00:00,8.2194,32.999996
2022-01-27 08:00:00,19.8372,33.999996
2022-01-27 09:00:00,21.1482,29.874998
2022-01-27 10:00:00,24.2206,14.749999
2022-01-27 11:00:00,22.3016,12.874999
2022-01-27 12:00:00,34.1129,12.531249
2022-01-27 13:00:00,46.727,11.999999
2022-01-27 14:00:00,50.419,9.968749
2022-01-27 15:00:00,57.565,7.8906245
2022-01-27 16:00:00,54.589,8.593749
2022-01-27 17:00:00,40.8462,11.156249
2022-01-27 18:00:00,36.3967,12.874999
2022-01-27 19:00:00,31.3681,13.718749
2022-01-27 20:00:00,26.3718,13.374999
2022-01-27 21:00:00,22.4457,13.031249
2022-01-27 22:00:00,19.3581,11.499999
2022-01-27 23:00:00,18.532,8.843749
2022-01-28 00:00:00,17.4033,6.8593745
2022-01-28 01:00:00,18.1253,5.5781245
2022-01-28 02:00:00,17.8837,4.8124995
2022-01-28 03:00:00,16.6215,4.3281245
2022-01-28 04:00:00,14.5298,4.3749995
2022-01-28 05:00:00,13.0294,5.0624995
2022-01-28 06:00:00,14.1465,7.8906245
2022-01-28 07:00:00,17.5712,11.499999
2022-01-28 08:00:00,33.5388,13.374999
2022-01-28 09:00:00,47.095,13.718749
2022-01-28 10:00:00,56.825,8.937499
2022-01-28 11:00:00,87.092,9.781249
2022-01-28 12:00:00,86.852,8.937499
2022-01-28 13:00:00,71.286,10.218749
2022-01-28 14:00:00,60.145,13.374999
2022-01-28 15:00:00,78.457,16.499998
2022-01-28 16:00:00,70.314,17.999998
2022-01-28 17:00:00,40.5538,15.281249
2022-01-28 18:00:00,37.8891,12.531249
2022-01-28 19:00:00,29.6215,10.968749
2022-01-28 20:00:00,23.0946,9.437499
2022-01-28 21:00:00,19.6446,7.6406245
2022-01-28 22:00:00,19.8494,5.5781245
2022-01-28 23:00:00,20.6423,5.2343745
2022-01-29 00:00:00,17.3033,4.8906245
2022-01-29 01:00:00,15.2033,5.9218745
2022-01-29 02:00:00,12.6721,4.5468745
2022-01-29 03:00:00,9.9057,3.1328123
2022-01-29 04:00:00,8.17,1.9921874
2022-01-29 05:00:00,7.5917,1.9101561
2022-01-29 06:00:00,6.8755,2.0156248
2022-01-29 07:00:00,7.9085,1.9921874
2022-01-29 08:00:00,10.2188,2.0624998
2022-01-29 09:00:00,10.8488,2.0624998
2022-01-29 10:00:00,10.7048,1.8867186
2022-01-29 11:00:00,9.6601,1.7578124
2022-01-29 12:00:00,9.7474,1.5664061
2022-01-29 13:00:00,8.842,2.3593748
2022-01-29 14:00:00,7.9522,3.6484373
2022-01-29 15:00:00,7.5883,4.9843745
2022-01-29 16:00:00,7.7925,5.9218745
2022-01-29 17:00:00,9.1842,6.6874995
2022-01-29 18:00:00,10.1548,8.062499
2022-01-29 19:00:00,9.16,10.968749
2022-01-29 20:00:00,9.3372,14.593749
2022-01-29 21:00:00,8.9221,17.499998
2022-01-29 22:00:00,10.3095,18.374998
2022-01-29 23:00:00,14.6505,17.187498
2022-01-30 00:00:00,16.9475,15.781249
2022-01-30 01:00:00,16.6268,9.624999
2022-01-30 02:00:00,15.7021,8.312499
2022-01-30 03:00:00,9.3402,7.2968745
2022-01-30 04:00:00,8.4016,6.8593745
2022-01-30 05:00:00,7.0256,7.3749995
2022-01-30 06:00:00,5.899,9.624999
2022-01-30 07:00:00,8.1053,12.187499
2022-01-30 08:00:00,8.3982,13.218749
2022-01-30 09:00:00,11.2862,11.843749
2022-01-30 10:00:00,15.754,5.1562495
2022-01-30 11:00:00,16.9292,4.3281245
2022-01-30 12:00:00,16.7364,4.3281245
2022-01-30 13:00:00,16.6706,4.2968745
2022-01-30 14:00:00,15.5041,4.7656245
2022-01-30 15:00:00,14.5505,7.2031245
2022-01-30 16:00:00,14.9518,9.968749
2022-01-30 17:00:00,17.1574,9.781249
2022-01-30 18:00:00,19.4363,9.281249
2022-01-30 19:00:00,20.2749,10.624999
2022-01-30 20:00:00,20.2956,12.874999
2022-01-30 21:00:00,18.9183,13.562499
2022-01-30 22:00:00,17.0942,13.218749
2022-01-30 23:00:00,18.7843,10.624999
2022-01-31 00:00:00,17.3932,8.156249
2022-01-31 01:00:00,14.2937,6.7812495
2022-01-31 02:00:00,11.2263,6.3437495
2022-01-31 03:00:00,10.7427,5.6562495
2022-01-31 04:00:00,11.825,4.9374995
2022-01-31 05:00:00,15.8464,5.1874995
2022-01-31 06:00:00,15.6267,7.7187495
2022-01-31 07:00:00,12.6681,9.687499
2022-01-31 08:00:00,22.6635,9.687499
2022-01-31 09:00:00,23.9968,8.937499
2022-01-31 10:00:00,20.7654,7.3749995
2022-01-31 11:00:00,20.6455,5.6562495
2022-01-31 12:00:00,35.4663,4.2968745
2022-01-31 13:00:00,62.412,2.7890623
2022-01-31 14:00:00,74.246,2.2109373
2022-01-31 15:00:00,71.942,2.1249998
2022-01-31 16:00:00,49.3751,2.2499998
2022-01-31 17:00:00,31.4522,2.7265623
2022-01-31 18:00:00,28.0165,2.9609373
2022-01-31 19:00:00,24.8913,3.1718748
2022-01-31 20:00:00,19.2111,3.7343748
2022-01-31 21:00:00,15.4381,4.4218745
2022-01-31 22:00:00,12.6368,7.3749995
2022-01-31 23:00:00,12.7668,7.0312495
2022-02-01 00:00:00,12.7392,4.4687495
2022-02-01 01:00:00,11.387,5.1562495
2022-02-01 02:00:00,9.9882,3.5624998
2022-02-01 03:00:00,8.6799,2.6562498
2022-02-01 04:00:00,7.7327,2.1015623
2022-02-01 05:00:00,7.3875,1.9921874
2022-02-01 06:00:00,11.851,2.3203123
2022-02-01 07:00:00,17.5752,2.5937498
2022-02-01 08:00:00,32.1599,2.9609373
2022-02-01 09:00:00,32.1154,3.3437498
2022-02-01 10:00:00,25.6359,3.4765623
2022-02-01 11:00:00,20.35,3.3437498
2022-02-01 12:00:00,29.4387,3.4765623
2022-02-01 13:00:00,28.9142,4.5468745
2022-02-01 14:00:00,30.972,5.6562495
2022-02-01 15:00:00,23.7317,6.4374995
2022-02-01 16:00:00,7.7756,6.2656245
2022-02-01 17:00:00,12.076,5.3124995
2022-02-01 18:00:00,10.5411,4.9374995
2022-02-01 19:00:00,9.3282,5.0156245
2022-02-01 20:00:00,9.3309,4.9374995
2022-02-01 21:00:00,10.727,4.6406245
2022-02-01 22:00:00,11.8009,5.0624995
2022-02-01 23:00:00,11.3613,5.6562495
2022-02-02 00:00:00,11.8815,5.2812495
2022-02-02 01:00:00,9.3887,12.343749
2022-02-02 02:00:00,8.3053,13.374999
2022-02-02 03:00:00,6.8333,14.062499
2022-02-02 04:00:00,6.0449,14.937499
2022-02-02 05:00:00,5.774,16.499998
2022-02-02 06:00:00,7.2434,20.437498
2022-02-02 07:00:00,9.3277,24.374998
2022-02-02 08:00:00,21.3554,24.687498
2022-02-02 09:00:00,26.6341,22.999998
2022-02-02 10:00:00,32.7995,14.593749
2022-02-02 11:00:00,36.3656,11.999999
2022-02-02 12:00:00,47.58,9.343749
2022-02-02 13:00:00,48.1378,5.8281245
2022-02-02 14:00:00,58.442,4.1562495
2022-02-02 15:00:00,49.1271,4.4687495
2022-02-02 16:00:00,45.3102,6.2656245
2022-02-02 17:00:00,35.3721,7.8906245
2022-02-02 18:00:00,30.7783,8.843749
2022-02-02 19:00:00,27.9438,9.187499
2022-02-02 20:00:00,26.0559,8.312499
2022-02-02 21:00:00,22.8269,7.0312495
2022-02-02 22:00:00,16.6905,6.1718745
2022-02-02 23:00:00,13.0071,5.7499995
2022-02-03 00:00:00,9.1757,5.4062495
2022-02-03 01:00:00,6.8755,5.4062495
2022-02-03 02:00:00,6.1635,4.6718745
2022-02-03 03:00:00,5.7655,3.7734373
2022-02-03 04:00:00,5.4469,2.6796873
2022-02-03 05:00:00,5.9992,2.5781248
2022-02-03 06:00:00,11.8664,2.8281248
2022-02-03 07:00:00,19.5215,2.8281248
2022-02-03 08:00:00,46.9387,2.7421873
2022-02-03 09:00:00,49.9706,2.5078123
2022-02-03 10:00:00,28.5845,2.2499998
2022-02-03 11:00:00,21.1806,2.0156248
2022-02-03 12:00:00,22.7725,1.7578124
2022-02-03 13:00:00,17.2741,2.3203123
2022-02-03 14:00:00,21.4546,3.3046873
2022-02-03 15:00:00,20.7052,4.6406245
2022-02-03 16:00:00,25.678,8.249999
2022-02-03 17:00:00,15.1129,13.218749
2022-02-03 18:00:00,13.5666,18.687498
2022-02-03 19:00:00,11.8722,23.687498
2022-02-03 20:00:00,11.464,26.749998
2022-02-03 21:00:00,9.8551,28.499998
2022-02-03 22:00:00,9.1489,26.749998
2022-02-03 23:00:00,9.0327,21.437498
2022-02-04 00:00:00,9.0033,15.624999
2022-02-04 01:00:00,9.0473,13.374999
2022-02-04 02:00:00,8.1809,10.562499
2022-02-04 03:00:00,6.4677,8.249999
2022-02-04 04:00:00,6.3332,7.1249995
2022-02-04 05:00:00,6.4417,7.1249995
2022-02-04 06:00:00,10.8085,9.437499
2022-02-04 07:00:00,11.0122,11.999999
2022-02-04 08:00:00,13.9634,11.656249
2022-02-04 09:00:00,15.1142,9.781249
2022-02-04 10:00:00,13.7645,6.6874995
2022-02-04 11:00:00,15.5747,4.4218745
2022-02-04 12:00:00,26.2851,3.2578123
2022-02-04 13:00:00,31.5728,2.4062498
2022-02-04 14:00:00,30.9115,2.1249998
2022-02-04 15:00:00,21.3145,2.0781248
2022-02-04 16:00:00,15.9267,3.9453123
2022-02-04 17:00:00,15.6965,6.8593745
2022-02-04 18:00:00,16.3843,8.749999
2022-02-04 19:00:00,16.4735,10.374999
2022-02-04 20:00:00,15.5171,10.906249
2022-02-04 21:00:00,13.7571,10.968749
2022-02-04 22:00:00,11.7709,9.687499
2022-02-04 23:00:00,11.0666,7.2968745
2022-02-05 00:00:00,10.3453,5.3124995
2022-02-05 01:00:00,8.3536,3.9843748
2022-02-05 02:00:00,7.5265,3.5624998
2022-02-05 03:00:00,6.8113,3.4296873
2022-02-05 04:00:00,6.994,3.6874998
2022-02-05 05:00:00,7.6429,4.4218745
2022-02-05 06:00:00,7.3206,6.8593745
2022-02-05 07:00:00,7.9565,10.031249
2022-02-05 08:00:00,9.8935,13.562499
2022-02-05 09:00:00,11.9296,17.687498
2022-02-05 10:00:00,11.8712,20.062498
2022-02-05 11:00:00,13.6427,19.937498
2022-02-05 12:00:00,17.3014,17.499998
2022-02-05 13:00:00,21.192,11.843749
2022-02-05 14:00:00,24.8751,8.156249
2022-02-05 15:00:00,26.2453,5.3593745
2022-02-05 16:00:00,24.7791,4.4218745
2022-02-05 17:00:00,25.642,4.8124995
2022-02-05 18:00:00,25.7304,5.1562495
2022-02-05 19:00:00,24.0835,4.9374995
2022-02-05 20:00:00,22.3838,4.4687495
2022-02-05 21:00:00,21.0962,4.1562495
2022-02-05 22:00:00,21.5055,5.1562495
2022-02-05 23:00:00,22.433,5.5781245
2022-02-06 00:00:00,14.4667,5.1093745
2022-02-06 01:00:00,12.0319,8.593749
2022-02-06 02:00:00,13.8226,7.9687495
2022-02-06 03:00:00,9.2757,6.8593745
2022-02-06 04:00:00,8.0432,5.7499995
2022-02-06 05:00:00,8.9576,5.5781245
2022-02-06 06:00:00,7.6596,7.3749995
2022-02-06 07:00:00,8.7619,8.656249
2022-02-06 08:00:00,7.5397,8.156249
2022-02-06 09:00:00,7.076,7.7187495
2022-02-06 10:00:00,8.6343,7.0312495
2022-02-06 11:00:00,11.9558,5.3593745
2022-02-06 12:00:00,14.0764,3.4296873
2022-02-06 13:00:00,14.6765,1.6093749
2022-02-06 14:00:00,13.3098,1.2031249
2022-02-06 15:00:00,10.6525,1.1796874
2022-02-06 16:00:00,9.6983,1.3632811
2022-02-06 17:00:00,9.659,1.6289061
2022-02-06 18:00:00,9.7227,1.7578124
2022-02-06 19:00:00,11.287,2.1640623
2022-02-06 20:00:00,11.9271,2.5781248
2022-02-06 21:00:00,10.6599,2.7890623
2022-02-06 22:00:00,8.7589,2.4218748
2022-02-06 23:00:00,11.8508,1.6718749
2022-02-07 00:00:00,9.3619,1.3281249
2022-02-07 01:00:00,7.8543,1.1601561
2022-02-07 02:00:00,9.385,1.0742186
2022-02-07 03:00:00,8.9542,0.97656244
2022-02-07 04:00:00,7.3018,0.9433593
2022-02-07 05:00:00,7.5339,1.0742186
2022-02-07 06:00:00,11.5375,1.4140624
2022-02-07 07:00:00,15.9697,1.6953124
2022-02-07 08:00:00,18.931,1.8007811
2022-02-07 09:00:00,28.1956,1.8007811
2022-02-07 10:00:00,31.9036,1.8242186
2022-02-07 11:00:00,25.3624,3.4296873
2022-02-07 12:00:00,23.2259,6.1718745
2022-02-07 13:00:00,25.7449,4.8437495
2022-02-07 14:00:00,37.5784,4.2031245
2022-02-07 15:00:00,35.3419,4.5937495
2022-02-07 16:00:00,30.4132,4.9374995
2022-02-07 17:00:00,21.5217,5.5781245
2022-02-07 18:00:00,17.8468,6.0937495
2022-02-07 19:00:00,16.1053,5.8281245
2022-02-07 20:00:00,15.0219,5.2812495
2022-02-07 21:00:00,13.63,4.8906245
2022-02-07 22:00:00,9.8261,4.5468745
2022-02-07 23:00:00,7.6198,4.1249995
2022-02-08 00:00:00,6.8038,3.8203123
2022-02-08 01:00:00,6.0528,3.3046873
2022-02-08 02:00:00,4.82592,3.0468748
2022-02-08 03:00:00,4.75059,2.8281248
2022-02-08 04:00:00,4.24676,2.6796873
2022-02-08 05:00:00,3.96935,2.7031248
2022-02-08 06:00:00,6.4083,2.9140623
2022-02-08 07:00:00,9.1624,2.9999998
2022-02-08 08:00:00,19.156,3.0859373
2022-02-08 09:00:00,21.9589,3.0859373
2022-02-08 10:00:00,11.3043,2.9609373
2022-02-08 11:00:00,17.6545,3.0859373
2022-02-08 12:00:00,18.2885,3.1718748
2022-02-08 13:00:00,23.8272,3.5156248
2022-02-08 14:00:00,23.9333,3.9453123
2022-02-08 15:00:00,17.8893,4.2968745
2022-02-08 16:00:00,13.4721,5.6562495
2022-02-08 17:00:00,14.2876,7.2031245
2022-02-08 18:00:00,15.0874,8.499999
2022-02-08 19:00:00,15.2903,10.312499
2022-02-08 20:00:00,14.3295,12.187499
2022-02-08 21:00:00,12.9745,13.906249
2022-02-08 22:00:00,12.4559,14.749999
2022-02-08 23:00:00,11.6059,13.906249
2022-02-09 00:00:00,10.0421,13.562499
2022-02-09 01:00:00,8.361,18.187498
2022-02-09 02:00:00,6.5956,17.874998
2022-02-09 03:00:00,6.2176,17.499998
2022-02-09 04:00:00,6.3139,17.187498
2022-02-09 05:00:00,7.953,16.812498
2022-02-09 06:00:00,12.3813,18.187498
2022-02-09 07:00:00,15.6182,19.937498
2022-02-09 08:00:00,23.0197,21.124998
2022-02-09 09:00:00,31.0996,20.249998
2022-02-09 10:00:00,28.4131,19.562498
2022-02-09 11:00:00,22.0812,20.749998
2022-02-09 12:00:00,29.3402,22.624998
2022-02-09 13:00:00,31.436,23.999998
2022-02-09 14:00:00,25.3374,24.374998
2022-02-09 15:00:00,22.3109,20.624998
2022-02-09 16:00:00,17.6769,18.687498
2022-02-09 17:00:00,22.5616,21.937498
2022-02-09 18:00:00,23.8726,23.687498
2022-02-09 19:00:00,17.1505,22.624998
2022-02-09 20:00:00,13.3687,20.437498
2022-02-09 21:00:00,12.0349,18.874998
2022-02-09 22:00:00,10.974,16.499998
2022-02-09 23:00:00,9.3818,12.531249
2022-02-10 00:00:00,7.237,9.624999
2022-02-10 01:00:00,6.2632,8.656249
2022-02-10 02:00:00,6.2942,7.5468745
2022-02-10 03:00:00,6.0101,6.6093745
2022-02-10 04:00:00,6.49,6.0937495
2022-02-10 05:00:00,7.5408,6.4374995
2022-02-10 06:00:00,11.5794,8.999999
2022-02-10 07:00:00,14.6539,11.156249
2022-02-10 08:00:00,21.756,11.499999
2022-02-10 09:00:00,31.0975,11.843749
2022-02-10 10:00:00,40.3074,9.687499
2022-02-10 11:00:00,50.496,6.6874995
2022-02-10 12:00:00,44.3709,4.4687495
2022-02-10 13:00:00,56.434,2.2968748
2022-02-10 14:00:00,53.861,1.7578124
2022-02-10 15:00:00,52.555,1.6523436
2022-02-10 16:00:00,36.1054,3.6484373
2022-02-10 17:00:00,44.9322,6.4374995
2022-02-10 18:00:00,33.2505,8.156249
2022-02-10 19:00:00,21.205,9.531249
2022-02-10 20:00:00,15.3479,10.031249
2022-02-10 21:00:00,13.0416,10.312499
2022-02-10 22:00:00,11.6839,9.281249
2022-02-10 23:00:00,10.0973,7.1249995
2022-02-11 00:00:00,8.3043,5.6562495
2022-02-11 01:00:00,7.3368,5.0156245
2022-02-11 02:00:00,7.0569,4.6406245
2022-02-11 03:00:00,6.1412,4.4218745
2022-02-11 04:00:00,6.0091,4.5468745
2022-02-11 05:00:00,6.6333,5.2812495
2022-02-11 06:00:00,10.5267,8.156249
2022-02-11 07:00:00,11.8014,10.906249
2022-02-11 08:00:00,18.6631,10.562499
2022-02-11 09:00:00,34.2038,9.624999
2022-02-11 10:00:00,45.7604,3.5624998
2022-02-11 11:00:00,54.341,2.2343748
2022-02-11 12:00:00,47.2335,1.8242186
2022-02-11 13:00:00,44.8372,1.6289061
2022-02-11 14:00:00,56.731,1.6093749
2022-02-11 15:00:00,39.0454,1.6718749
2022-02-11 16:00:00,28.5602,3.7343748
2022-02-11 17:00:00,18.6294,7.2968745
2022-02-11 18:00:00,15.4423,10.562499
2022-02-11 19:00:00,14.5348,13.562499
2022-02-11 20:00:00,15.4307,14.249999
2022-02-11 21:00:00,12.1755,12.187499
2022-02-11 22:00:00,10.5944,4.6406245
2022-02-11 23:00:00,10.8079,2.9609373
2022-02-12 00:00:00,12.2667,2.6406248
2022-02-12 01:00:00,12.1232,3.5624998
2022-02-12 02:00:00,9.2606,3.9062498
2022-02-12 03:00:00,5.5968,3.8593748
2022-02-12 04:00:00,5.0673,3.7734373
2022-02-12 05:00:00,4.94848,3.9062498
2022-02-12 06:00:00,7.814,4.2031245
2022-02-12 07:00:00,9.2837,4.4999995
2022-02-12 08:00:00,9.0348,4.7187495
2022-02-12 09:00:00,8.9531,4.4687495
2022-02-12 10:00:00,7.8244,3.6015623
2022-02-12 11:00:00,8.0949,3.0859373
2022-02-12 12:00:00,7.8058,2.7890623
2022-02-12 13:00:00,7.8787,2.6562498
2022-02-12 14:00:00,7.9939,2.5546873
2022-02-12 15:00:00,7.8424,2.5312498
2022-02-12 16:00:00,7.3062,3.2578123
2022-02-12 17:00:00,8.5693,3.9843748
2022-02-12 18:00:00,9.3577,4.6406245
2022-02-12 19:00:00,11.5261,5.3124995
2022-02-12 20:00:00,11.5154,5.9218745
2022-02-12 21:00:00,11.9269,6.5156245
2022-02-12 22:00:00,12.5792,6.6874995
2022-02-12 23:00:00,14.0528,5.9999995
2022-02-13 00:00:00,14.9582,5.6562495
2022-02-13 01:00:00,12.5561,4.7187495
2022-02-13 02:00:00,11.399,5.1874995
2022-02-13 03:00:00,11.3149,5.4843745
2022-02-13 04:00:00,12.0083,5.7499995
2022-02-13 05:00:00,9.4495,6.5156245
2022-02-13 06:00:00,7.2495,9.093749
2022-02-13 07:00:00,6.2218,10.968749
2022-02-13 08:00:00,6.997,9.281249
2022-02-13 09:00:00,11.7163,7.8906245
2022-02-13 10:00:00,14.0441,3.4296873
2022-02-13 11:00:00,12.1083,1.9921874
2022-02-13 12:00:00,12.1879,1.4140624
2022-02-13 13:00:00,17.338,1.0507811
2022-02-13 14:00:00,20.828,0.9960937
2022-02-13 15:00:00,19.5289,1.1679686
