time,NO2,NO2_model
2022-01-27 01:00:00,15.10875,11.625
2022-01-27 02:00:00,10.90125,9.0625
2022-01-27 03:00:00,8.22375,7.625
2022-01-27 04:00:00,7.65,6.765625
2022-01-27 05:00:00,7.2675,6.5
2022-01-27 06:00:00,8.98875,7.1875
2022-01-27 07:00:00,13.57875,11.8125
2022-01-27 08:00:00,,17.125
2022-01-27 09:00:00,,19.3125
2022-01-27 10:00:00,,19.1875
2022-01-27 11:00:00,31.93875,18.125
2022-01-27 12:00:00,33.2775,16.25
2022-01-27 13:00:00,34.0425,12.84375
2022-01-27 14:00:00,36.14625,12.5
2022-01-27 15:00:00,21.0375,13.875
2022-01-27 16:00:00,25.05375,18.625
2022-01-27 17:00:00,30.9825,27.75
2022-01-27 18:00:00,49.91625,35.25
2022-01-27 19:00:00,58.905,39.0
2022-01-27 20:00:00,52.21125,36.625
2022-01-27 21:00:00,54.88875,31.1875
2022-01-27 22:00:00,58.14,27.75
2022-01-27 23:00:00,52.97625,24.625
2022-01-28 00:00:00,53.35875,19.5
2022-01-28 01:00:00,62.53875,20.375
2022-01-28 02:00:00,47.8125,20.6875
2022-01-28 03:00:00,43.9875,21.5625
2022-01-28 04:00:00,44.17875,22.5625
2022-01-28 05:00:00,34.0425,25.0
2022-01-28 06:00:00,32.13,30.125
2022-01-28 07:00:00,46.85625,40.75
2022-01-28 08:00:00,63.30375,45.125
2022-01-28 09:00:00,78.22125,47.25
2022-01-28 10:00:00,64.26,45.125
2022-01-28 11:00:00,67.12875,42.75
2022-01-28 12:00:00,76.1175,40.0
2022-01-28 13:00:00,66.36375,37.25
2022-01-28 14:00:00,64.06875,27.375
2022-01-28 15:00:00,34.425,22.25
2022-01-28 16:00:00,29.835,20.6875
2022-01-28 17:00:00,46.09125,25.0
2022-01-28 18:00:00,58.905,29.4375
2022-01-28 19:00:00,47.62125,32.125
2022-01-28 20:00:00,43.03125,30.125
2022-01-28 21:00:00,36.91125,25.0
2022-01-28 22:00:00,29.835,21.5625
2022-01-28 23:00:00,27.9225,17.9375
2022-01-29 00:00:00,20.655,13.1875
2022-01-29 01:00:00,16.83,7.28125
2022-01-29 02:00:00,15.3,5.90625
2022-01-29 03:00:00,11.66625,5.171875
2022-01-29 04:00:00,10.3275,4.625
2022-01-29 05:00:00,9.18,4.28125
2022-01-29 06:00:00,8.0325,4.625
2022-01-29 07:00:00,9.945,7.109375
2022-01-29 08:00:00,10.90125,9.40625
2022-01-29 09:00:00,11.8575,9.84375
2022-01-29 10:00:00,12.81375,9.15625
2022-01-29 11:00:00,13.3875,7.953125
2022-01-29 12:00:00,10.71,6.59375
2022-01-29 13:00:00,10.51875,5.90625
2022-01-29 14:00:00,12.43125,5.90625
2022-01-29 15:00:00,14.535,6.078125
2022-01-29 16:00:00,17.2125,6.84375
2022-01-29 17:00:00,18.7425,8.625
2022-01-29 18:00:00,18.36,10.28125
2022-01-29 19:00:00,28.305,11.8125
2022-01-29 20:00:00,25.43625,12.5
2022-01-29 21:00:00,21.99375,11.96875
2022-01-29 22:00:00,19.31625,12.65625
2022-01-29 23:00:00,20.46375,13.53125
2022-01-30 00:00:00,20.2725,11.625
2022-01-30 01:00:00,29.835,10.28125
2022-01-30 02:00:00,24.28875,9.9375
2022-01-30 03:00:00,14.72625,10.0
2022-01-30 04:00:00,22.75875,10.34375
2022-01-30 05:00:00,18.7425,11.28125
2022-01-30 06:00:00,21.42,13.875
2022-01-30 07:00:00,27.9225,25.0
2022-01-30 08:00:00,47.23875,40.75
2022-01-30 09:00:00,44.56125,44.5
2022-01-30 10:00:00,32.895,39.0
2022-01-30 11:00:00,31.55625,34.25
2022-01-30 12:00:00,28.305,30.5
2022-01-30 13:00:00,32.895,20.875
2022-01-30 14:00:00,19.31625,15.59375
2022-01-30 15:00:00,19.69875,14.90625
2022-01-30 16:00:00,21.61125,13.6875
2022-01-30 17:00:00,21.99375,14.03125
2022-01-30 18:00:00,25.05375,15.59375
2022-01-30 19:00:00,32.70375,16.4375
2022-01-30 20:00:00,30.40875,14.90625
2022-01-30 21:00:00,24.28875,11.8125
2022-01-30 22:00:00,20.08125,9.5
2022-01-30 23:00:00,13.77,7.453125
2022-01-31 00:00:00,11.28375,4.921875
2022-01-31 01:00:00,5.16375,3.296875
2022-01-31 02:00:00,3.4425,2.78125
2022-01-31 03:00:00,2.6775,2.71875
2022-01-31 04:00:00,2.86875,2.609375
2022-01-31 05:00:00,3.4425,2.5703125
2022-01-31 06:00:00,3.63375,2.953125
2022-01-31 07:00:00,7.07625,4.828125
2022-01-31 08:00:00,10.90125,6.5
2022-01-31 09:00:00,12.24,6.671875
2022-01-31 10:00:00,10.13625,5.984375
2022-01-31 11:00:00,9.5625,5.265625
2022-01-31 12:00:00,7.45875,4.703125
2022-01-31 13:00:00,7.84125,4.828125
2022-01-31 14:00:00,8.0325,5.640625
2022-01-31 15:00:00,8.7975,6.84375
2022-01-31 16:00:00,11.475,8.90625
2022-01-31 17:00:00,18.93375,12.15625
2022-01-31 18:00:00,27.1575,14.71875
2022-01-31 19:00:00,41.50125,16.25
2022-01-31 20:00:00,39.78,16.75
2022-01-31 21:00:00,31.93875,15.90625
2022-01-31 22:00:00,26.775,15.59375
2022-01-31 23:00:00,25.6275,14.5625
2022-02-01 00:00:00,25.05375,11.46875
2022-02-01 01:00:00,19.69875,12.3125
2022-02-01 02:00:00,15.49125,10.6875
2022-02-01 03:00:00,13.3875,10.59375
2022-02-01 04:00:00,11.8575,9.9375
2022-02-01 05:00:00,10.90125,8.8125
2022-02-01 06:00:00,13.77,8.03125
2022-02-01 07:00:00,14.535,10.53125
2022-02-01 08:00:00,21.99375,12.65625
2022-02-01 09:00:00,22.75875,11.625
2022-02-01 10:00:00,20.2725,10.0
2022-02-01 11:00:00,12.6225,9.3125
2022-02-01 12:00:00,8.60625,8.90625
2022-02-01 13:00:00,10.13625,8.8125
2022-02-01 14:00:00,10.71,8.96875
2022-02-01 15:00:00,12.24,8.71875
2022-02-01 16:00:00,9.5625,8.90625
2022-02-01 17:00:00,12.24,10.59375
2022-02-01 18:00:00,16.25625,12.15625
2022-02-01 19:00:00,18.7425,12.65625
2022-02-01 20:00:00,19.125,12.3125
2022-02-01 21:00:00,18.93375,11.125
2022-02-01 22:00:00,14.1525,10.34375
2022-02-01 23:00:00,9.945,8.5625
2022-02-02 00:00:00,8.7975,5.984375
2022-02-02 01:00:00,9.37125,5.734375
2022-02-02 02:00:00,7.45875,5.046875
2022-02-02 03:00:00,9.37125,4.921875
2022-02-02 04:00:00,8.60625,4.921875
2022-02-02 05:00:00,7.2675,5.265625
2022-02-02 06:00:00,9.37125,6.421875
2022-02-02 07:00:00,14.535,11.125
2022-02-02 08:00:00,21.22875,15.90625
2022-02-02 09:00:00,37.1025,16.4375
2022-02-02 10:00:00,36.72,14.5625
2022-02-02 11:00:00,13.3875,12.3125
2022-02-02 12:00:00,10.13625,10.53125
2022-02-02 13:00:00,14.1525,9.5
2022-02-02 14:00:00,14.1525,11.125
