time,NO2,NO2_model
2022-01-27 01:00:00,21.57,3.5078125
2022-01-27 02:00:00,21.06,3.3359375
2022-01-27 03:00:00,27.03,3.1640625
2022-01-27 04:00:00,34.5,3.078125
2022-01-27 05:00:00,37.67,3.2109375
2022-01-27 06:00:00,48.61,3.3828125
2022-01-27 07:00:00,55.97,3.296875
2022-01-27 08:00:00,61.63,2.9921875
2022-01-27 09:00:00,23.46,2.4140625
2022-01-27 10:00:00,19.58,1.7539062
2022-01-27 11:00:00,15.18,1.390625
2022-01-27 12:00:00,13.22,1.1445312
2022-01-27 13:00:00,13.14,0.984375
2022-01-27 14:00:00,12.59,1.0351562
2022-01-27 15:00:00,29.46,1.2851562
2022-01-27 16:00:00,44.35,3.25
2022-01-27 17:00:00,56.09,5.390625
2022-01-27 18:00:00,49.99,6.421875
2022-01-27 19:00:00,52.83,7.109375
2022-01-27 20:00:00,51.36,7.109375
2022-01-27 21:00:00,48.91,6.671875
2022-01-27 22:00:00,46.36,5.8125
2022-01-27 23:00:00,41.18,5.046875
2022-01-28 00:00:00,40.65,4.40625
2022-01-28 01:00:00,37.78,4.578125
2022-01-28 02:00:00,35.82,4.484375
2022-01-28 03:00:00,36.78,4.625
2022-01-28 04:00:00,35.7,5.046875
2022-01-28 05:00:00,38.47,6.59375
2022-01-28 06:00:00,43.57,9.0625
2022-01-28 07:00:00,53.64,10.59375
2022-01-28 08:00:00,74.46,9.25
2022-01-28 09:00:00,69.43,7.1875
2022-01-28 10:00:00,50.39,5.8125
2022-01-28 11:00:00,46.07,4.484375
2022-01-28 12:00:00,54.18,3.078125
2022-01-28 13:00:00,92.69,1.359375
2022-01-28 14:00:00,49.49,1.3046875
2022-01-28 15:00:00,17.41,1.6484375
2022-01-28 16:00:00,44.03,2.2265625
2022-01-28 17:00:00,68.59,2.609375
2022-01-28 18:00:00,67.66,2.734375
2022-01-28 19:00:00,55.75,2.78125
2022-01-28 20:00:00,44.05,2.71875
2022-01-28 21:00:00,46.83,2.5859375
2022-01-28 22:00:00,44.86,2.5703125
2022-01-28 23:00:00,23.28,2.6953125
2022-01-29 00:00:00,32.34,2.734375
2022-01-29 01:00:00,41.73,2.484375
2022-01-29 02:00:00,36.2,2.3515625
2022-01-29 03:00:00,14.13,2.265625
2022-01-29 04:00:00,24.37,2.2890625
2022-01-29 05:00:00,39.6,2.4609375
2022-01-29 06:00:00,39.93,2.6328125
2022-01-29 07:00:00,61.62,2.734375
2022-01-29 08:00:00,22.08,2.671875
2022-01-29 09:00:00,13.2,2.15625
2022-01-29 10:00:00,15.64,1.6914062
2022-01-29 11:00:00,9.41,1.5195312
2022-01-29 12:00:00,10.48,1.4960938
2022-01-29 13:00:00,11.09,1.625
2022-01-29 14:00:00,12.36,1.9257812
2022-01-29 15:00:00,12.41,2.3984375
2022-01-29 16:00:00,17.54,3.078125
2022-01-29 17:00:00,13.61,3.3828125
2022-01-29 18:00:00,16.51,3.5078125
2022-01-29 19:00:00,37.68,3.8515625
2022-01-29 20:00:00,29.61,4.28125
2022-01-29 21:00:00,24.8,4.578125
2022-01-29 22:00:00,29.1,4.578125
2022-01-29 23:00:00,24.65,4.3125
2022-01-30 00:00:00,25.31,4.0625
2022-01-30 01:00:00,31.95,4.28125
2022-01-30 02:00:00,28.49,4.234375
2022-01-30 03:00:00,27.42,4.3125
2022-01-30 04:00:00,34.41,4.625
2022-01-30 05:00:00,36.12,5.46875
2022-01-30 06:00:00,44.07,6.671875
2022-01-30 07:00:00,45.3,6.765625
2022-01-30 08:00:00,45.09,6.078125
2022-01-30 09:00:00,37.0,4.875
2022-01-30 10:00:00,37.73,2.375
2022-01-30 11:00:00,35.43,1.5625
2022-01-30 12:00:00,25.19,1.25
2022-01-30 13:00:00,37.89,1.1875
2022-01-30 14:00:00,43.53,1.4960938
2022-01-30 15:00:00,50.12,1.796875
2022-01-30 16:00:00,35.53,1.796875
2022-01-30 17:00:00,21.78,1.5195312
2022-01-30 18:00:00,8.74,1.625
2022-01-30 19:00:00,41.41,1.7773438
2022-01-30 20:00:00,45.64,1.7109375
2022-01-30 21:00:00,44.31,1.6914062
2022-01-30 22:00:00,35.98,1.6484375
2022-01-30 23:00:00,22.93,1.5625
2022-01-31 00:00:00,14.55,1.390625
2022-01-31 01:00:00,7.51,1.046875
2022-01-31 02:00:00,5.57,0.9941406
2022-01-31 03:00:00,7.65,1.0039062
2022-01-31 04:00:00,11.65,1.2421875
2022-01-31 05:00:00,19.46,2.3515625
2022-01-31 06:00:00,62.87,4.40625
2022-01-31 07:00:00,97.67,5.5625
2022-01-31 08:00:00,112.86,4.0625
2022-01-31 09:00:00,38.45,2.0078125
2022-01-31 10:00:00,31.64,0.8027344
2022-01-31 11:00:00,32.07,0.6582031
2022-01-31 12:00:00,30.13,0.58203125
2022-01-31 13:00:00,33.02,0.9316406
2022-01-31 14:00:00,48.54,2.09375
2022-01-31 15:00:00,51.64,3.765625
2022-01-31 16:00:00,74.23,4.625
2022-01-31 17:00:00,48.53,4.453125
2022-01-31 18:00:00,73.44,3.8515625
2022-01-31 19:00:00,67.57,3.421875
2022-01-31 20:00:00,49.51,3.078125
2022-01-31 21:00:00,42.89,2.78125
2022-01-31 22:00:00,41.12,2.4609375
2022-01-31 23:00:00,37.9,2.265625
2022-02-01 00:00:00,21.95,2.1171875
2022-02-01 01:00:00,27.25,2.203125
2022-02-01 02:00:00,14.14,2.1171875
2022-02-01 03:00:00,8.77,2.15625
2022-02-01 04:00:00,13.7,3.7265625
2022-02-01 05:00:00,45.91,7.109375
2022-02-01 06:00:00,63.9,12.3125
2022-02-01 07:00:00,58.3,18.8125
2022-02-01 08:00:00,65.35,22.25
2022-02-01 09:00:00,43.09,20.875
2022-02-01 10:00:00,29.81,11.46875
2022-02-01 11:00:00,37.98,9.15625
2022-02-01 12:00:00,45.42,8.375
2022-02-01 13:00:00,43.16,5.265625
2022-02-01 14:00:00,41.62,3.765625
2022-02-01 15:00:00,40.66,3.25
2022-02-01 16:00:00,47.2,2.9921875
2022-02-01 17:00:00,49.35,2.5859375
2022-02-01 18:00:00,39.55,2.3515625
2022-02-01 19:00:00,36.05,2.4140625
2022-02-01 20:00:00,29.0,2.5
2022-02-01 21:00:00,14.92,2.484375
2022-02-01 22:00:00,15.09,2.484375
