time,PM10,PM10_model
2022-01-27 01:00:00,23.9,4.84375
2022-01-27 02:00:00,26.3,4.75
2022-01-27 03:00:00,25.7,4.90625
2022-01-27 04:00:00,23.9,5.625
2022-01-27 05:00:00,22.1,6.515625
2022-01-27 06:00:00,16.7,7.046875
2022-01-27 07:00:00,16.4,6.75
2022-01-27 08:00:00,15.6,5.703125
2022-01-27 09:00:00,15.9,4.921875
2022-01-27 10:00:00,16.8,4.5625
2022-01-27 11:00:00,18.2,4.4375
2022-01-27 12:00:00,22.6,4.625
2022-01-27 13:00:00,22.9,4.765625
2022-01-27 14:00:00,23.6,4.921875
2022-01-27 15:00:00,22.9,5.15625
2022-01-27 16:00:00,20.6,5.46875
2022-01-27 17:00:00,20.1,5.796875
2022-01-27 18:00:00,18.6,5.71875
2022-01-27 19:00:00,17.8,5.484375
2022-01-27 20:00:00,15.3,5.140625
2022-01-27 21:00:00,16.6,4.703125
2022-01-27 22:00:00,20.7,4.59375
2022-01-27 23:00:00,20.7,4.8125
2022-01-28 00:00:00,21.0,5.171875
2022-01-28 01:00:00,20.3,5.390625
2022-01-28 02:00:00,18.3,5.71875
2022-01-28 03:00:00,18.8,5.5625
2022-01-28 04:00:00,20.3,5.15625
2022-01-28 05:00:00,18.9,4.734375
2022-01-28 06:00:00,14.6,4.34375
2022-01-28 07:00:00,13.5,4.078125
2022-01-28 08:00:00,10.2,4.03125
2022-01-28 09:00:00,10.8,4.234375
2022-01-28 10:00:00,12.3,4.40625
2022-01-28 11:00:00,14.0,4.578125
2022-01-28 12:00:00,18.9,5.828125
2022-01-28 13:00:00,18.3,13.1875
2022-01-28 14:00:00,16.6,19.375
2022-01-28 15:00:00,17.5,20.1875
2022-01-28 16:00:00,20.4,19.0
2022-01-28 17:00:00,19.8,17.4375
2022-01-28 18:00:00,18.1,16.75
2022-01-28 19:00:00,18.2,17.3125
2022-01-28 20:00:00,18.5,20.625
2022-01-28 21:00:00,19.3,23.8125
2022-01-28 22:00:00,21.4,24.25
2022-01-28 23:00:00,22.0,23.5625
2022-01-29 00:00:00,23.8,22.125
2022-01-29 01:00:00,23.4,28.0
2022-01-29 02:00:00,22.0,26.125
2022-01-29 03:00:00,21.5,24.625
2022-01-29 04:00:00,20.0,23.1875
2022-01-29 05:00:00,18.6,21.8125
2022-01-29 06:00:00,14.5,20.375
2022-01-29 07:00:00,13.5,18.9375
2022-01-29 08:00:00,10.6,17.4375
2022-01-29 09:00:00,10.2,16.125
2022-01-29 10:00:00,8.9,15.0625
2022-01-29 11:00:00,10.1,14.40625
2022-01-29 12:00:00,13.8,13.6875
2022-01-29 13:00:00,14.6,13.5
2022-01-29 14:00:00,16.9,13.40625
2022-01-29 15:00:00,17.0,13.25
2022-01-29 16:00:00,17.2,12.75
2022-01-29 17:00:00,16.0,12.6875
2022-01-29 18:00:00,12.1,12.28125
2022-01-29 19:00:00,12.6,11.3125
2022-01-29 20:00:00,14.0,10.375
2022-01-29 21:00:00,16.1,9.5625
2022-01-29 22:00:00,22.4,7.921875
2022-01-29 23:00:00,22.7,6.296875
2022-01-30 00:00:00,23.6,5.234375
2022-01-30 01:00:00,23.5,8.03125
2022-01-30 02:00:00,23.0,7.859375
2022-01-30 03:00:00,21.3,7.34375
2022-01-30 04:00:00,16.1,6.9375
2022-01-30 05:00:00,14.9,6.03125
2022-01-30 06:00:00,11.3,4.96875
2022-01-30 07:00:00,10.5,4.25
2022-01-30 08:00:00,8.0,3.8828125
2022-01-30 09:00:00,7.5,3.859375
2022-01-30 10:00:00,6.0,3.6640625
2022-01-30 11:00:00,6.3,3.8046875
2022-01-30 12:00:00,7.1,4.390625
2022-01-30 13:00:00,7.6,6.96875
2022-01-30 14:00:00,9.1,9.5
2022-01-30 15:00:00,9.7,11.59375
2022-01-30 16:00:00,11.6,12.0625
2022-01-30 17:00:00,10.8,11.75
2022-01-30 18:00:00,8.3,11.9375
2022-01-30 19:00:00,7.9,12.65625
2022-01-30 20:00:00,6.7,13.96875
2022-01-30 21:00:00,8.6,15.5
2022-01-30 22:00:00,14.3,16.5
2022-01-30 23:00:00,14.8,16.75
2022-01-31 00:00:00,16.5,16.375
2022-01-31 01:00:00,16.6,11.46875
2022-01-31 02:00:00,16.8,12.09375
2022-01-31 03:00:00,16.7,13.40625
2022-01-31 04:00:00,16.3,15.5
2022-01-31 05:00:00,15.2,14.9375
2022-01-31 06:00:00,11.6,13.1875
2022-01-31 07:00:00,11.3,11.84375
2022-01-31 08:00:00,10.6,11.6875
2022-01-31 09:00:00,10.3,12.4375
2022-01-31 10:00:00,9.7,13.21875
2022-01-31 11:00:00,12.1,14.09375
2022-01-31 12:00:00,19.2,14.3125
2022-01-31 13:00:00,21.0,14.65625
2022-01-31 14:00:00,26.4,15.0625
2022-01-31 15:00:00,26.9,15.625
2022-01-31 16:00:00,28.3,16.625
2022-01-31 17:00:00,27.2,23.4375
2022-01-31 18:00:00,23.9,23.625
2022-01-31 19:00:00,23.2,12.59375
2022-01-31 20:00:00,21.0,8.40625
2022-01-31 21:00:00,21.4,9.46875
2022-01-31 22:00:00,22.9,13.125
2022-01-31 23:00:00,21.5,18.75
2022-02-01 00:00:00,17.3,23.0
2022-02-01 01:00:00,18.7,67.25
2022-02-01 02:00:00,22.6,72.0
2022-02-01 03:00:00,22.7,72.25
2022-02-01 04:00:00,22.9,72.25
2022-02-01 05:00:00,21.2,73.75
2022-02-01 06:00:00,16.0,74.0
2022-02-01 07:00:00,14.8,66.75
2022-02-01 08:00:00,11.3,54.125
2022-02-01 09:00:00,11.3,43.0
2022-02-01 10:00:00,11.3,26.75
2022-02-01 11:00:00,13.5,14.5625
2022-02-01 12:00:00,20.1,9.09375
2022-02-01 13:00:00,19.8,5.890625
2022-02-01 14:00:00,18.7,4.0
2022-02-01 15:00:00,19.7,3.7734375
2022-02-01 16:00:00,22.8,3.890625
2022-02-01 17:00:00,21.2,3.9921875
2022-02-01 18:00:00,16.4,3.8515625
2022-02-01 19:00:00,15.2,3.6875
2022-02-01 20:00:00,11.5,4.09375
2022-02-01 21:00:00,13.4,4.90625
2022-02-01 22:00:00,19.2,6.359375
2022-02-01 23:00:00,19.8,7.140625
2022-02-02 00:00:00,21.7,5.8125
2022-02-02 01:00:00,20.4,4.1875
2022-02-02 02:00:00,16.7,3.6484375
2022-02-02 03:00:00,16.3,3.9296875
2022-02-02 04:00:00,15.1,4.5625
2022-02-02 05:00:00,14.0,5.015625
2022-02-02 06:00:00,10.6,5.921875
2022-02-02 07:00:00,10.0,7.0
2022-02-02 08:00:00,7.9,8.1875
2022-02-02 09:00:00,7.4,9.28125
2022-02-02 10:00:00,6.1,9.34375
2022-02-02 11:00:00,7.6,8.53125
