time,PM10,PM10_model
2022-01-27 01:00:00,20.5,18.4375
2022-01-27 02:00:00,16.5,16.5625
2022-01-27 03:00:00,13.5,14.8125
2022-01-27 04:00:00,12.8,13.40625
2022-01-27 05:00:00,15.6,14.75
2022-01-27 06:00:00,17.7,22.0625
2022-01-27 07:00:00,15.0,30.5
2022-01-27 08:00:00,15.6,31.6875
2022-01-27 09:00:00,18.7,27.1875
2022-01-27 10:00:00,19.2,20.0625
2022-01-27 11:00:00,,16.4375
2022-01-27 12:00:00,,13.875
2022-01-27 13:00:00,,11.9375
2022-01-27 14:00:00,,11.15625
2022-01-27 15:00:00,21.3,11.28125
2022-01-27 16:00:00,22.9,12.9375
2022-01-27 17:00:00,30.0,15.78125
2022-01-27 18:00:00,28.6,18.0625
2022-01-27 19:00:00,26.2,19.9375
2022-01-27 20:00:00,22.7,21.625
2022-01-27 21:00:00,18.1,22.9375
2022-01-27 22:00:00,17.0,22.0625
2022-01-27 23:00:00,17.8,17.5625
2022-01-28 00:00:00,19.6,14.28125
2022-01-28 01:00:00,20.2,14.8125
2022-01-28 02:00:00,23.8,13.96875
2022-01-28 03:00:00,26.2,13.15625
2022-01-28 04:00:00,26.5,12.375
2022-01-28 05:00:00,27.8,12.71875
2022-01-28 06:00:00,26.1,16.5625
2022-01-28 07:00:00,23.1,22.4375
2022-01-28 08:00:00,24.7,27.9375
2022-01-28 09:00:00,33.1,32.0
2022-01-28 10:00:00,39.5,33.375
2022-01-28 11:00:00,39.5,29.8125
2022-01-28 12:00:00,40.2,23.75
2022-01-28 13:00:00,44.7,16.125
2022-01-28 14:00:00,39.5,13.5
2022-01-28 15:00:00,41.1,12.21875
2022-01-28 16:00:00,42.9,13.34375
2022-01-28 17:00:00,41.6,16.5
2022-01-28 18:00:00,37.7,19.8125
2022-01-28 19:00:00,35.1,24.0625
2022-01-28 20:00:00,33.2,27.6875
2022-01-28 21:00:00,33.4,29.25
2022-01-28 22:00:00,38.1,27.5625
2022-01-28 23:00:00,34.3,21.8125
2022-01-29 00:00:00,18.5,16.5625
2022-01-29 01:00:00,14.2,11.78125
2022-01-29 02:00:00,12.0,12.1875
2022-01-29 03:00:00,12.1,12.90625
2022-01-29 04:00:00,13.6,13.9375
2022-01-29 05:00:00,14.5,16.0
2022-01-29 06:00:00,12.3,23.6875
2022-01-29 07:00:00,9.9,31.875
2022-01-29 08:00:00,6.5,33.375
2022-01-29 09:00:00,6.1,27.3125
2022-01-29 10:00:00,7.4,17.625
2022-01-29 11:00:00,11.5,11.90625
2022-01-29 12:00:00,8.1,7.265625
2022-01-29 13:00:00,11.0,2.7890625
2022-01-29 14:00:00,11.8,2.140625
2022-01-29 15:00:00,14.3,1.8789062
2022-01-29 16:00:00,16.5,3.5625
2022-01-29 17:00:00,19.0,7.015625
2022-01-29 18:00:00,19.8,11.625
2022-01-29 19:00:00,17.7,15.3125
2022-01-29 20:00:00,17.5,14.90625
2022-01-29 21:00:00,15.4,12.71875
2022-01-29 22:00:00,14.0,10.625
2022-01-29 23:00:00,14.4,9.125
2022-01-30 00:00:00,11.1,8.375
2022-01-30 01:00:00,7.7,8.09375
2022-01-30 02:00:00,7.5,8.78125
2022-01-30 03:00:00,6.5,9.40625
2022-01-30 04:00:00,8.7,10.1875
2022-01-30 05:00:00,6.7,12.1875
2022-01-30 06:00:00,8.5,19.625
2022-01-30 07:00:00,6.3,30.875
2022-01-30 08:00:00,6.4,38.25
2022-01-30 09:00:00,6.0,38.0
2022-01-30 10:00:00,9.4,27.8125
2022-01-30 11:00:00,10.7,20.375
2022-01-30 12:00:00,8.9,13.96875
2022-01-30 13:00:00,9.5,5.890625
2022-01-30 14:00:00,9.9,4.453125
2022-01-30 15:00:00,9.4,4.0
2022-01-30 16:00:00,7.2,4.875
2022-01-30 17:00:00,8.0,6.53125
2022-01-30 18:00:00,8.8,8.125
2022-01-30 19:00:00,11.2,9.125
2022-01-30 20:00:00,22.3,8.125
2022-01-30 21:00:00,34.9,6.203125
2022-01-30 22:00:00,34.2,4.046875
2022-01-30 23:00:00,22.4,2.1796875
2022-01-31 00:00:00,14.4,1.5117188
2022-01-31 01:00:00,8.7,1.9492188
2022-01-31 02:00:00,7.9,1.8515625
2022-01-31 03:00:00,7.5,2.0546875
2022-01-31 04:00:00,3.4,2.765625
2022-01-31 05:00:00,1.4,4.390625
2022-01-31 06:00:00,2.2,8.28125
2022-01-31 07:00:00,2.9,12.78125
2022-01-31 08:00:00,3.8,12.96875
2022-01-31 09:00:00,6.2,8.9375
2022-01-31 10:00:00,3.4,4.53125
2022-01-31 11:00:00,3.5,3.4609375
2022-01-31 12:00:00,5.9,2.953125
2022-01-31 13:00:00,4.9,3.4375
2022-01-31 14:00:00,4.9,3.8671875
2022-01-31 15:00:00,9.1,3.53125
2022-01-31 16:00:00,14.3,3.7421875
2022-01-31 17:00:00,16.6,4.8125
2022-01-31 18:00:00,15.0,6.171875
2022-01-31 19:00:00,16.8,6.96875
2022-01-31 20:00:00,22.7,7.03125
2022-01-31 21:00:00,20.2,6.828125
2022-01-31 22:00:00,21.4,6.4375
2022-01-31 23:00:00,19.4,5.53125
2022-02-01 00:00:00,17.8,5.109375
2022-02-01 01:00:00,13.8,3.8984375
2022-02-01 02:00:00,10.3,4.265625
2022-02-01 03:00:00,9.0,4.90625
2022-02-01 04:00:00,9.5,5.890625
2022-02-01 05:00:00,10.5,7.796875
2022-02-01 06:00:00,11.4,13.5625
2022-02-01 07:00:00,11.7,20.8125
2022-02-01 08:00:00,16.9,23.6875
2022-02-01 09:00:00,20.1,22.0
2022-02-01 10:00:00,39.0,18.0
2022-02-01 11:00:00,36.4,12.875
2022-02-01 12:00:00,24.8,8.15625
2022-02-01 13:00:00,17.8,3.203125
2022-02-01 14:00:00,16.7,3.2578125
2022-02-01 15:00:00,18.7,4.390625
2022-02-01 16:00:00,19.0,6.1875
2022-02-01 17:00:00,17.4,8.09375
2022-02-01 18:00:00,19.4,9.5625
2022-02-01 19:00:00,19.5,10.90625
2022-02-01 20:00:00,18.9,11.53125
2022-02-01 21:00:00,19.6,11.5
2022-02-01 22:00:00,18.2,10.84375
2022-02-01 23:00:00,15.7,9.1875
2022-02-02 00:00:00,12.8,8.0625
2022-02-02 01:00:00,8.0,9.90625
2022-02-02 02:00:00,5.7,10.21875
2022-02-02 03:00:00,4.5,10.0
2022-02-02 04:00:00,1.7,9.375
2022-02-02 05:00:00,0.2,8.71875
2022-02-02 06:00:00,0.5,9.6875
2022-02-02 07:00:00,1.1,11.625
2022-02-02 08:00:00,3.6,12.5
2022-02-02 09:00:00,4.2,11.40625
2022-02-02 10:00:00,3.1,6.40625
2022-02-02 11:00:00,0.8,4.125
2022-02-02 12:00:00,1.1,3.046875
2022-02-02 13:00:00,4.4,2.4921875
2022-02-02 14:00:00,4.3,2.5234375
2022-02-02 15:00:00,4.9,2.828125
2022-02-02 16:00:00,5.3,8.0625
2022-02-02 17:00:00,9.6,19.0
2022-02-02 18:00:00,13.4,30.375
2022-02-02 19:00:00,13.4,35.375
2022-02-02 20:00:00,15.8,34.125
2022-02-02 21:00:00,14.7,32.0
2022-02-02 22:00:00,8.9,24.9375
2022-02-02 23:00:00,7.2,15.8125
2022-02-03 00:00:00,5.6,11.0625
2022-02-03 01:00:00,7.3,7.203125
2022-02-03 02:00:00,5.6,6.453125
2022-02-03 03:00:00,6.3,6.140625
2022-02-03 04:00:00,8.6,6.96875
2022-02-03 05:00:00,6.9,9.71875
2022-02-03 06:00:00,5.1,18.4375
2022-02-03 07:00:00,5.6,27.625
2022-02-03 08:00:00,8.4,31.75
2022-02-03 09:00:00,,30.8125
2022-02-03 10:00:00,,18.9375
2022-02-03 11:00:00,,20.4375
2022-02-03 12:00:00,11.8,20.4375
2022-02-03 13:00:00,15.1,8.375
2022-02-03 14:00:00,15.0,5.265625
2022-02-03 15:00:00,11.9,4.625
2022-02-03 16:00:00,12.7,5.53125
2022-02-03 17:00:00,8.7,7.28125
2022-02-03 18:00:00,4.2,9.125
2022-02-03 19:00:00,7.2,14.71875
2022-02-03 20:00:00,15.5,21.5
2022-02-03 21:00:00,19.0,24.25
2022-02-03 22:00:00,15.7,21.375
2022-02-03 23:00:00,15.4,15.3125
