time,PM10,PM10_model
2022-01-27 01:00:00,37.815,16.4375
2022-01-27 02:00:00,29.473,14.78125
2022-01-27 03:00:00,28.586,12.03125
2022-01-27 04:00:00,27.272,10.03125
2022-01-27 05:00:00,27.084,10.09375
2022-01-27 06:00:00,28.448,11.15625
2022-01-27 07:00:00,31.703,11.03125
2022-01-27 08:00:00,44.235,11.0
2022-01-27 09:00:00,41.081,11.28125
2022-01-27 10:00:00,37.062,10.84375
2022-01-27 11:00:00,33.895,9.90625
2022-01-27 12:00:00,28.91,7.9375
2022-01-27 13:00:00,31.046,5.875
2022-01-27 14:00:00,26.53,4.625
2022-01-27 15:00:00,18.126,3.9921875
2022-01-27 16:00:00,25.07,3.7265625
2022-01-27 17:00:00,23.541,3.8125
2022-01-27 18:00:00,12.226,4.328125
2022-01-27 19:00:00,7.777,5.453125
2022-01-27 20:00:00,8.385,7.078125
2022-01-27 21:00:00,9.368,8.84375
2022-01-27 22:00:00,8.273,10.625
2022-01-27 23:00:00,10.708,11.125
2022-01-28 00:00:00,10.699,11.375
2022-01-28 01:00:00,9.344,9.125
2022-01-28 02:00:00,12.541,8.9375
2022-01-28 03:00:00,12.744,8.53125
2022-01-28 04:00:00,14.514,8.0625
2022-01-28 05:00:00,18.401,7.875
2022-01-28 06:00:00,22.584,8.59375
2022-01-28 07:00:00,30.393,9.9375
2022-01-28 08:00:00,19.936,10.5
2022-01-28 09:00:00,24.418,10.875
2022-01-28 10:00:00,41.149,10.84375
2022-01-28 11:00:00,42.72,10.5
2022-01-28 12:00:00,26.611,9.65625
2022-01-28 13:00:00,33.496,7.578125
2022-01-28 14:00:00,26.826,7.703125
2022-01-28 15:00:00,30.195,7.765625
2022-01-28 16:00:00,25.887,7.578125
2022-01-28 17:00:00,31.365,8.0625
2022-01-28 18:00:00,24.435,11.4375
2022-01-28 19:00:00,31.033,13.0625
2022-01-28 20:00:00,30.232,12.59375
2022-01-28 21:00:00,29.459,13.65625
2022-01-28 22:00:00,26.185,13.96875
2022-01-28 23:00:00,24.93,11.96875
2022-01-29 00:00:00,20.302,10.6875
2022-01-29 01:00:00,21.682,16.875
2022-01-29 02:00:00,23.765,16.1875
2022-01-29 03:00:00,24.052,15.375
2022-01-29 04:00:00,22.927,13.5
2022-01-29 05:00:00,19.336,10.96875
2022-01-29 06:00:00,14.876,9.90625
2022-01-29 07:00:00,12.507,9.0625
2022-01-29 08:00:00,16.158,8.4375
2022-01-29 09:00:00,16.408,8.0
2022-01-29 10:00:00,14.438,7.21875
2022-01-29 11:00:00,14.279,6.09375
2022-01-29 12:00:00,10.913,4.890625
2022-01-29 13:00:00,6.458,4.15625
2022-01-29 14:00:00,5.748,3.6328125
2022-01-29 15:00:00,7.862,3.2421875
2022-01-29 16:00:00,10.955,3.2421875
2022-01-29 17:00:00,12.318,3.0390625
2022-01-29 18:00:00,10.077,2.5859375
2022-01-29 19:00:00,9.48,2.1796875
2022-01-29 20:00:00,13.367,2.28125
2022-01-29 21:00:00,15.298,3.0703125
2022-01-29 22:00:00,17.639,4.3125
2022-01-29 23:00:00,16.164,5.421875
2022-01-30 00:00:00,16.157,6.484375
2022-01-30 01:00:00,17.57,7.109375
2022-01-30 02:00:00,20.861,6.9375
2022-01-30 03:00:00,26.485,6.71875
2022-01-30 04:00:00,22.699,6.734375
2022-01-30 05:00:00,19.997,7.03125
2022-01-30 06:00:00,20.091,7.3125
2022-01-30 07:00:00,21.678,7.65625
2022-01-30 08:00:00,21.797,8.1875
2022-01-30 09:00:00,18.225,8.8125
2022-01-30 10:00:00,21.266,9.4375
2022-01-30 11:00:00,24.329,9.90625
2022-01-30 12:00:00,25.992,10.28125
2022-01-30 13:00:00,26.463,10.125
2022-01-30 14:00:00,26.313,10.3125
2022-01-30 15:00:00,26.338,10.65625
2022-01-30 16:00:00,27.377,11.4375
2022-01-30 17:00:00,26.003,12.40625
2022-01-30 18:00:00,30.877,13.375
2022-01-30 19:00:00,33.137,13.5625
2022-01-30 20:00:00,35.277,12.0
2022-01-30 21:00:00,32.827,10.5
2022-01-30 22:00:00,24.841,9.40625
2022-01-30 23:00:00,21.086,9.1875
2022-01-31 00:00:00,16.881,8.96875
2022-01-31 01:00:00,15.203,7.671875
2022-01-31 02:00:00,12.845,5.421875
2022-01-31 03:00:00,11.704,3.7109375
2022-01-31 04:00:00,7.706,3.203125
2022-01-31 05:00:00,6.497,2.765625
2022-01-31 06:00:00,13.095,2.515625
2022-01-31 07:00:00,18.431,1.9882812
2022-01-31 08:00:00,12.417,2.0234375
2022-01-31 09:00:00,9.566,2.109375
2022-01-31 10:00:00,9.406,2.1328125
2022-01-31 11:00:00,8.536,2.1796875
2022-01-31 12:00:00,7.497,2.2421875
2022-01-31 13:00:00,8.669,2.140625
2022-01-31 14:00:00,6.291,2.0859375
2022-01-31 15:00:00,6.438,2.71875
2022-01-31 16:00:00,6.321,3.03125
2022-01-31 17:00:00,6.895,3.1484375
2022-01-31 18:00:00,6.286,3.125
2022-01-31 19:00:00,5.37,2.7421875
2022-01-31 20:00:00,4.522,3.171875
2022-01-31 21:00:00,4.537,3.8203125
2022-01-31 22:00:00,14.706,4.828125
2022-01-31 23:00:00,22.391,5.390625
2022-02-01 00:00:00,20.622,5.09375
2022-02-01 01:00:00,19.267,5.171875
2022-02-01 02:00:00,11.701,5.4375
2022-02-01 03:00:00,14.745,5.859375
2022-02-01 04:00:00,20.954,5.953125
2022-02-01 05:00:00,17.034,5.859375
2022-02-01 06:00:00,21.07,6.21875
2022-02-01 07:00:00,27.922,7.34375
2022-02-01 08:00:00,35.515,9.0
2022-02-01 09:00:00,23.998,12.90625
2022-02-01 10:00:00,19.136,11.71875
2022-02-01 11:00:00,19.371,9.15625
2022-02-01 12:00:00,21.46,7.578125
2022-02-01 13:00:00,12.331,6.140625
2022-02-01 14:00:00,20.2,4.671875
2022-02-01 15:00:00,47.824,4.0
2022-02-01 16:00:00,15.365,4.125
2022-02-01 17:00:00,9.627,4.6875
2022-02-01 18:00:00,10.687,5.9375
2022-02-01 19:00:00,10.989,6.59375
2022-02-01 20:00:00,14.456,7.109375
2022-02-01 21:00:00,15.298,7.34375
2022-02-01 22:00:00,14.021,7.078125
2022-02-01 23:00:00,19.396,6.59375
