time,PM10,PM10_model
2022-01-27 01:00:00,12.05,7.125
2022-01-27 02:00:00,12.05,7.34375
2022-01-27 03:00:00,12.05,7.390625
2022-01-27 04:00:00,12.05,7.5625
2022-01-27 05:00:00,12.05,8.1875
2022-01-27 06:00:00,12.05,9.0625
2022-01-27 07:00:00,12.05,9.1875
2022-01-27 08:00:00,12.05,8.40625
2022-01-27 09:00:00,12.05,7.375
2022-01-27 10:00:00,11.28,5.71875
2022-01-27 11:00:00,12.05,4.921875
2022-01-27 12:00:00,12.05,4.140625
2022-01-27 13:00:00,12.05,3.3515625
2022-01-27 14:00:00,12.05,3.6875
2022-01-27 15:00:00,12.05,3.953125
2022-01-27 16:00:00,12.05,4.28125
2022-01-27 17:00:00,12.05,4.484375
2022-01-27 18:00:00,12.05,4.484375
2022-01-27 19:00:00,12.05,4.359375
2022-01-27 20:00:00,12.05,4.21875
2022-01-27 21:00:00,12.05,4.125
2022-01-27 22:00:00,12.05,4.125
2022-01-27 23:00:00,12.05,4.75
2022-01-28 00:00:00,12.05,5.765625
2022-01-28 01:00:00,28.39,6.640625
2022-01-28 02:00:00,53.62,7.484375
2022-01-28 03:00:00,53.62,8.09375
2022-01-28 04:00:00,53.62,7.34375
2022-01-28 05:00:00,53.62,5.78125
2022-01-28 06:00:00,53.62,4.890625
2022-01-28 07:00:00,53.62,4.484375
2022-01-28 08:00:00,53.62,4.125
2022-01-28 09:00:00,53.62,3.8828125
2022-01-28 10:00:00,53.62,3.1015625
2022-01-28 11:00:00,53.62,3.0703125
2022-01-28 12:00:00,53.62,3.2890625
2022-01-28 13:00:00,53.62,3.4375
2022-01-28 14:00:00,53.62,3.6796875
2022-01-28 15:00:00,53.62,4.03125
2022-01-28 16:00:00,53.62,4.671875
2022-01-28 17:00:00,53.62,5.390625
2022-01-28 18:00:00,53.62,5.703125
2022-01-28 19:00:00,53.62,6.03125
2022-01-28 20:00:00,53.62,6.375
2022-01-28 21:00:00,53.62,6.203125
2022-01-28 22:00:00,53.62,5.484375
2022-01-28 23:00:00,53.62,4.65625
2022-01-29 00:00:00,53.62,3.9921875
2022-01-29 01:00:00,45.92,3.5234375
2022-01-29 02:00:00,33.18,2.8984375
2022-01-29 03:00:00,33.18,2.3984375
2022-01-29 04:00:00,33.18,2.265625
2022-01-29 05:00:00,33.18,2.5078125
2022-01-29 06:00:00,33.18,3.015625
2022-01-29 07:00:00,33.18,3.21875
2022-01-29 08:00:00,33.17,3.3046875
2022-01-29 09:00:00,33.18,3.3671875
2022-01-29 10:00:00,33.18,2.0859375
2022-01-29 11:00:00,33.17,2.09375
2022-01-29 12:00:00,33.18,2.2890625
2022-01-29 13:00:00,33.17,2.71875
2022-01-29 14:00:00,33.17,3.53125
2022-01-29 15:00:00,33.17,4.234375
2022-01-29 16:00:00,33.17,5.203125
2022-01-29 17:00:00,33.17,6.5625
2022-01-29 18:00:00,33.18,7.640625
2022-01-29 19:00:00,33.18,8.0625
2022-01-29 20:00:00,33.18,7.78125
2022-01-29 21:00:00,33.18,6.703125
2022-01-29 22:00:00,33.18,4.921875
2022-01-29 23:00:00,33.17,3.796875
2022-01-30 00:00:00,33.18,3.4140625
2022-01-30 01:00:00,32.8,3.8984375
2022-01-30 02:00:00,32.22,4.0
2022-01-30 03:00:00,32.22,4.84375
2022-01-30 04:00:00,32.22,5.75
2022-01-30 05:00:00,32.22,6.265625
2022-01-30 06:00:00,32.22,6.0
2022-01-30 07:00:00,32.22,5.015625
2022-01-30 08:00:00,32.22,3.9296875
2022-01-30 09:00:00,32.22,3.8359375
2022-01-30 10:00:00,32.22,3.9375
2022-01-30 11:00:00,32.22,2.5078125
2022-01-30 12:00:00,32.22,1.3125
2022-01-30 13:00:00,32.22,1.3671875
2022-01-30 14:00:00,32.22,1.5507812
2022-01-30 15:00:00,32.22,1.5507812
2022-01-30 16:00:00,32.22,1.6015625
2022-01-30 17:00:00,32.22,1.7539062
2022-01-30 18:00:00,32.22,2.0703125
2022-01-30 19:00:00,32.22,2.4921875
2022-01-30 20:00:00,32.22,2.6953125
2022-01-30 21:00:00,32.22,2.1484375
2022-01-30 22:00:00,32.22,1.4921875
2022-01-30 23:00:00,32.22,1.2578125
2022-01-31 00:00:00,32.22,1.2421875
2022-01-31 01:00:00,31.75,1.1992188
2022-01-31 02:00:00,30.98,1.1445312
2022-01-31 03:00:00,30.98,1.1132812
2022-01-31 04:00:00,30.98,1.1328125
2022-01-31 05:00:00,30.98,1.2890625
2022-01-31 06:00:00,30.98,1.5
2022-01-31 07:00:00,30.98,1.6523438
2022-01-31 08:00:00,30.98,1.6796875
2022-01-31 09:00:00,30.98,1.578125
2022-01-31 10:00:00,30.98,1.2382812
2022-01-31 11:00:00,30.98,1.2578125
2022-01-31 12:00:00,30.98,1.25
2022-01-31 13:00:00,30.98,1.4960938
2022-01-31 14:00:00,30.98,1.90625
2022-01-31 15:00:00,30.98,2.328125
2022-01-31 16:00:00,30.98,2.828125
2022-01-31 17:00:00,30.98,3.2578125
2022-01-31 18:00:00,30.98,3.6796875
2022-01-31 19:00:00,30.98,3.671875
2022-01-31 20:00:00,30.98,3.125
2022-01-31 21:00:00,30.98,2.703125
2022-01-31 22:00:00,30.98,2.5703125
2022-01-31 23:00:00,30.98,2.4765625
2022-02-01 00:00:00,30.98,2.53125
2022-02-01 01:00:00,42.37,2.40625
2022-02-01 02:00:00,59.49,2.984375
2022-02-01 03:00:00,59.49,4.9375
2022-02-01 04:00:00,59.49,8.25
2022-02-01 05:00:00,59.49,11.90625
2022-02-01 06:00:00,59.49,12.21875
2022-02-01 07:00:00,59.5,9.09375
2022-02-01 08:00:00,59.5,7.171875
2022-02-01 09:00:00,59.49,7.03125
2022-02-01 10:00:00,59.49,7.796875
2022-02-01 11:00:00,59.5,8.71875
2022-02-01 12:00:00,59.49,7.765625
2022-02-01 13:00:00,59.49,6.109375
2022-02-01 14:00:00,59.49,5.40625
2022-02-01 15:00:00,59.5,5.109375
2022-02-01 16:00:00,59.49,5.109375
2022-02-01 17:00:00,59.49,5.15625
2022-02-01 18:00:00,59.49,5.375
2022-02-01 19:00:00,59.49,7.203125
2022-02-01 20:00:00,59.49,10.0
2022-02-01 21:00:00,59.49,10.71875
2022-02-01 22:00:00,59.5,8.75
2022-02-01 23:00:00,59.5,6.828125
2022-02-02 00:00:00,59.5,6.25
