time,O3,O3_model
2022-01-27 01:00:00,37.718,48.625
2022-01-27 02:00:00,40.818,45.375
2022-01-27 03:00:00,39.606,42.875
2022-01-27 04:00:00,,42.5
2022-01-27 05:00:00,36.278,44.625
2022-01-27 06:00:00,32.96,47.875
2022-01-27 07:00:00,25.026,50.75
2022-01-27 08:00:00,27.176,50.75
2022-01-27 09:00:00,32.896,52.125
2022-01-27 10:00:00,18.4208,55.0
2022-01-27 11:00:00,22.7,57.875
2022-01-27 12:00:00,26.336,62.125
2022-01-27 13:00:00,29.582,62.875
2022-01-27 14:00:00,31.146,57.125
2022-01-27 15:00:00,34.662,51.375
2022-01-27 16:00:00,26.426,52.125
2022-01-27 17:00:00,27.632,53.625
2022-01-27 18:00:00,32.144,54.25
2022-01-27 19:00:00,33.096,60.0
2022-01-27 20:00:00,17.8262,66.5
2022-01-27 21:00:00,32.586,71.5
2022-01-27 22:00:00,30.35,72.75
2022-01-27 23:00:00,38.094,72.0
2022-01-28 00:00:00,39.844,69.25
2022-01-28 01:00:00,38.096,64.25
2022-01-28 02:00:00,39.72,62.875
2022-01-28 03:00:00,40.5,59.25
2022-01-28 04:00:00,43.196,53.625
2022-01-28 05:00:00,40.982,49.25
2022-01-28 06:00:00,,46.375
2022-01-28 07:00:00,55.748,45.75
2022-01-28 08:00:00,63.572,47.125
2022-01-28 09:00:00,71.47,52.875
2022-01-28 10:00:00,77.5,62.875
2022-01-28 11:00:00,77.228,70.0
2022-01-28 12:00:00,76.9,73.5
2022-01-28 13:00:00,76.802,75.0
2022-01-28 14:00:00,74.212,73.5
2022-01-28 15:00:00,73.052,72.0
2022-01-28 16:00:00,71.056,70.75
2022-01-28 17:00:00,70.9,70.0
2022-01-28 18:00:00,67.89,70.0
2022-01-28 19:00:00,67.212,70.0
2022-01-28 20:00:00,67.046,70.75
2022-01-28 21:00:00,66.974,70.75
2022-01-28 22:00:00,68.466,70.75
2022-01-28 23:00:00,73.686,69.25
2022-01-29 00:00:00,72.204,68.5
2022-01-29 01:00:00,65.358,65.75
2022-01-29 02:00:00,62.132,64.25
2022-01-29 03:00:00,53.556,62.125
2022-01-29 04:00:00,41.684,58.625
2022-01-29 05:00:00,44.862,53.625
2022-01-29 06:00:00,40.434,50.0
2022-01-29 07:00:00,40.436,46.375
2022-01-29 08:00:00,,44.25
2022-01-29 09:00:00,49.148,47.125
2022-01-29 10:00:00,53.452,62.875
2022-01-29 11:00:00,53.788,59.25
2022-01-29 12:00:00,50.29,46.375
2022-01-29 13:00:00,49.02,45.75
2022-01-29 14:00:00,49.172,57.875
2022-01-29 15:00:00,62.244,65.0
2022-01-29 16:00:00,69.102,66.5
2022-01-29 17:00:00,66.094,66.5
2022-01-29 18:00:00,65.924,66.5
2022-01-29 19:00:00,59.488,67.0
2022-01-29 20:00:00,59.936,65.75
2022-01-29 21:00:00,60.932,63.625
2022-01-29 22:00:00,59.306,61.5
2022-01-29 23:00:00,53.628,60.75
2022-01-30 00:00:00,53.368,63.625
2022-01-30 01:00:00,49.084,56.5
2022-01-30 02:00:00,46.194,64.25
2022-01-30 03:00:00,59.012,65.0
2022-01-30 04:00:00,59.888,58.625
2022-01-30 05:00:00,58.194,52.875
2022-01-30 06:00:00,62.296,55.0
2022-01-30 07:00:00,67.782,64.25
2022-01-30 08:00:00,72.168,70.75
2022-01-30 09:00:00,76.6,72.75
2022-01-30 10:00:00,,73.5
2022-01-30 11:00:00,79.29,75.0
2022-01-30 12:00:00,78.728,77.0
2022-01-30 13:00:00,78.316,77.75
2022-01-30 14:00:00,78.264,78.5
