time,O3,O3_model
2022-01-27 01:00:00,14.6,15.71875
2022-01-27 02:00:00,18.6,15.71875
2022-01-27 03:00:00,27.1,16.4375
2022-01-27 04:00:00,32.7,17.875
2022-01-27 05:00:00,24.4,19.25
2022-01-27 06:00:00,16.6,19.25
2022-01-27 07:00:00,8.5,16.9375
2022-01-27 08:00:00,6.8,15.53125
2022-01-27 09:00:00,7.3,20.875
2022-01-27 10:00:00,11.3,27.5
2022-01-27 11:00:00,16.2,31.0625
2022-01-27 12:00:00,26.1,34.625
2022-01-27 13:00:00,55.7,70.0
2022-01-27 14:00:00,64.6,73.5
2022-01-27 15:00:00,66.1,72.0
2022-01-27 16:00:00,41.7,50.75
2022-01-27 17:00:00,37.2,27.125
2022-01-27 18:00:00,20.2,17.3125
2022-01-27 19:00:00,13.4,15.1875
2022-01-27 20:00:00,15.4,16.625
2022-01-27 21:00:00,18.9,19.8125
2022-01-27 22:00:00,23.3,23.1875
2022-01-27 23:00:00,18.7,25.0
2022-01-28 00:00:00,18.1,26.4375
2022-01-28 01:00:00,15.5,27.875
2022-01-28 02:00:00,15.1,27.125
2022-01-28 03:00:00,14.6,26.0625
2022-01-28 04:00:00,13.5,26.4375
2022-01-28 05:00:00,11.5,27.125
2022-01-28 06:00:00,6.9,26.4375
2022-01-28 07:00:00,6.7,28.25
2022-01-28 08:00:00,6.6,30.75
2022-01-28 09:00:00,7.5,33.5
2022-01-28 10:00:00,8.1,37.5
2022-01-28 11:00:00,14.2,42.5
2022-01-28 12:00:00,20.4,48.625
2022-01-28 13:00:00,35.3,53.625
2022-01-28 14:00:00,49.4,55.75
2022-01-28 15:00:00,62.6,53.625
2022-01-28 16:00:00,61.2,44.25
2022-01-28 17:00:00,36.2,32.125
2022-01-28 18:00:00,32.0,26.0625
2022-01-28 19:00:00,28.9,32.125
2022-01-28 20:00:00,20.1,29.625
2022-01-28 21:00:00,28.8,28.25
2022-01-28 22:00:00,14.6,27.875
2022-01-28 23:00:00,18.6,25.375
2022-01-29 00:00:00,23.8,22.6875
2022-01-29 01:00:00,24.1,20.0
2022-01-29 02:00:00,20.5,20.375
2022-01-29 03:00:00,21.7,20.1875
2022-01-29 04:00:00,19.5,19.625
2022-01-29 05:00:00,22.6,18.75
2022-01-29 06:00:00,21.9,17.125
2022-01-29 07:00:00,20.8,15.1875
2022-01-29 08:00:00,15.5,14.46875
2022-01-29 09:00:00,20.1,18.9375
2022-01-29 10:00:00,29.8,25.375
2022-01-29 11:00:00,48.8,30.375
2022-01-29 12:00:00,57.3,33.5
2022-01-29 13:00:00,64.7,43.25
2022-01-29 14:00:00,70.3,46.375
2022-01-29 15:00:00,74.9,47.875
2022-01-29 16:00:00,75.1,46.375
2022-01-29 17:00:00,61.0,41.375
2022-01-29 18:00:00,53.3,38.25
2022-01-29 19:00:00,37.3,36.0
2022-01-29 20:00:00,41.9,35.375
2022-01-29 21:00:00,39.0,35.375
2022-01-29 22:00:00,28.3,33.875
2022-01-29 23:00:00,30.4,31.8125
2022-01-30 00:00:00,24.9,30.75
2022-01-30 01:00:00,25.4,43.625
2022-01-30 02:00:00,30.8,41.375
2022-01-30 03:00:00,30.4,38.5
2022-01-30 04:00:00,27.9,37.5
2022-01-30 05:00:00,16.5,38.25
2022-01-30 06:00:00,11.9,39.625
2022-01-30 07:00:00,8.7,39.25
2022-01-30 08:00:00,10.0,41.125
2022-01-30 09:00:00,17.5,47.125
2022-01-30 10:00:00,20.7,52.875
2022-01-30 11:00:00,28.0,55.0
2022-01-30 12:00:00,45.7,57.125
2022-01-30 13:00:00,56.9,60.0
2022-01-30 14:00:00,62.8,62.125
2022-01-30 15:00:00,62.4,61.5
2022-01-30 16:00:00,60.6,55.75
2022-01-30 17:00:00,64.3,42.125
2022-01-30 18:00:00,39.2,31.4375
2022-01-30 19:00:00,29.1,25.6875
2022-01-30 20:00:00,35.0,22.3125
2022-01-30 21:00:00,35.2,21.25
2022-01-30 22:00:00,35.3,23.1875
2022-01-30 23:00:00,34.1,24.625
2022-01-31 00:00:00,32.2,25.0
2022-01-31 01:00:00,32.2,27.125
2022-01-31 02:00:00,20.2,29.625
2022-01-31 03:00:00,17.8,30.75
2022-01-31 04:00:00,22.0,30.75
2022-01-31 05:00:00,22.5,30.75
2022-01-31 06:00:00,12.7,29.3125
2022-01-31 07:00:00,4.1,32.125
2022-01-31 08:00:00,4.7,49.25
2022-01-31 09:00:00,43.5,65.75
2022-01-31 10:00:00,73.5,94.25
2022-01-31 11:00:00,83.2,94.25
2022-01-31 12:00:00,85.9,90.75
2022-01-31 13:00:00,84.9,84.25
2022-01-31 14:00:00,84.0,80.0
2022-01-31 15:00:00,80.8,77.0
2022-01-31 16:00:00,78.6,71.5
2022-01-31 17:00:00,78.1,66.5
2022-01-31 18:00:00,82.1,65.75
2022-01-31 19:00:00,84.9,66.5
2022-01-31 20:00:00,85.7,66.5
2022-01-31 21:00:00,87.3,67.0
2022-01-31 22:00:00,86.9,69.25
2022-01-31 23:00:00,88.8,72.75
2022-02-01 00:00:00,91.2,75.0
2022-02-01 01:00:00,90.7,68.5
2022-02-01 02:00:00,85.0,68.5
2022-02-01 03:00:00,85.1,72.0
2022-02-01 04:00:00,84.8,75.0
2022-02-01 05:00:00,85.0,74.25
2022-02-01 06:00:00,83.5,71.5
2022-02-01 07:00:00,73.5,70.75
