time,O3,O3_model
2022-01-27 01:00:00,62.06627,73.74999
2022-01-27 02:00:00,62.06627,72.99999
2022-01-27 03:00:00,60.86885,70.99999
2022-01-27 04:00:00,61.8667,66.74999
2022-01-27 05:00:00,62.46541,64.49999
2022-01-27 06:00:00,65.8581,63.749996
2022-01-27 07:00:00,65.45896,65.99999
2022-01-27 08:00:00,70.44821,67.99999
2022-01-27 09:00:00,68.45251,70.99999
2022-01-27 10:00:00,67.45466,74.49999
2022-01-27 11:00:00,74.24004,76.74999
2022-01-27 12:00:00,74.83875,77.99999
2022-01-27 13:00:00,77.8323,77.24999
2022-01-27 14:00:00,76.43531,75.24999
2022-01-27 15:00:00,74.04047,72.99999
2022-01-27 16:00:00,70.04907,70.99999
2022-01-27 17:00:00,67.25509,69.49999
2022-01-27 18:00:00,65.65853,69.49999
2022-01-27 19:00:00,61.46756,68.74999
2022-01-27 20:00:00,65.05982,67.24999
2022-01-27 21:00:00,65.65853,65.99999
2022-01-27 22:00:00,67.8538,65.24999
2022-01-27 23:00:00,66.25724,64.49999
2022-01-28 00:00:00,67.25509,65.99999
2022-01-28 01:00:00,69.64993,58.749996
2022-01-28 02:00:00,67.45466,58.749996
2022-01-28 03:00:00,63.8624,59.374996
2022-01-28 04:00:00,60.46971,60.874996
2022-01-28 05:00:00,54.48261,61.624996
2022-01-28 06:00:00,49.29379,60.874996
2022-01-28 07:00:00,32.13077,57.249996
2022-01-28 08:00:00,47.8968,51.499996
2022-01-28 09:00:00,30.13507,47.249996
2022-01-28 10:00:00,36.72088,48.749996
2022-01-28 11:00:00,36.52131,50.124996
2022-01-28 12:00:00,56.87745,55.124996
2022-01-28 13:00:00,57.47616,57.999996
2022-01-28 14:00:00,54.88175,53.749996
2022-01-28 15:00:00,55.08132,55.874996
2022-01-28 16:00:00,55.68003,60.874996
2022-01-28 17:00:00,56.07917,65.24999
2022-01-28 18:00:00,56.47831,66.74999
2022-01-28 19:00:00,57.67573,64.49999
2022-01-28 20:00:00,57.27659,61.624996
2022-01-28 21:00:00,56.87745,59.374996
2022-01-28 22:00:00,59.07272,58.749996
2022-01-28 23:00:00,58.67358,59.374996
2022-01-29 00:00:00,58.07487,60.124996
2022-01-29 01:00:00,57.8753,63.749996
2022-01-29 02:00:00,64.06197,66.74999
2022-01-29 03:00:00,66.25724,67.24999
2022-01-29 04:00:00,67.25509,65.99999
2022-01-29 05:00:00,68.85165,64.49999
2022-01-29 06:00:00,70.04907,63.749996
2022-01-29 07:00:00,68.85165,63.749996
2022-01-29 08:00:00,63.06412,63.749996
2022-01-29 09:00:00,65.05982,65.99999
2022-01-29 10:00:00,68.65208,70.99999
2022-01-29 11:00:00,70.04907,73.74999
2022-01-29 12:00:00,75.63703,76.74999
2022-01-29 13:00:00,79.828,77.24999
2022-01-29 14:00:00,79.62843,78.74999
2022-01-29 15:00:00,81.22499,79.49999
2022-01-29 16:00:00,81.22499,80.99999
2022-01-29 17:00:00,79.62843,80.24999
2022-01-29 18:00:00,77.23359,78.74999
2022-01-29 19:00:00,75.63703,78.74999
2022-01-29 20:00:00,75.43746,80.24999
2022-01-29 21:00:00,74.43961,80.99999
2022-01-29 22:00:00,71.64563,81.74999
2022-01-29 23:00:00,70.04907,78.74999
2022-01-30 00:00:00,70.24864,77.24999
2022-01-30 01:00:00,67.45466,74.49999
2022-01-30 02:00:00,65.45896,72.99999
2022-01-30 03:00:00,63.8624,70.99999
2022-01-30 04:00:00,61.8667,69.49999
2022-01-30 05:00:00,58.27444,66.74999
2022-01-30 06:00:00,61.8667,64.49999
2022-01-30 07:00:00,60.86885,60.874996
2022-01-30 08:00:00,55.08132,55.124996
2022-01-30 09:00:00,48.29594,50.124996
2022-01-30 10:00:00,18.56001,49.374996
2022-01-30 11:00:00,41.51056,51.499996
2022-01-30 12:00:00,66.85595,56.624996
2022-01-30 13:00:00,70.24864,67.24999
2022-01-30 14:00:00,70.84735,67.24999
2022-01-30 15:00:00,72.24434,71.74999
2022-01-30 16:00:00,69.64993,73.74999
2022-01-30 17:00:00,69.05122,74.49999
2022-01-30 18:00:00,70.24864,80.24999
2022-01-30 19:00:00,70.64778,79.49999
2022-01-30 20:00:00,70.84735,74.49999
2022-01-30 21:00:00,69.64993,69.49999
2022-01-30 22:00:00,78.43101,80.24999
2022-01-30 23:00:00,78.43101,82.99999
2022-01-31 00:00:00,81.02542,80.24999
2022-01-31 01:00:00,83.02112,80.24999
2022-01-31 02:00:00,81.42456,78.74999
2022-01-31 03:00:00,79.828,82.49999
2022-01-31 04:00:00,79.22929,82.99999
2022-01-31 05:00:00,78.63058,79.49999
2022-01-31 06:00:00,79.22929,77.99999
2022-01-31 07:00:00,79.62843,80.24999
2022-01-31 08:00:00,76.83445,82.49999
2022-01-31 09:00:00,73.04262,84.49999
2022-01-31 10:00:00,74.24004,84.49999
2022-01-31 11:00:00,76.43531,82.99999
2022-01-31 12:00:00,76.23574,80.24999
2022-01-31 13:00:00,74.43961,77.24999
2022-01-31 14:00:00,74.24004,75.24999
2022-01-31 15:00:00,73.24219,73.74999
2022-01-31 16:00:00,69.64993,73.74999
2022-01-31 17:00:00,65.05982,76.74999
2022-01-31 18:00:00,65.25939,79.49999
2022-01-31 19:00:00,67.65423,80.24999
2022-01-31 20:00:00,68.45251,79.49999
2022-01-31 21:00:00,66.65638,75.24999
2022-01-31 22:00:00,66.65638,68.74999
2022-01-31 23:00:00,67.65423,70.24999
2022-02-01 00:00:00,67.25509,75.24999
2022-02-01 01:00:00,67.8538,75.24999
2022-02-01 02:00:00,70.84735,78.74999
2022-02-01 03:00:00,72.44391,80.99999
2022-02-01 04:00:00,74.04047,82.49999
2022-02-01 05:00:00,74.83875,84.49999
