time,O3,O3_model
2022-01-27 01:00:00,50.0,66.5
2022-01-27 02:00:00,47.8,65.75
2022-01-27 03:00:00,47.5,66.5
2022-01-27 04:00:00,47.4,66.5
2022-01-27 05:00:00,45.0,65.75
2022-01-27 06:00:00,41.5,65.0
2022-01-27 07:00:00,30.1,61.5
2022-01-27 08:00:00,4.7,57.875
2022-01-27 09:00:00,6.6,55.0
2022-01-27 10:00:00,35.4,53.625
2022-01-27 11:00:00,40.7,55.0
2022-01-27 12:00:00,44.7,57.125
2022-01-27 13:00:00,44.1,60.75
2022-01-27 14:00:00,47.1,62.875
2022-01-27 15:00:00,49.8,64.25
2022-01-27 16:00:00,47.9,64.25
2022-01-27 17:00:00,38.6,62.875
2022-01-27 18:00:00,27.2,62.875
2022-01-27 19:00:00,24.1,62.125
2022-01-27 20:00:00,37.7,61.5
2022-01-27 21:00:00,46.8,62.125
2022-01-27 22:00:00,38.0,61.5
2022-01-27 23:00:00,47.2,60.75
2022-01-28 00:00:00,38.8,57.875
2022-01-28 01:00:00,38.0,57.875
2022-01-28 02:00:00,47.2,50.75
2022-01-28 03:00:00,47.1,41.75
2022-01-28 04:00:00,49.0,34.625
2022-01-28 05:00:00,36.0,28.5625
2022-01-28 06:00:00,24.1,23.5625
2022-01-28 07:00:00,9.0,17.6875
2022-01-28 08:00:00,3.7,11.0625
2022-01-28 09:00:00,5.4,7.140625
2022-01-28 10:00:00,8.5,8.5625
2022-01-28 11:00:00,18.6,9.8125
2022-01-28 12:00:00,41.3,10.1875
2022-01-28 13:00:00,47.4,10.1875
2022-01-28 14:00:00,45.7,8.03125
2022-01-28 15:00:00,57.1,5.671875
2022-01-28 16:00:00,56.6,5.09375
2022-01-28 17:00:00,41.8,8.46875
2022-01-28 18:00:00,39.6,18.0
2022-01-28 19:00:00,40.9,31.8125
2022-01-28 20:00:00,34.4,38.25
2022-01-28 21:00:00,26.4,42.875
2022-01-28 22:00:00,38.2,47.125
2022-01-28 23:00:00,39.2,50.75
2022-01-29 00:00:00,39.8,54.25
2022-01-29 01:00:00,38.4,6.15625
2022-01-29 02:00:00,38.4,9.1875
2022-01-29 03:00:00,44.4,14.46875
2022-01-29 04:00:00,43.0,24.3125
2022-01-29 05:00:00,59.6,26.8125
2022-01-29 06:00:00,62.2,29.3125
2022-01-29 07:00:00,56.6,33.25
2022-01-29 08:00:00,53.3,40.0
2022-01-29 09:00:00,48.7,50.0
2022-01-29 10:00:00,50.3,57.875
2022-01-29 11:00:00,55.0,60.75
2022-01-29 12:00:00,65.7,60.0
2022-01-29 13:00:00,67.1,57.125
2022-01-29 14:00:00,63.2,51.375
2022-01-29 15:00:00,67.9,45.75
2022-01-29 16:00:00,62.5,47.875
2022-01-29 17:00:00,54.9,52.875
2022-01-29 18:00:00,51.1,57.875
2022-01-29 19:00:00,54.0,60.0
2022-01-29 20:00:00,57.7,57.875
2022-01-29 21:00:00,51.6,53.625
2022-01-29 22:00:00,46.6,45.375
2022-01-29 23:00:00,42.4,37.875
2022-01-30 00:00:00,48.1,35.75
2022-01-30 01:00:00,51.9,50.75
2022-01-30 02:00:00,51.2,52.125
2022-01-30 03:00:00,48.4,53.625
2022-01-30 04:00:00,49.4,56.5
2022-01-30 05:00:00,52.7,59.25
2022-01-30 06:00:00,60.2,62.125
2022-01-30 07:00:00,53.9,62.875
2022-01-30 08:00:00,57.1,62.125
2022-01-30 09:00:00,58.1,60.75
2022-01-30 10:00:00,53.9,58.625
2022-01-30 11:00:00,47.5,54.25
2022-01-30 12:00:00,46.5,49.25
2022-01-30 13:00:00,42.8,46.375
2022-01-30 14:00:00,45.7,44.625
2022-01-30 15:00:00,48.1,43.625
2022-01-30 16:00:00,49.5,42.875
2022-01-30 17:00:00,51.4,43.625
2022-01-30 18:00:00,39.5,48.625
2022-01-30 19:00:00,41.7,56.5
2022-01-30 20:00:00,48.0,60.0
2022-01-30 21:00:00,55.1,60.75
2022-01-30 22:00:00,59.0,59.25
2022-01-30 23:00:00,63.5,56.5
2022-01-31 00:00:00,61.3,52.125
2022-01-31 01:00:00,63.7,52.875
2022-01-31 02:00:00,68.0,55.75
2022-01-31 03:00:00,70.0,63.625
2022-01-31 04:00:00,69.5,74.25
2022-01-31 05:00:00,70.9,72.75
2022-01-31 06:00:00,67.4,68.5
2022-01-31 07:00:00,59.6,67.75
2022-01-31 08:00:00,49.7,71.5
2022-01-31 09:00:00,58.0,76.5
2022-01-31 10:00:00,64.8,80.0
2022-01-31 11:00:00,73.5,80.0
2022-01-31 12:00:00,75.6,79.25
2022-01-31 13:00:00,71.1,80.75
2022-01-31 14:00:00,69.9,82.75
2022-01-31 15:00:00,74.0,84.25
2022-01-31 16:00:00,69.3,82.75
2022-01-31 17:00:00,68.9,80.75
2022-01-31 18:00:00,66.6,79.25
2022-01-31 19:00:00,65.8,77.0
2022-01-31 20:00:00,67.8,74.25
2022-01-31 21:00:00,63.4,72.75
2022-01-31 22:00:00,62.1,72.0
2022-01-31 23:00:00,59.1,72.0
2022-02-01 00:00:00,60.4,72.0
2022-02-01 01:00:00,61.5,61.5
2022-02-01 02:00:00,63.0,60.75
2022-02-01 03:00:00,63.6,59.25
2022-02-01 04:00:00,67.0,58.625
2022-02-01 05:00:00,67.2,58.625
2022-02-01 06:00:00,69.0,61.5
2022-02-01 07:00:00,72.0,66.5
2022-02-01 08:00:00,72.4,72.0
2022-02-01 09:00:00,75.0,78.5
2022-02-01 10:00:00,77.4,83.5
2022-02-01 11:00:00,82.6,89.25
2022-02-01 12:00:00,85.0,90.75
2022-02-01 13:00:00,85.6,87.75
2022-02-01 14:00:00,86.2,87.75
2022-02-01 15:00:00,86.0,88.5
2022-02-01 16:00:00,85.1,88.5
2022-02-01 17:00:00,82.9,87.75
2022-02-01 18:00:00,81.9,87.25
2022-02-01 19:00:00,79.9,86.5
2022-02-01 20:00:00,74.3,86.5
2022-02-01 21:00:00,72.2,85.0
2022-02-01 22:00:00,70.8,83.5
2022-02-01 23:00:00,69.3,82.75
2022-02-02 00:00:00,68.3,82.25
2022-02-02 01:00:00,68.2,70.75
2022-02-02 02:00:00,68.5,70.75
2022-02-02 03:00:00,71.1,70.0
2022-02-02 04:00:00,71.7,68.5
2022-02-02 05:00:00,67.3,67.75
2022-02-02 06:00:00,61.6,67.0
2022-02-02 07:00:00,56.3,67.0
2022-02-02 08:00:00,49.6,67.0
2022-02-02 09:00:00,54.5,68.5
2022-02-02 10:00:00,63.1,67.0
2022-02-02 11:00:00,64.0,65.0
2022-02-02 12:00:00,64.1,65.0
2022-02-02 13:00:00,66.8,66.5
2022-02-02 14:00:00,68.9,67.75
2022-02-02 15:00:00,69.1,68.5
2022-02-02 16:00:00,71.4,66.5
2022-02-02 17:00:00,69.2,63.625
2022-02-02 18:00:00,69.7,60.0
2022-02-02 19:00:00,61.8,58.625
2022-02-02 20:00:00,65.0,59.25
2022-02-02 21:00:00,69.1,62.875
2022-02-02 22:00:00,74.6,70.0
2022-02-02 23:00:00,74.8,70.75
2022-02-03 00:00:00,71.3,70.75
2022-02-03 01:00:00,73.1,70.0
2022-02-03 02:00:00,70.6,73.5
2022-02-03 03:00:00,67.4,74.25
2022-02-03 04:00:00,61.4,75.0
2022-02-03 05:00:00,57.7,75.0
2022-02-03 06:00:00,58.7,74.25
2022-02-03 07:00:00,56.7,72.75
2022-02-03 08:00:00,46.8,70.0
2022-02-03 09:00:00,68.1,69.25
2022-02-03 10:00:00,69.9,72.0
2022-02-03 11:00:00,69.0,75.0
2022-02-03 12:00:00,65.8,75.0
2022-02-03 13:00:00,60.5,77.75
2022-02-03 14:00:00,60.5,80.75
2022-02-03 15:00:00,67.5,82.25
2022-02-03 16:00:00,65.6,80.75
2022-02-03 17:00:00,66.8,77.0
2022-02-03 18:00:00,66.9,74.25
2022-02-03 19:00:00,58.6,73.5
2022-02-03 20:00:00,64.3,73.5
2022-02-03 21:00:00,67.8,74.25
2022-02-03 22:00:00,69.7,75.0
2022-02-03 23:00:00,74.3,76.5
2022-02-04 00:00:00,74.7,77.75
2022-02-04 01:00:00,67.0,60.0
2022-02-04 02:00:00,76.0,62.125
2022-02-04 03:00:00,76.7,65.75
2022-02-04 04:00:00,78.0,68.5
2022-02-04 05:00:00,80.6,70.75
2022-02-04 06:00:00,80.1,71.5
2022-02-04 07:00:00,78.3,73.5
2022-02-04 08:00:00,67.2,81.5
2022-02-04 09:00:00,78.2,90.0
2022-02-04 10:00:00,76.8,92.75
2022-02-04 11:00:00,85.3,94.25
2022-02-04 12:00:00,90.6,94.25
2022-02-04 13:00:00,88.4,92.75
2022-02-04 14:00:00,85.7,90.0
2022-02-04 15:00:00,73.6,82.75
2022-02-04 16:00:00,67.7,75.0
2022-02-04 17:00:00,62.8,70.0
2022-02-04 18:00:00,42.4,66.5
2022-02-04 19:00:00,23.2,64.25
2022-02-04 20:00:00,31.3,64.25
2022-02-04 21:00:00,47.3,66.5
2022-02-04 22:00:00,51.2,67.75
2022-02-04 23:00:00,57.7,67.0
2022-02-05 00:00:00,70.2,67.75
2022-02-05 01:00:00,68.3,74.25
2022-02-05 02:00:00,71.4,75.0
2022-02-05 03:00:00,66.4,75.0
2022-02-05 04:00:00,64.2,74.25
2022-02-05 05:00:00,64.6,71.5
2022-02-05 06:00:00,61.6,68.5
2022-02-05 07:00:00,59.4,65.0
