time,CO,CO_model
2022-01-27 01:00:00,228.0,247.49998
2022-01-27 02:00:00,220.0,247.49998
2022-01-27 03:00:00,217.0,250.49998
2022-01-27 04:00:00,182.0,250.49998
2022-01-27 05:00:00,193.0,250.49998
2022-01-27 06:00:00,195.0,263.99997
2022-01-27 07:00:00,223.0,270.99997
2022-01-27 08:00:00,255.0,270.99997
2022-01-27 09:00:00,284.0,270.99997
2022-01-27 10:00:00,230.0,263.99997
2022-01-27 11:00:00,235.0,253.99998
2022-01-27 12:00:00,247.0,247.49998
2022-01-27 13:00:00,239.0,240.49998
2022-01-27 14:00:00,231.0,236.99998
2022-01-27 15:00:00,236.0,233.99998
2022-01-27 16:00:00,204.0,273.99997
2022-01-27 17:00:00,227.0,357.99997
2022-01-27 18:00:00,248.0,460.99997
2022-01-27 19:00:00,304.0,535.99994
2022-01-27 20:00:00,255.0,527.99994
2022-01-27 21:00:00,279.0,473.99997
2022-01-27 22:00:00,325.0,403.99997
2022-01-27 23:00:00,317.0,350.99997
2022-01-28 00:00:00,244.0,297.99997
2022-01-28 01:00:00,188.0,253.99998
2022-01-28 02:00:00,217.0,253.99998
2022-01-28 03:00:00,171.0,253.99998
2022-01-28 04:00:00,180.0,250.49998
2022-01-28 05:00:00,160.0,253.99998
2022-01-28 06:00:00,158.0,267.99997
2022-01-28 07:00:00,165.0,273.99997
2022-01-28 08:00:00,218.0,273.99997
2022-01-28 09:00:00,226.0,267.99997
2022-01-28 10:00:00,224.0,260.99997
2022-01-28 11:00:00,221.0,253.99998
2022-01-28 12:00:00,208.0,247.49998
2022-01-28 13:00:00,208.0,240.49998
2022-01-28 14:00:00,212.0,236.99998
2022-01-28 15:00:00,213.0,236.99998
2022-01-28 16:00:00,162.0,260.99997
2022-01-28 17:00:00,172.0,293.99997
2022-01-28 18:00:00,209.0,333.99997
2022-01-28 19:00:00,196.0,360.99997
2022-01-28 20:00:00,239.0,347.99997
2022-01-28 21:00:00,256.0,330.99997
2022-01-28 22:00:00,305.0,303.99997
2022-01-28 23:00:00,335.0,273.99997
2022-01-29 00:00:00,252.0,253.99998
2022-01-29 01:00:00,202.0,250.49998
2022-01-29 02:00:00,196.0,247.49998
2022-01-29 03:00:00,168.0,243.99998
2022-01-29 04:00:00,149.0,240.49998
2022-01-29 05:00:00,153.0,240.49998
2022-01-29 06:00:00,143.0,247.49998
2022-01-29 07:00:00,127.0,250.49998
2022-01-29 08:00:00,144.0,250.49998
2022-01-29 09:00:00,163.0,250.49998
2022-01-29 10:00:00,207.0,250.49998
2022-01-29 11:00:00,219.0,243.99998
2022-01-29 12:00:00,206.0,236.99998
2022-01-29 13:00:00,204.0,233.99998
2022-01-29 14:00:00,181.0,233.99998
2022-01-29 15:00:00,144.0,230.49998
2022-01-29 16:00:00,148.0,233.99998
2022-01-29 17:00:00,161.0,236.99998
2022-01-29 18:00:00,184.0,243.99998
2022-01-29 19:00:00,227.0,250.49998
2022-01-29 20:00:00,290.0,250.49998
2022-01-29 21:00:00,232.0,247.49998
2022-01-29 22:00:00,230.0,243.99998
2022-01-29 23:00:00,239.0,236.99998
2022-01-30 00:00:00,245.0,233.99998
2022-01-30 01:00:00,223.0,233.99998
2022-01-30 02:00:00,164.0,233.99998
2022-01-30 03:00:00,172.0,230.49998
2022-01-30 04:00:00,182.0,230.49998
2022-01-30 05:00:00,208.0,233.99998
2022-01-30 06:00:00,176.0,243.99998
2022-01-30 07:00:00,180.0,250.49998
2022-01-30 08:00:00,180.0,253.99998
2022-01-30 09:00:00,183.0,253.99998
2022-01-30 10:00:00,187.0,250.49998
2022-01-30 11:00:00,207.0,243.99998
2022-01-30 12:00:00,224.0,236.99998
2022-01-30 13:00:00,213.0,230.49998
2022-01-30 14:00:00,220.0,230.49998
2022-01-30 15:00:00,175.0,233.99998
2022-01-30 16:00:00,151.0,270.99997
2022-01-30 17:00:00,198.0,330.99997
2022-01-30 18:00:00,212.0,383.99997
2022-01-30 19:00:00,249.0,400.99997
2022-01-30 20:00:00,442.0,383.99997
2022-01-30 21:00:00,377.0,363.99997
2022-01-30 22:00:00,315.0,333.99997
2022-01-30 23:00:00,236.0,303.99997
2022-01-31 00:00:00,226.0,287.99997
2022-01-31 01:00:00,207.0,287.99997
2022-01-31 02:00:00,172.0,283.99997
2022-01-31 03:00:00,151.0,277.99997
2022-01-31 04:00:00,142.0,270.99997
2022-01-31 05:00:00,143.0,280.99997
2022-01-31 06:00:00,168.0,343.99997
2022-01-31 07:00:00,212.0,407.99997
2022-01-31 08:00:00,314.0,440.99997
2022-01-31 09:00:00,339.0,440.99997
2022-01-31 10:00:00,263.0,397.99997
2022-01-31 11:00:00,267.0,367.99997
2022-01-31 12:00:00,239.0,343.99997
2022-01-31 13:00:00,209.0,273.99997
2022-01-31 14:00:00,201.0,267.99997
2022-01-31 15:00:00,201.0,263.99997
2022-01-31 16:00:00,224.0,320.99997
2022-01-31 17:00:00,240.0,413.99997
2022-01-31 18:00:00,322.0,460.99997
2022-01-31 19:00:00,538.0,487.99997
2022-01-31 20:00:00,847.0,473.99997
2022-01-31 21:00:00,547.0,400.99997
2022-01-31 22:00:00,402.0,327.99997
2022-01-31 23:00:00,335.0,280.99997
2022-02-01 00:00:00,255.0,257.99997
2022-02-01 01:00:00,334.0,260.99997
2022-02-01 02:00:00,251.0,260.99997
2022-02-01 03:00:00,200.0,257.99997
2022-02-01 04:00:00,222.0,253.99998
2022-02-01 05:00:00,146.0,253.99998
2022-02-01 06:00:00,175.0,280.99997
2022-02-01 07:00:00,202.0,280.99997
2022-02-01 08:00:00,306.0,280.99997
2022-02-01 09:00:00,266.0,270.99997
2022-02-01 10:00:00,263.0,257.99997
2022-02-01 11:00:00,203.0,250.49998
2022-02-01 12:00:00,202.0,247.49998
2022-02-01 13:00:00,158.0,247.49998
2022-02-01 14:00:00,211.0,243.99998
2022-02-01 15:00:00,159.0,243.99998
2022-02-01 16:00:00,175.0,270.99997
2022-02-01 17:00:00,172.0,320.99997
2022-02-01 18:00:00,210.0,390.99997
2022-02-01 19:00:00,272.0,460.99997
2022-02-01 20:00:00,262.0,507.99997
2022-02-01 21:00:00,303.0,547.99994
2022-02-01 22:00:00,314.0,527.99994
2022-02-01 23:00:00,233.0,423.99997
2022-02-02 00:00:00,229.0,337.99997
2022-02-02 01:00:00,223.0,283.99997
2022-02-02 02:00:00,197.0,277.99997
2022-02-02 03:00:00,203.0,270.99997
2022-02-02 04:00:00,178.0,260.99997
2022-02-02 05:00:00,191.0,263.99997
2022-02-02 06:00:00,200.0,283.99997
2022-02-02 07:00:00,225.0,303.99997
2022-02-02 08:00:00,289.0,307.99997
2022-02-02 09:00:00,,300.99997
2022-02-02 10:00:00,268.0,287.99997
2022-02-02 11:00:00,243.0,273.99997
2022-02-02 12:00:00,235.0,263.99997
2022-02-02 13:00:00,240.0,250.49998
2022-02-02 14:00:00,236.0,247.49998
2022-02-02 15:00:00,219.0,247.49998
2022-02-02 16:00:00,198.0,357.99997
2022-02-02 17:00:00,217.0,515.99994
2022-02-02 18:00:00,234.0,641.99994
2022-02-02 19:00:00,340.0,695.99994
2022-02-02 20:00:00,512.0,675.99994
2022-02-02 21:00:00,416.0,627.99994
2022-02-02 22:00:00,396.0,601.99994
2022-02-02 23:00:00,492.0,527.99994
2022-02-03 00:00:00,369.0,460.99997
2022-02-03 01:00:00,207.0,460.99997
2022-02-03 02:00:00,210.0,440.99997
2022-02-03 03:00:00,220.0,413.99997
