time,CO,CO_model
2022-01-27 01:00:00,290.0,270.0
2022-01-27 02:00:00,299.0,277.0
2022-01-27 03:00:00,321.0,297.0
2022-01-27 04:00:00,337.0,313.0
2022-01-27 05:00:00,356.0,323.0
2022-01-27 06:00:00,358.0,320.0
2022-01-27 07:00:00,354.0,313.0
2022-01-27 08:00:00,359.0,313.0
2022-01-27 09:00:00,380.0,320.0
2022-01-27 10:00:00,376.0,330.0
2022-01-27 11:00:00,363.0,337.0
2022-01-27 12:00:00,367.0,340.0
2022-01-27 13:00:00,418.0,340.0
2022-01-27 14:00:00,487.0,340.0
2022-01-27 15:00:00,514.0,347.0
2022-01-27 16:00:00,463.0,357.0
2022-01-27 17:00:00,473.0,350.0
2022-01-27 18:00:00,453.0,340.0
2022-01-27 19:00:00,437.0,330.0
2022-01-27 20:00:00,457.0,323.0
2022-01-27 21:00:00,468.0,320.0
2022-01-27 22:00:00,421.0,320.0
2022-01-27 23:00:00,379.0,323.0
2022-01-28 00:00:00,368.0,330.0
2022-01-28 01:00:00,350.0,327.0
2022-01-28 02:00:00,338.0,297.0
2022-01-28 03:00:00,303.0,263.0
2022-01-28 04:00:00,282.0,247.0
2022-01-28 05:00:00,272.0,243.5
2022-01-28 06:00:00,274.0,243.5
2022-01-28 07:00:00,300.0,243.5
2022-01-28 08:00:00,321.0,247.0
2022-01-28 09:00:00,360.0,247.0
2022-01-28 10:00:00,384.0,250.0
2022-01-28 11:00:00,390.0,257.0
2022-01-28 12:00:00,407.0,260.0
2022-01-28 13:00:00,405.0,260.0
2022-01-28 14:00:00,411.0,260.0
2022-01-28 15:00:00,418.0,260.0
2022-01-28 16:00:00,458.0,257.0
2022-01-28 17:00:00,433.0,257.0
2022-01-28 18:00:00,376.0,257.0
2022-01-28 19:00:00,373.0,257.0
2022-01-28 20:00:00,405.0,260.0
2022-01-28 21:00:00,372.0,267.0
2022-01-28 22:00:00,352.0,270.0
2022-01-28 23:00:00,329.0,273.0
2022-01-29 00:00:00,339.0,277.0
2022-01-29 01:00:00,363.0,280.0
2022-01-29 02:00:00,324.0,280.0
2022-01-29 03:00:00,318.0,280.0
2022-01-29 04:00:00,324.0,280.0
2022-01-29 05:00:00,336.0,280.0
2022-01-29 06:00:00,331.0,287.0
2022-01-29 07:00:00,364.0,283.0
2022-01-29 08:00:00,403.0,277.0
2022-01-29 09:00:00,404.0,280.0
2022-01-29 10:00:00,410.0,280.0
2022-01-29 11:00:00,414.0,283.0
2022-01-29 12:00:00,374.0,290.0
2022-01-29 13:00:00,418.0,297.0
2022-01-29 14:00:00,438.0,300.0
2022-01-29 15:00:00,452.0,307.0
2022-01-29 16:00:00,433.0,310.0
2022-01-29 17:00:00,440.0,303.0
2022-01-29 18:00:00,410.0,300.0
2022-01-29 19:00:00,425.0,297.0
2022-01-29 20:00:00,417.0,293.0
2022-01-29 21:00:00,404.0,287.0
2022-01-29 22:00:00,387.0,277.0
2022-01-29 23:00:00,366.0,270.0
2022-01-30 00:00:00,351.0,257.0
2022-01-30 01:00:00,326.0,236.5
2022-01-30 02:00:00,309.0,236.5
2022-01-30 03:00:00,292.0,236.5
2022-01-30 04:00:00,284.0,240.0
2022-01-30 05:00:00,278.0,240.0
2022-01-30 06:00:00,281.0,240.0
2022-01-30 07:00:00,281.0,243.5
2022-01-30 08:00:00,298.0,243.5
2022-01-30 09:00:00,303.0,243.5
2022-01-30 10:00:00,347.0,243.5
