time,CO,CO_model
2022-01-27 01:00:00,281.0,263.99997
2022-01-27 02:00:00,286.0,260.99997
2022-01-27 03:00:00,227.0,260.99997
2022-01-27 04:00:00,294.0,257.99997
2022-01-27 05:00:00,217.0,253.99998
2022-01-27 06:00:00,200.0,250.49998
2022-01-27 07:00:00,315.0,250.49998
2022-01-27 08:00:00,248.0,263.99997
2022-01-27 09:00:00,230.0,273.99997
2022-01-27 10:00:00,234.0,270.99997
2022-01-27 11:00:00,214.0,267.99997
2022-01-27 12:00:00,222.0,260.99997
2022-01-27 13:00:00,230.0,253.99998
2022-01-27 14:00:00,214.0,250.49998
2022-01-27 15:00:00,223.0,247.49998
2022-01-27 16:00:00,243.0,260.99997
2022-01-27 17:00:00,232.0,277.99997
2022-01-27 18:00:00,290.0,287.99997
2022-01-27 19:00:00,298.0,293.99997
2022-01-27 20:00:00,303.0,300.99997
2022-01-27 21:00:00,339.0,297.99997
2022-01-27 22:00:00,439.0,287.99997
2022-01-27 23:00:00,419.0,287.99997
2022-01-28 00:00:00,315.0,277.99997
2022-01-28 01:00:00,233.0,257.99997
2022-01-28 02:00:00,300.0,250.49998
2022-01-28 03:00:00,328.0,247.49998
2022-01-28 04:00:00,403.0,247.49998
2022-01-28 05:00:00,285.0,247.49998
2022-01-28 06:00:00,269.0,247.49998
2022-01-28 07:00:00,293.0,247.49998
2022-01-28 08:00:00,324.0,263.99997
2022-01-28 09:00:00,227.0,270.99997
2022-01-28 10:00:00,227.0,267.99997
2022-01-28 11:00:00,208.0,263.99997
2022-01-28 12:00:00,203.0,257.99997
2022-01-28 13:00:00,214.0,253.99998
2022-01-28 14:00:00,211.0,250.49998
2022-01-28 15:00:00,209.0,247.49998
2022-01-28 16:00:00,241.0,250.49998
2022-01-28 17:00:00,223.0,253.99998
2022-01-28 18:00:00,272.0,260.99997
2022-01-28 19:00:00,310.0,267.99997
2022-01-28 20:00:00,315.0,280.99997
2022-01-28 21:00:00,292.0,287.99997
2022-01-28 22:00:00,309.0,280.99997
2022-01-28 23:00:00,325.0,277.99997
2022-01-29 00:00:00,289.0,267.99997
2022-01-29 01:00:00,257.0,247.49998
2022-01-29 02:00:00,301.0,243.99998
2022-01-29 03:00:00,244.0,243.99998
2022-01-29 04:00:00,266.0,247.49998
2022-01-29 05:00:00,249.0,247.49998
2022-01-29 06:00:00,272.0,247.49998
2022-01-29 07:00:00,238.0,247.49998
2022-01-29 08:00:00,234.0,260.99997
2022-01-29 09:00:00,248.0,267.99997
2022-01-29 10:00:00,236.0,267.99997
2022-01-29 11:00:00,244.0,260.99997
2022-01-29 12:00:00,273.0,253.99998
2022-01-29 13:00:00,274.0,247.49998
2022-01-29 14:00:00,282.0,247.49998
2022-01-29 15:00:00,291.0,243.99998
2022-01-29 16:00:00,315.0,247.49998
2022-01-29 17:00:00,300.0,250.49998
2022-01-29 18:00:00,326.0,253.99998
2022-01-29 19:00:00,362.0,260.99997
2022-01-29 20:00:00,539.0,270.99997
2022-01-29 21:00:00,590.0,277.99997
2022-01-29 22:00:00,598.0,273.99997
2022-01-29 23:00:00,534.0,273.99997
2022-01-30 00:00:00,358.0,263.99997
2022-01-30 01:00:00,,250.49998
2022-01-30 02:00:00,,240.49998
2022-01-30 03:00:00,,240.49998
2022-01-30 04:00:00,,243.99998
2022-01-30 05:00:00,,247.49998
2022-01-30 06:00:00,,247.49998
2022-01-30 07:00:00,,253.99998
2022-01-30 08:00:00,,280.99997
2022-01-30 09:00:00,,300.99997
2022-01-30 10:00:00,,290.99997
