time,CO,CO_model
2022-01-27 01:00:00,357.12699999999995,317.99997
2022-01-27 02:00:00,374.759,320.99997
2022-01-27 03:00:00,353.531,320.99997
2022-01-27 04:00:00,355.951,320.99997
2022-01-27 05:00:00,359.344,330.99997
2022-01-27 06:00:00,343.09499999999997,347.99997
2022-01-27 07:00:00,335.745,357.99997
2022-01-27 08:00:00,339.86,360.99997
2022-01-27 09:00:00,328.34999999999997,353.99997
2022-01-27 10:00:00,326.004,343.99997
2022-01-27 11:00:00,378.098,347.99997
2022-01-27 12:00:00,370.09999999999997,347.99997
2022-01-27 13:00:00,374.212,343.99997
2022-01-27 14:00:00,412.282,337.99997
2022-01-27 15:00:00,421.62699999999995,333.99997
2022-01-27 16:00:00,475.476,327.99997
2022-01-27 17:00:00,483.28700000000003,320.99997
2022-01-27 18:00:00,487.814,320.99997
2022-01-27 19:00:00,452.061,323.99997
2022-01-27 20:00:00,427.182,330.99997
2022-01-27 21:00:00,412.266,340.99997
2022-01-27 22:00:00,383.324,340.99997
2022-01-27 23:00:00,368.29200000000003,327.99997
2022-01-28 00:00:00,284.64,293.99997
2022-01-28 01:00:00,253.95800000000003,277.99997
2022-01-28 02:00:00,241.00199999999998,247.49998
2022-01-28 03:00:00,235.869,240.49998
2022-01-28 04:00:00,235.028,240.49998
2022-01-28 05:00:00,233.584,240.49998
2022-01-28 06:00:00,232.92,243.99998
2022-01-28 07:00:00,223.83700000000002,243.99998
2022-01-28 08:00:00,223.386,247.49998
2022-01-28 09:00:00,232.03799999999998,247.49998
2022-01-28 10:00:00,235.88500000000002,247.49998
2022-01-28 11:00:00,239.739,247.49998
2022-01-28 12:00:00,235.762,250.49998
2022-01-28 13:00:00,236.094,253.99998
2022-01-28 14:00:00,234.896,253.99998
2022-01-28 15:00:00,236.078,257.99997
2022-01-28 16:00:00,248.10399999999998,257.99997
2022-01-28 17:00:00,250.30799999999996,260.99997
2022-01-28 18:00:00,244.665,263.99997
2022-01-28 19:00:00,253.672,263.99997
2022-01-28 20:00:00,242.893,267.99997
2022-01-28 21:00:00,246.612,267.99997
2022-01-28 22:00:00,256.32700000000006,267.99997
2022-01-28 23:00:00,276.166,260.99997
2022-01-29 00:00:00,264.617,257.99997
2022-01-29 01:00:00,259.578,263.99997
2022-01-29 02:00:00,293.84,260.99997
2022-01-29 03:00:00,286.86699999999996,260.99997
2022-01-29 04:00:00,285.543,263.99997
2022-01-29 05:00:00,,260.99997
2022-01-29 06:00:00,296.502,267.99997
2022-01-29 07:00:00,287.255,277.99997
2022-01-29 08:00:00,303.131,283.99997
2022-01-29 09:00:00,312.681,290.99997
2022-01-29 10:00:00,318.246,300.99997
2022-01-29 11:00:00,345.245,307.99997
2022-01-29 12:00:00,350.74499999999995,303.99997
2022-01-29 13:00:00,358.814,290.99997
2022-01-29 14:00:00,359.942,283.99997
2022-01-29 15:00:00,360.418,280.99997
2022-01-29 16:00:00,357.879,280.99997
2022-01-29 17:00:00,357.248,280.99997
2022-01-29 18:00:00,394.493,277.99997
2022-01-29 19:00:00,392.792,273.99997
2022-01-29 20:00:00,371.393,273.99997
2022-01-29 21:00:00,369.196,273.99997
2022-01-29 22:00:00,339.526,267.99997
2022-01-29 23:00:00,327.594,250.49998
2022-01-30 00:00:00,272.21299999999997,236.99998
2022-01-30 01:00:00,,230.49998
2022-01-30 02:00:00,,230.49998
2022-01-30 03:00:00,231.78799999999998,233.99998
2022-01-30 04:00:00,229.217,236.99998
2022-01-30 05:00:00,222.086,236.99998
2022-01-30 06:00:00,228.189,240.49998
2022-01-30 07:00:00,227.67299999999997,243.99998
2022-01-30 08:00:00,239.44099999999997,243.99998
2022-01-30 09:00:00,229.64200000000002,240.49998
2022-01-30 10:00:00,231.52700000000002,240.49998
2022-01-30 11:00:00,231.489,236.99998
2022-01-30 12:00:00,235.72899999999998,236.99998
2022-01-30 13:00:00,232.45499999999998,236.99998
2022-01-30 14:00:00,242.541,236.99998
2022-01-30 15:00:00,244.345,240.49998
2022-01-30 16:00:00,234.289,240.49998
2022-01-30 17:00:00,235.571,243.99998
2022-01-30 18:00:00,244.24599999999998,247.49998
2022-01-30 19:00:00,235.726,247.49998
2022-01-30 20:00:00,234.798,247.49998
2022-01-30 21:00:00,231.40800000000002,247.49998
2022-01-30 22:00:00,230.509,243.99998
2022-01-30 23:00:00,218.70600000000002,243.99998
2022-01-31 00:00:00,227.767,243.99998
2022-01-31 01:00:00,225.39600000000002,243.99998
2022-01-31 02:00:00,228.33100000000002,247.49998
