time,SO2,SO2_model
2022-01-27 01:00:00,0.76501,0.39941403
2022-01-27 02:00:00,0.87898,0.3427734
2022-01-27 03:00:00,0.68563,0.32812497
2022-01-27 04:00:00,0.87411,0.3505859
2022-01-27 05:00:00,0.56677,0.39160153
2022-01-27 06:00:00,0.7231,0.42480466
2022-01-27 07:00:00,1.09496,0.4365234
2022-01-27 08:00:00,0.98786,0.4365234
2022-01-27 09:00:00,0.92799,0.45898435
2022-01-27 10:00:00,0.50358,0.5527343
2022-01-27 11:00:00,0.64327,0.7539062
2022-01-27 12:00:00,0.57143,0.9257812
2022-01-27 13:00:00,0.56943,0.96874994
2022-01-27 14:00:00,0.59006,0.94726557
2022-01-27 15:00:00,0.54948,0.93945307
2022-01-27 16:00:00,0.45901,0.99999994
2022-01-27 17:00:00,0.44437,1.0585936
2022-01-27 18:00:00,0.60669,1.0898436
2022-01-27 19:00:00,0.59737,1.0468749
2022-01-27 20:00:00,0.58074,0.94726557
2022-01-27 21:00:00,0.56079,0.82031244
2022-01-27 22:00:00,0.57941,0.67968744
2022-01-27 23:00:00,0.461,0.5742187
2022-01-28 00:00:00,0.53041,0.49218747
2022-01-28 01:00:00,0.65458,0.6933593
2022-01-28 02:00:00,0.67321,0.61132807
2022-01-28 03:00:00,0.66877,0.5292968
2022-01-28 04:00:00,0.50358,0.46582028
2022-01-28 05:00:00,0.53817,0.42480466
2022-01-28 06:00:00,0.81024,0.40624997
2022-01-28 07:00:00,1.04108,0.39160153
2022-01-28 08:00:00,0.90205,0.39160153
2022-01-28 09:00:00,0.70314,0.45117185
2022-01-28 10:00:00,0.63928,0.5371093
2022-01-28 11:00:00,0.64527,0.5820312
2022-01-28 12:00:00,0.7058,0.5976562
2022-01-28 13:00:00,0.71645,0.64257807
2022-01-28 14:00:00,0.48029,0.64257807
2022-01-28 15:00:00,0.53684,0.43261716
2022-01-28 16:00:00,0.5548,0.27636716
2022-01-28 17:00:00,0.40313,0.2988281
2022-01-28 18:00:00,0.50491,0.51562494
2022-01-28 19:00:00,0.49626,0.7011718
2022-01-28 20:00:00,0.59072,0.7246093
2022-01-28 21:00:00,0.41776,0.7089843
2022-01-28 22:00:00,0.57475,0.51562494
2022-01-28 23:00:00,0.47364,0.33593747
2022-01-29 00:00:00,0.36809,0.28710935
2022-01-29 01:00:00,0.22618,0.2910156
2022-01-29 02:00:00,0.42752,0.29492185
2022-01-29 03:00:00,0.6446,0.39550778
2022-01-29 04:00:00,0.45834,0.29492185
2022-01-29 05:00:00,0.28472,0.26171872
2022-01-29 06:00:00,0.34459,0.2646484
2022-01-29 07:00:00,0.48561,0.30957028
2022-01-29 08:00:00,0.34525,0.41406247
2022-01-29 09:00:00,0.50424,0.5820312
2022-01-29 10:00:00,0.40978,0.80468744
2022-01-29 11:00:00,0.461,0.93164057
2022-01-29 12:00:00,0.39248,0.95507807
2022-01-29 13:00:00,0.52952,0.9023437
2022-01-29 14:00:00,0.63396,0.81249994
2022-01-29 15:00:00,0.6792,0.7246093
2022-01-29 16:00:00,0.53085,0.61132807
2022-01-29 17:00:00,0.76967,0.5742187
2022-01-29 18:00:00,0.87211,0.64257807
2022-01-29 19:00:00,0.54415,0.7617187
2022-01-29 20:00:00,0.87278,0.81249994
2022-01-29 21:00:00,0.82554,0.78320307
2022-01-29 22:00:00,0.55746,0.79101557
2022-01-29 23:00:00,1.00582,0.82031244
2022-01-30 00:00:00,0.74239,0.83593744
2022-01-30 01:00:00,0.90471,0.7246093
2022-01-30 02:00:00,0.68563,0.7539062
2022-01-30 03:00:00,0.71578,0.7382812
2022-01-30 04:00:00,0.767,0.6855468
2022-01-30 05:00:00,0.65259,0.67968744
2022-01-30 06:00:00,0.83818,0.6933593
2022-01-30 07:00:00,0.58008,0.7167968
2022-01-30 08:00:00,0.7231,0.7304687
2022-01-30 09:00:00,0.7251,0.7089843
2022-01-30 10:00:00,0.72709,0.64843744
2022-01-30 11:00:00,0.75902,0.5820312
2022-01-30 12:00:00,0.77964,0.50781244
2022-01-30 13:00:00,0.82754,0.4472656
2022-01-30 14:00:00,0.90005,0.44042966
2022-01-30 15:00:00,0.60336,0.50781244
2022-01-30 16:00:00,0.54415,0.67187494
2022-01-30 17:00:00,0.65458,0.5371093
2022-01-30 18:00:00,0.60469,0.4550781
2022-01-30 19:00:00,0.47763,0.52343744
2022-01-30 20:00:00,0.41244,0.49999997
2022-01-30 21:00:00,0.50091,0.47753903
2022-01-30 22:00:00,0.60602,0.46582028
2022-01-30 23:00:00,0.39581,0.45117185
2022-01-31 00:00:00,0.32463,0.49999997
2022-01-31 01:00:00,0.45568,0.64257807
2022-01-31 02:00:00,0.19602,0.9257812
2022-01-31 03:00:00,0.44703,0.99999994
2022-01-31 04:00:00,0.37452,0.8945312
2022-01-31 05:00:00,0.0785,0.7460937
2022-01-31 06:00:00,0.20755,0.7304687
2022-01-31 07:00:00,0.23283,0.82031244
2022-01-31 08:00:00,-9.4768,0.8945312
2022-01-31 09:00:00,0.09446,0.8652343
2022-01-31 10:00:00,0.1856,0.82812494
2022-01-31 11:00:00,0.03792,0.8574218
2022-01-31 12:00:00,0.0918,0.8867187
2022-01-31 13:00:00,-0.15766,0.8652343
2022-01-31 14:00:00,0.00466,0.80468744
2022-01-31 15:00:00,-0.22684,0.7304687
2022-01-31 16:00:00,-0.09513,0.7246093
2022-01-31 17:00:00,-0.07717,0.8496093
2022-01-31 18:00:00,-0.04856,0.8652343
2022-01-31 19:00:00,0.13038,0.95507807
2022-01-31 20:00:00,0.04657,1.1054686
2022-01-31 21:00:00,-0.06054,1.0898436
2022-01-31 22:00:00,-0.01131,1.0742186
2022-01-31 23:00:00,0.09513,1.2226561
2022-02-01 00:00:00,0.21731,1.5820311
2022-02-01 01:00:00,0.24946,1.4921874
2022-02-01 02:00:00,0.10821,0.77539057
2022-02-01 03:00:00,-0.1703,0.44042966
2022-02-01 04:00:00,-0.00333,0.3769531
2022-02-01 05:00:00,0.00599,0.39941403
2022-02-01 06:00:00,0.12706,0.4550781
2022-02-01 07:00:00,0.17828,0.5371093
2022-02-01 08:00:00,-0.03592,0.61132807
2022-02-01 09:00:00,0.11043,0.6933593
2022-02-01 10:00:00,0.06985,0.64257807
2022-02-01 11:00:00,0.1683,0.51562494
2022-02-01 12:00:00,0.16764,0.4628906
2022-02-01 13:00:00,0.29536,0.4287109
2022-02-01 14:00:00,0.05322,0.41015622
2022-02-01 15:00:00,0.13837,0.41015622
2022-02-01 16:00:00,0.08781,0.4472656
2022-02-01 17:00:00,0.08049,0.50781244
2022-02-01 18:00:00,0.29802,0.5605468
2022-02-01 19:00:00,0.08448,0.5976562
2022-02-01 20:00:00,0.32929,0.61914057
2022-02-01 21:00:00,0.20955,0.64257807
2022-02-01 22:00:00,0.18227,0.66406244
2022-02-01 23:00:00,0.24015,0.6855468
2022-02-02 00:00:00,0.2652,0.7304687
2022-02-02 01:00:00,0.30268,0.7246093
2022-02-02 02:00:00,0.57742,0.7617187
2022-02-02 03:00:00,0.42752,0.81249994
2022-02-02 04:00:00,0.30467,0.8496093
2022-02-02 05:00:00,0.47298,0.8652343
2022-02-02 06:00:00,0.47364,0.8574218
2022-02-02 07:00:00,0.51023,0.8574218
2022-02-02 08:00:00,0.76567,0.81249994
2022-02-02 09:00:00,0.68186,0.7089843
2022-02-02 10:00:00,0.80825,0.5898437
2022-02-02 11:00:00,0.70248,0.5605468
2022-02-02 12:00:00,0.95327,0.61132807
2022-02-02 13:00:00,0.65591,0.64843744
2022-02-02 14:00:00,0.61533,0.65624994
2022-02-02 15:00:00,0.61866,0.63476557
2022-02-02 16:00:00,0.56145,0.5742187
2022-02-02 17:00:00,0.35323,0.52343744
2022-02-02 18:00:00,0.4151,0.52343744
2022-02-02 19:00:00,0.02328,0.5527343
2022-02-02 20:00:00,0.37053,0.5898437
2022-02-02 21:00:00,0.39914,0.62695307
2022-02-02 22:00:00,0.1989,0.64257807
2022-02-02 23:00:00,0.29137,0.64257807
2022-02-03 00:00:00,0.0887,0.62695307
2022-02-03 01:00:00,0.17429,0.64257807
2022-02-03 02:00:00,1.47946,0.63476557
2022-02-03 03:00:00,2.8516,0.61914057
2022-02-03 04:00:00,2.33428,0.60351557
2022-02-03 05:00:00,1.70032,0.5976562
2022-02-03 06:00:00,0.65259,0.63476557
2022-02-03 07:00:00,0.53883,0.66406244
2022-02-03 08:00:00,0.46965,0.67968744
2022-02-03 09:00:00,0.69516,0.67968744
2022-02-03 10:00:00,0.59338,0.67968744
2022-02-03 11:00:00,0.7211,0.6933593
